FIPS	State	County	Variable	pcnt_free_lunch
13299	Georgia	Ware	pcnt_free_lunch	60
13301	Georgia	Warren	pcnt_free_lunch	82
13303	Georgia	Washington	pcnt_free_lunch	54
13305	Georgia	Wayne	pcnt_free_lunch	57
13307	Georgia	Webster	pcnt_free_lunch	63
13309	Georgia	Wheeler	pcnt_free_lunch	68
13311	Georgia	White	pcnt_free_lunch	47
13313	Georgia	Whitfield	pcnt_free_lunch	61
13315	Georgia	Wilcox	pcnt_free_lunch	70
13317	Georgia	Wilkes	pcnt_free_lunch	68
13319	Georgia	Wilkinson	pcnt_free_lunch	75
13321	Georgia	Worth	pcnt_free_lunch	62
15001	Hawaii	Hawaii	pcnt_free_lunch	52
15003	Hawaii	Honolulu	pcnt_free_lunch	33
15005	Hawaii	Kalawao	pcnt_free_lunch	
15007	Hawaii	Kauai	pcnt_free_lunch	34
15009	Hawaii	Maui	pcnt_free_lunch	36
16001	Idaho	Ada	pcnt_free_lunch	25
16003	Idaho	Adams	pcnt_free_lunch	49
16005	Idaho	Bannock	pcnt_free_lunch	37
16007	Idaho	Bear Lake	pcnt_free_lunch	29
16009	Idaho	Benewah	pcnt_free_lunch	45
16011	Idaho	Bingham	pcnt_free_lunch	38
16013	Idaho	Blaine	pcnt_free_lunch	30
16015	Idaho	Boise	pcnt_free_lunch	38
16017	Idaho	Bonner	pcnt_free_lunch	39
16019	Idaho	Bonneville	pcnt_free_lunch	33
16021	Idaho	Boundary	pcnt_free_lunch	41
16023	Idaho	Butte	pcnt_free_lunch	29
16025	Idaho	Camas	pcnt_free_lunch	38
16027	Idaho	Canyon	pcnt_free_lunch	52
16029	Idaho	Caribou	pcnt_free_lunch	27
16031	Idaho	Cassia	pcnt_free_lunch	40
16033	Idaho	Clark	pcnt_free_lunch	59
16035	Idaho	Clearwater	pcnt_free_lunch	42
16037	Idaho	Custer	pcnt_free_lunch	24
16039	Idaho	Elmore	pcnt_free_lunch	34
16041	Idaho	Franklin	pcnt_free_lunch	33
16043	Idaho	Fremont	pcnt_free_lunch	38
16045	Idaho	Gem	pcnt_free_lunch	47
16047	Idaho	Gooding	pcnt_free_lunch	45
16049	Idaho	Idaho	pcnt_free_lunch	38
16051	Idaho	Jefferson	pcnt_free_lunch	35
16053	Idaho	Jerome	pcnt_free_lunch	51
16055	Idaho	Kootenai	pcnt_free_lunch	34
16057	Idaho	Latah	pcnt_free_lunch	20
16059	Idaho	Lemhi	pcnt_free_lunch	32
16061	Idaho	Lewis	pcnt_free_lunch	42
16063	Idaho	Lincoln	pcnt_free_lunch	54
16065	Idaho	Madison	pcnt_free_lunch	30
16067	Idaho	Minidoka	pcnt_free_lunch	49
16069	Idaho	Nez Perce	pcnt_free_lunch	33
16071	Idaho	Oneida	pcnt_free_lunch	32
16073	Idaho	Owyhee	pcnt_free_lunch	56
16075	Idaho	Payette	pcnt_free_lunch	45
16077	Idaho	Power	pcnt_free_lunch	54
16079	Idaho	Shoshone	pcnt_free_lunch	39
16081	Idaho	Teton	pcnt_free_lunch	37
16083	Idaho	Twin Falls	pcnt_free_lunch	44
16085	Idaho	Valley	pcnt_free_lunch	29
16087	Idaho	Washington	pcnt_free_lunch	48
17001	Illinois	Adams	pcnt_free_lunch	40
17003	Illinois	Alexander	pcnt_free_lunch	69
17005	Illinois	Bond	pcnt_free_lunch	38
17007	Illinois	Boone	pcnt_free_lunch	38
17009	Illinois	Brown	pcnt_free_lunch	29
17011	Illinois	Bureau	pcnt_free_lunch	31
17013	Illinois	Calhoun	pcnt_free_lunch	35
17015	Illinois	Carroll	pcnt_free_lunch	34
17017	Illinois	Cass	pcnt_free_lunch	49
17019	Illinois	Champaign	pcnt_free_lunch	39
17021	Illinois	Christian	pcnt_free_lunch	38
17023	Illinois	Clark	pcnt_free_lunch	33
17025	Illinois	Clay	pcnt_free_lunch	39
17027	Illinois	Clinton	pcnt_free_lunch	24
17029	Illinois	Coles	pcnt_free_lunch	39
17031	Illinois	Cook	pcnt_free_lunch	52
17033	Illinois	Crawford	pcnt_free_lunch	35
17035	Illinois	Cumberland	pcnt_free_lunch	30
17037	Illinois	DeKalb	pcnt_free_lunch	27
17039	Illinois	De Witt	pcnt_free_lunch	33
17041	Illinois	Douglas	pcnt_free_lunch	26
17043	Illinois	DuPage	pcnt_free_lunch	18
17045	Illinois	Edgar	pcnt_free_lunch	37
17047	Illinois	Edwards	pcnt_free_lunch	28
17049	Illinois	Effingham	pcnt_free_lunch	26
17051	Illinois	Fayette	pcnt_free_lunch	42
17053	Illinois	Ford	pcnt_free_lunch	29
17055	Illinois	Franklin	pcnt_free_lunch	47
17057	Illinois	Fulton	pcnt_free_lunch	34
17059	Illinois	Gallatin	pcnt_free_lunch	43
17061	Illinois	Greene	pcnt_free_lunch	39
17063	Illinois	Grundy	pcnt_free_lunch	16
17065	Illinois	Hamilton	pcnt_free_lunch	39
17067	Illinois	Hancock	pcnt_free_lunch	36
17069	Illinois	Hardin	pcnt_free_lunch	49
17071	Illinois	Henderson	pcnt_free_lunch	39
17073	Illinois	Henry	pcnt_free_lunch	29
17075	Illinois	Iroquois	pcnt_free_lunch	37
17077	Illinois	Jackson	pcnt_free_lunch	49
17079	Illinois	Jasper	pcnt_free_lunch	32
17081	Illinois	Jefferson	pcnt_free_lunch	47
17083	Illinois	Jersey	pcnt_free_lunch	36
17085	Illinois	Jo Daviess	pcnt_free_lunch	26
17087	Illinois	Johnson	pcnt_free_lunch	36
17089	Illinois	Kane	pcnt_free_lunch	35
17091	Illinois	Kankakee	pcnt_free_lunch	45
17093	Illinois	Kendall	pcnt_free_lunch	17
17095	Illinois	Knox	pcnt_free_lunch	43
17097	Illinois	Lake	pcnt_free_lunch	23
17099	Illinois	LaSalle	pcnt_free_lunch	34
17101	Illinois	Lawrence	pcnt_free_lunch	38
17103	Illinois	Lee	pcnt_free_lunch	33
17105	Illinois	Livingston	pcnt_free_lunch	31
17107	Illinois	Logan	pcnt_free_lunch	34
17109	Illinois	McDonough	pcnt_free_lunch	39
17111	Illinois	McHenry	pcnt_free_lunch	17
17113	Illinois	McLean	pcnt_free_lunch	21
17115	Illinois	Macon	pcnt_free_lunch	42
17117	Illinois	Macoupin	pcnt_free_lunch	37
17119	Illinois	Madison	pcnt_free_lunch	37
17121	Illinois	Marion	pcnt_free_lunch	50
17123	Illinois	Marshall	pcnt_free_lunch	35
17125	Illinois	Mason	pcnt_free_lunch	40
17127	Illinois	Massac	pcnt_free_lunch	49
17129	Illinois	Menard	pcnt_free_lunch	23
17131	Illinois	Mercer	pcnt_free_lunch	23
17133	Illinois	Monroe	pcnt_free_lunch	11
17135	Illinois	Montgomery	pcnt_free_lunch	37
17137	Illinois	Morgan	pcnt_free_lunch	40
17139	Illinois	Moultrie	pcnt_free_lunch	34
17141	Illinois	Ogle	pcnt_free_lunch	24
17143	Illinois	Peoria	pcnt_free_lunch	45
17145	Illinois	Perry	pcnt_free_lunch	38
17147	Illinois	Piatt	pcnt_free_lunch	20
17149	Illinois	Pike	pcnt_free_lunch	37
17151	Illinois	Pope	pcnt_free_lunch	45
17153	Illinois	Pulaski	pcnt_free_lunch	73
17155	Illinois	Putnam	pcnt_free_lunch	22
17157	Illinois	Randolph	pcnt_free_lunch	38
17159	Illinois	Richland	pcnt_free_lunch	39
17161	Illinois	Rock Island	pcnt_free_lunch	44
17163	Illinois	St. Clair	pcnt_free_lunch	42
17165	Illinois	Saline	pcnt_free_lunch	44
17167	Illinois	Sangamon	pcnt_free_lunch	34
17169	Illinois	Schuyler	pcnt_free_lunch	37
17171	Illinois	Scott	pcnt_free_lunch	27
17173	Illinois	Shelby	pcnt_free_lunch	29
17175	Illinois	Stark	pcnt_free_lunch	30
17177	Illinois	Stephenson	pcnt_free_lunch	44
17179	Illinois	Tazewell	pcnt_free_lunch	27
17181	Illinois	Union	pcnt_free_lunch	45
17183	Illinois	Vermilion	pcnt_free_lunch	51
17185	Illinois	Wabash	pcnt_free_lunch	33
17187	Illinois	Warren	pcnt_free_lunch	37
17189	Illinois	Washington	pcnt_free_lunch	27
17191	Illinois	Wayne	pcnt_free_lunch	36
17193	Illinois	White	pcnt_free_lunch	40
17195	Illinois	Whiteside	pcnt_free_lunch	37
17197	Illinois	Will	pcnt_free_lunch	25
17199	Illinois	Williamson	pcnt_free_lunch	42
17201	Illinois	Winnebago	pcnt_free_lunch	52
17203	Illinois	Woodford	pcnt_free_lunch	17
18001	Indiana	Adams	pcnt_free_lunch	32
18003	Indiana	Allen	pcnt_free_lunch	44
18005	Indiana	Bartholomew	pcnt_free_lunch	32
18007	Indiana	Benton	pcnt_free_lunch	36
18009	Indiana	Blackford	pcnt_free_lunch	43
18011	Indiana	Boone	pcnt_free_lunch	17
18013	Indiana	Brown	pcnt_free_lunch	39
18015	Indiana	Carroll	pcnt_free_lunch	34
18017	Indiana	Cass	pcnt_free_lunch	41
18019	Indiana	Clark	pcnt_free_lunch	40
18021	Indiana	Clay	pcnt_free_lunch	39
18023	Indiana	Clinton	pcnt_free_lunch	42
18025	Indiana	Crawford	pcnt_free_lunch	48
18027	Indiana	Daviess	pcnt_free_lunch	37
18029	Indiana	Dearborn	pcnt_free_lunch	26
18031	Indiana	Decatur	pcnt_free_lunch	36
18033	Indiana	DeKalb	pcnt_free_lunch	33
18035	Indiana	Delaware	pcnt_free_lunch	42
18037	Indiana	Dubois	pcnt_free_lunch	23
18039	Indiana	Elkhart	pcnt_free_lunch	46
18041	Indiana	Fayette	pcnt_free_lunch	53
18043	Indiana	Floyd	pcnt_free_lunch	35
18045	Indiana	Fountain	pcnt_free_lunch	34
18047	Indiana	Franklin	pcnt_free_lunch	30
18049	Indiana	Fulton	pcnt_free_lunch	38
18051	Indiana	Gibson	pcnt_free_lunch	28
18053	Indiana	Grant	pcnt_free_lunch	46
18055	Indiana	Greene	pcnt_free_lunch	36
18057	Indiana	Hamilton	pcnt_free_lunch	12
18059	Indiana	Hancock	pcnt_free_lunch	19
18061	Indiana	Harrison	pcnt_free_lunch	33
18063	Indiana	Hendricks	pcnt_free_lunch	17
18065	Indiana	Henry	pcnt_free_lunch	40
18067	Indiana	Howard	pcnt_free_lunch	40
18069	Indiana	Huntington	pcnt_free_lunch	33
18071	Indiana	Jackson	pcnt_free_lunch	38
18073	Indiana	Jasper	pcnt_free_lunch	30
18075	Indiana	Jay	pcnt_free_lunch	41
18077	Indiana	Jefferson	pcnt_free_lunch	42
18079	Indiana	Jennings	pcnt_free_lunch	44
18081	Indiana	Johnson	pcnt_free_lunch	27
18083	Indiana	Knox	pcnt_free_lunch	39
18085	Indiana	Kosciusko	pcnt_free_lunch	38
18087	Indiana	LaGrange	pcnt_free_lunch	35
18089	Indiana	Lake	pcnt_free_lunch	48
18091	Indiana	LaPorte	pcnt_free_lunch	43
18093	Indiana	Lawrence	pcnt_free_lunch	37
18095	Indiana	Madison	pcnt_free_lunch	40
18097	Indiana	Marion	pcnt_free_lunch	56
18099	Indiana	Marshall	pcnt_free_lunch	39
18101	Indiana	Martin	pcnt_free_lunch	34
18103	Indiana	Miami	pcnt_free_lunch	39
18105	Indiana	Monroe	pcnt_free_lunch	29
18107	Indiana	Montgomery	pcnt_free_lunch	35
18109	Indiana	Morgan	pcnt_free_lunch	31
18111	Indiana	Newton	pcnt_free_lunch	39
18113	Indiana	Noble	pcnt_free_lunch	42
18115	Indiana	Ohio	pcnt_free_lunch	30
18117	Indiana	Orange	pcnt_free_lunch	41
18119	Indiana	Owen	pcnt_free_lunch	35
18121	Indiana	Parke	pcnt_free_lunch	44
18123	Indiana	Perry	pcnt_free_lunch	37
18125	Indiana	Pike	pcnt_free_lunch	30
18127	Indiana	Porter	pcnt_free_lunch	26
18129	Indiana	Posey	pcnt_free_lunch	24
18131	Indiana	Pulaski	pcnt_free_lunch	37
18133	Indiana	Putnam	pcnt_free_lunch	36
18135	Indiana	Randolph	pcnt_free_lunch	42
18137	Indiana	Ripley	pcnt_free_lunch	33
18139	Indiana	Rush	pcnt_free_lunch	38
18141	Indiana	St. Joseph	pcnt_free_lunch	45
18143	Indiana	Scott	pcnt_free_lunch	43
18145	Indiana	Shelby	pcnt_free_lunch	34
18147	Indiana	Spencer	pcnt_free_lunch	28
18149	Indiana	Starke	pcnt_free_lunch	47
18151	Indiana	Steuben	pcnt_free_lunch	37
18153	Indiana	Sullivan	pcnt_free_lunch	38
18155	Indiana	Switzerland	pcnt_free_lunch	39
18157	Indiana	Tippecanoe	pcnt_free_lunch	37
18159	Indiana	Tipton	pcnt_free_lunch	26
18161	Indiana	Union	pcnt_free_lunch	36
18163	Indiana	Vanderburgh	pcnt_free_lunch	48
18165	Indiana	Vermillion	pcnt_free_lunch	39
18167	Indiana	Vigo	pcnt_free_lunch	43
18169	Indiana	Wabash	pcnt_free_lunch	36
18171	Indiana	Warren	pcnt_free_lunch	26
18173	Indiana	Warrick	pcnt_free_lunch	22
18175	Indiana	Washington	pcnt_free_lunch	43
18177	Indiana	Wayne	pcnt_free_lunch	48
18179	Indiana	Wells	pcnt_free_lunch	27
18181	Indiana	White	pcnt_free_lunch	38
18183	Indiana	Whitley	pcnt_free_lunch	24
19001	Iowa	Adair	pcnt_free_lunch	31
19003	Iowa	Adams	pcnt_free_lunch	33
19005	Iowa	Allamakee	pcnt_free_lunch	37
19007	Iowa	Appanoose	pcnt_free_lunch	36
19009	Iowa	Audubon	pcnt_free_lunch	24
19011	Iowa	Benton	pcnt_free_lunch	22
19013	Iowa	Black Hawk	pcnt_free_lunch	40
19015	Iowa	Boone	pcnt_free_lunch	31
19017	Iowa	Bremer	pcnt_free_lunch	15
19019	Iowa	Buchanan	pcnt_free_lunch	23
19021	Iowa	Buena Vista	pcnt_free_lunch	46
19023	Iowa	Butler	pcnt_free_lunch	21
19025	Iowa	Calhoun	pcnt_free_lunch	29
19027	Iowa	Carroll	pcnt_free_lunch	25
19029	Iowa	Cass	pcnt_free_lunch	33
19031	Iowa	Cedar	pcnt_free_lunch	20
19033	Iowa	Cerro Gordo	pcnt_free_lunch	32
19035	Iowa	Cherokee	pcnt_free_lunch	25
19037	Iowa	Chickasaw	pcnt_free_lunch	23
19039	Iowa	Clarke	pcnt_free_lunch	35
19041	Iowa	Clay	pcnt_free_lunch	29
19043	Iowa	Clayton	pcnt_free_lunch	27
19045	Iowa	Clinton	pcnt_free_lunch	35
19047	Iowa	Crawford	pcnt_free_lunch	46
19049	Iowa	Dallas	pcnt_free_lunch	17
19051	Iowa	Davis	pcnt_free_lunch	33
19053	Iowa	Decatur	pcnt_free_lunch	46
19055	Iowa	Delaware	pcnt_free_lunch	23
19057	Iowa	Des Moines	pcnt_free_lunch	42
19059	Iowa	Dickinson	pcnt_free_lunch	20
19061	Iowa	Dubuque	pcnt_free_lunch	27
19063	Iowa	Emmet	pcnt_free_lunch	29
19065	Iowa	Fayette	pcnt_free_lunch	34
19067	Iowa	Floyd	pcnt_free_lunch	32
19069	Iowa	Franklin	pcnt_free_lunch	37
19071	Iowa	Fremont	pcnt_free_lunch	33
19073	Iowa	Greene	pcnt_free_lunch	38
19075	Iowa	Grundy	pcnt_free_lunch	17
19077	Iowa	Guthrie	pcnt_free_lunch	27
19079	Iowa	Hamilton	pcnt_free_lunch	30
19081	Iowa	Hancock	pcnt_free_lunch	25
19083	Iowa	Hardin	pcnt_free_lunch	29
19085	Iowa	Harrison	pcnt_free_lunch	25
19087	Iowa	Henry	pcnt_free_lunch	36
19089	Iowa	Howard	pcnt_free_lunch	28
19091	Iowa	Humboldt	pcnt_free_lunch	32
19093	Iowa	Ida	pcnt_free_lunch	24
19095	Iowa	Iowa	pcnt_free_lunch	22
19097	Iowa	Jackson	pcnt_free_lunch	30
19099	Iowa	Jasper	pcnt_free_lunch	30
19101	Iowa	Jefferson	pcnt_free_lunch	32
19103	Iowa	Johnson	pcnt_free_lunch	23
19105	Iowa	Jones	pcnt_free_lunch	24
19107	Iowa	Keokuk	pcnt_free_lunch	27
19109	Iowa	Kossuth	pcnt_free_lunch	27
19111	Iowa	Lee	pcnt_free_lunch	37
19113	Iowa	Linn	pcnt_free_lunch	26
19115	Iowa	Louisa	pcnt_free_lunch	44
19117	Iowa	Lucas	pcnt_free_lunch	38
19119	Iowa	Lyon	pcnt_free_lunch	18
19121	Iowa	Madison	pcnt_free_lunch	23
19123	Iowa	Mahaska	pcnt_free_lunch	35
19125	Iowa	Marion	pcnt_free_lunch	24
19127	Iowa	Marshall	pcnt_free_lunch	47
19129	Iowa	Mills	pcnt_free_lunch	29
19131	Iowa	Mitchell	pcnt_free_lunch	20
19133	Iowa	Monona	pcnt_free_lunch	35
19135	Iowa	Monroe	pcnt_free_lunch	29
19137	Iowa	Montgomery	pcnt_free_lunch	38
19139	Iowa	Muscatine	pcnt_free_lunch	39
19141	Iowa	O'Brien	pcnt_free_lunch	25
19143	Iowa	Osceola	pcnt_free_lunch	26
19145	Iowa	Page	pcnt_free_lunch	34
19147	Iowa	Palo Alto	pcnt_free_lunch	24
19149	Iowa	Plymouth	pcnt_free_lunch	18
19151	Iowa	Pocahontas	pcnt_free_lunch	36
19153	Iowa	Polk	pcnt_free_lunch	35
19155	Iowa	Pottawattamie	pcnt_free_lunch	39
19157	Iowa	Poweshiek	pcnt_free_lunch	26
19159	Iowa	Ringgold	pcnt_free_lunch	35
19161	Iowa	Sac	pcnt_free_lunch	27
19163	Iowa	Scott	pcnt_free_lunch	36
19165	Iowa	Shelby	pcnt_free_lunch	23
19167	Iowa	Sioux	pcnt_free_lunch	23
19169	Iowa	Story	pcnt_free_lunch	18
19171	Iowa	Tama	pcnt_free_lunch	26
19173	Iowa	Taylor	pcnt_free_lunch	42
19175	Iowa	Union	pcnt_free_lunch	37
19177	Iowa	Van Buren	pcnt_free_lunch	35
19179	Iowa	Wapello	pcnt_free_lunch	44
19181	Iowa	Warren	pcnt_free_lunch	17
19183	Iowa	Washington	pcnt_free_lunch	26
19185	Iowa	Wayne	pcnt_free_lunch	39
19187	Iowa	Webster	pcnt_free_lunch	40
19189	Iowa	Winnebago	pcnt_free_lunch	24
19191	Iowa	Winneshiek	pcnt_free_lunch	18
19193	Iowa	Woodbury	pcnt_free_lunch	41
19195	Iowa	Worth	pcnt_free_lunch	23
19197	Iowa	Wright	pcnt_free_lunch	37
20001	Kansas	Allen	pcnt_free_lunch	44
20003	Kansas	Anderson	pcnt_free_lunch	40
20005	Kansas	Atchison	pcnt_free_lunch	49
20007	Kansas	Barber	pcnt_free_lunch	27
20009	Kansas	Barton	pcnt_free_lunch	47
20011	Kansas	Bourbon	pcnt_free_lunch	51
20013	Kansas	Brown	pcnt_free_lunch	46
20015	Kansas	Butler	pcnt_free_lunch	22
20017	Kansas	Chase	pcnt_free_lunch	25
20019	Kansas	Chautauqua	pcnt_free_lunch	45
20021	Kansas	Cherokee	pcnt_free_lunch	48
20023	Kansas	Cheyenne	pcnt_free_lunch	36
20025	Kansas	Clark	pcnt_free_lunch	30
20027	Kansas	Clay	pcnt_free_lunch	26
20029	Kansas	Cloud	pcnt_free_lunch	38
20031	Kansas	Coffey	pcnt_free_lunch	32
20033	Kansas	Comanche	pcnt_free_lunch	21
20035	Kansas	Cowley	pcnt_free_lunch	48
20037	Kansas	Crawford	pcnt_free_lunch	48
20039	Kansas	Decatur	pcnt_free_lunch	29
20041	Kansas	Dickinson	pcnt_free_lunch	28
20043	Kansas	Doniphan	pcnt_free_lunch	35
20045	Kansas	Douglas	pcnt_free_lunch	26
20047	Kansas	Edwards	pcnt_free_lunch	39
20049	Kansas	Elk	pcnt_free_lunch	48
20051	Kansas	Ellis	pcnt_free_lunch	28
20053	Kansas	Ellsworth	pcnt_free_lunch	34
20055	Kansas	Finney	pcnt_free_lunch	54
20057	Kansas	Ford	pcnt_free_lunch	65
20059	Kansas	Franklin	pcnt_free_lunch	41
20061	Kansas	Geary	pcnt_free_lunch	39
20063	Kansas	Gove	pcnt_free_lunch	25
20065	Kansas	Graham	pcnt_free_lunch	29
20067	Kansas	Grant	pcnt_free_lunch	47
20069	Kansas	Gray	pcnt_free_lunch	31
20071	Kansas	Greeley	pcnt_free_lunch	35
20073	Kansas	Greenwood	pcnt_free_lunch	45
20075	Kansas	Hamilton	pcnt_free_lunch	52
20077	Kansas	Harper	pcnt_free_lunch	49
20079	Kansas	Harvey	pcnt_free_lunch	36
20081	Kansas	Haskell	pcnt_free_lunch	52
20083	Kansas	Hodgeman	pcnt_free_lunch	28
20085	Kansas	Jackson	pcnt_free_lunch	31
20087	Kansas	Jefferson	pcnt_free_lunch	28
20089	Kansas	Jewell	pcnt_free_lunch	27
20091	Kansas	Johnson	pcnt_free_lunch	17
20093	Kansas	Kearny	pcnt_free_lunch	49
20095	Kansas	Kingman	pcnt_free_lunch	35
20097	Kansas	Kiowa	pcnt_free_lunch	37
20099	Kansas	Labette	pcnt_free_lunch	48
20101	Kansas	Lane	pcnt_free_lunch	30
20103	Kansas	Leavenworth	pcnt_free_lunch	24
20105	Kansas	Lincoln	pcnt_free_lunch	37
20107	Kansas	Linn	pcnt_free_lunch	43
20109	Kansas	Logan	pcnt_free_lunch	34
20111	Kansas	Lyon	pcnt_free_lunch	52
20113	Kansas	McPherson	pcnt_free_lunch	24
20115	Kansas	Marion	pcnt_free_lunch	31
20117	Kansas	Marshall	pcnt_free_lunch	30
20119	Kansas	Meade	pcnt_free_lunch	39
20121	Kansas	Miami	pcnt_free_lunch	28
20123	Kansas	Mitchell	pcnt_free_lunch	30
20125	Kansas	Montgomery	pcnt_free_lunch	48
20127	Kansas	Morris	pcnt_free_lunch	29
20129	Kansas	Morton	pcnt_free_lunch	45
20131	Kansas	Nemaha	pcnt_free_lunch	20
20133	Kansas	Neosho	pcnt_free_lunch	47
20135	Kansas	Ness	pcnt_free_lunch	32
20137	Kansas	Norton	pcnt_free_lunch	31
20139	Kansas	Osage	pcnt_free_lunch	33
20141	Kansas	Osborne	pcnt_free_lunch	41
20143	Kansas	Ottawa	pcnt_free_lunch	26
20145	Kansas	Pawnee	pcnt_free_lunch	43
20147	Kansas	Phillips	pcnt_free_lunch	36
20149	Kansas	Pottawatomie	pcnt_free_lunch	24
20151	Kansas	Pratt	pcnt_free_lunch	33
20153	Kansas	Rawlins	pcnt_free_lunch	31
20155	Kansas	Reno	pcnt_free_lunch	42
20157	Kansas	Republic	pcnt_free_lunch	36
20159	Kansas	Rice	pcnt_free_lunch	44
20161	Kansas	Riley	pcnt_free_lunch	23
20163	Kansas	Rooks	pcnt_free_lunch	31
20165	Kansas	Rush	pcnt_free_lunch	35
20167	Kansas	Russell	pcnt_free_lunch	39
20169	Kansas	Saline	pcnt_free_lunch	42
20171	Kansas	Scott	pcnt_free_lunch	38
20173	Kansas	Sedgwick	pcnt_free_lunch	48
20175	Kansas	Seward	pcnt_free_lunch	65
20177	Kansas	Shawnee	pcnt_free_lunch	43
20179	Kansas	Sheridan	pcnt_free_lunch	26
20181	Kansas	Sherman	pcnt_free_lunch	37
20183	Kansas	Smith	pcnt_free_lunch	32
20185	Kansas	Stafford	pcnt_free_lunch	44
20187	Kansas	Stanton	pcnt_free_lunch	43
20189	Kansas	Stevens	pcnt_free_lunch	42
20191	Kansas	Sumner	pcnt_free_lunch	35
20193	Kansas	Thomas	pcnt_free_lunch	31
20195	Kansas	Trego	pcnt_free_lunch	21
20197	Kansas	Wabaunsee	pcnt_free_lunch	22
20199	Kansas	Wallace	pcnt_free_lunch	31
20201	Kansas	Washington	pcnt_free_lunch	26
20203	Kansas	Wichita	pcnt_free_lunch	44
20205	Kansas	Wilson	pcnt_free_lunch	43
20207	Kansas	Woodson	pcnt_free_lunch	44
20209	Kansas	Wyandotte	pcnt_free_lunch	69
21001	Kentucky	Adair	pcnt_free_lunch	52
21003	Kentucky	Allen	pcnt_free_lunch	49
21005	Kentucky	Anderson	pcnt_free_lunch	37
21007	Kentucky	Ballard	pcnt_free_lunch	47
21009	Kentucky	Barren	pcnt_free_lunch	50
21011	Kentucky	Bath	pcnt_free_lunch	69
21013	Kentucky	Bell	pcnt_free_lunch	72
21015	Kentucky	Boone	pcnt_free_lunch	25
21017	Kentucky	Bourbon	pcnt_free_lunch	52
21019	Kentucky	Boyd	pcnt_free_lunch	47
21021	Kentucky	Boyle	pcnt_free_lunch	42
21023	Kentucky	Bracken	pcnt_free_lunch	47
21025	Kentucky	Breathitt	pcnt_free_lunch	74
21027	Kentucky	Breckinridge	pcnt_free_lunch	50
21029	Kentucky	Bullitt	pcnt_free_lunch	39
21031	Kentucky	Butler	pcnt_free_lunch	49
21033	Kentucky	Caldwell	pcnt_free_lunch	55
21035	Kentucky	Calloway	pcnt_free_lunch	43
21037	Kentucky	Campbell	pcnt_free_lunch	40
21039	Kentucky	Carlisle	pcnt_free_lunch	50
21041	Kentucky	Carroll	pcnt_free_lunch	59
21043	Kentucky	Carter	pcnt_free_lunch	54
21045	Kentucky	Casey	pcnt_free_lunch	62
21047	Kentucky	Christian	pcnt_free_lunch	60
21049	Kentucky	Clark	pcnt_free_lunch	50
21051	Kentucky	Clay	pcnt_free_lunch	66
21053	Kentucky	Clinton	pcnt_free_lunch	57
21055	Kentucky	Crittenden	pcnt_free_lunch	43
21057	Kentucky	Cumberland	pcnt_free_lunch	60
21059	Kentucky	Daviess	pcnt_free_lunch	51
21061	Kentucky	Edmonson	pcnt_free_lunch	47
21063	Kentucky	Elliott	pcnt_free_lunch	71
21065	Kentucky	Estill	pcnt_free_lunch	61
21067	Kentucky	Fayette	pcnt_free_lunch	42
21069	Kentucky	Fleming	pcnt_free_lunch	51
21071	Kentucky	Floyd	pcnt_free_lunch	68
21073	Kentucky	Franklin	pcnt_free_lunch	43
21075	Kentucky	Fulton	pcnt_free_lunch	80
21077	Kentucky	Gallatin	pcnt_free_lunch	63
21079	Kentucky	Garrard	pcnt_free_lunch	51
21081	Kentucky	Grant	pcnt_free_lunch	50
21083	Kentucky	Graves	pcnt_free_lunch	54
21085	Kentucky	Grayson	pcnt_free_lunch	56
21087	Kentucky	Green	pcnt_free_lunch	51
21089	Kentucky	Greenup	pcnt_free_lunch	41
21091	Kentucky	Hancock	pcnt_free_lunch	40
21093	Kentucky	Hardin	pcnt_free_lunch	38
21095	Kentucky	Harlan	pcnt_free_lunch	62
21097	Kentucky	Harrison	pcnt_free_lunch	48
21099	Kentucky	Hart	pcnt_free_lunch	54
21101	Kentucky	Henderson	pcnt_free_lunch	49
21103	Kentucky	Henry	pcnt_free_lunch	48
21105	Kentucky	Hickman	pcnt_free_lunch	39
21107	Kentucky	Hopkins	pcnt_free_lunch	49
21109	Kentucky	Jackson	pcnt_free_lunch	75
21111	Kentucky	Jefferson	pcnt_free_lunch	56
21113	Kentucky	Jessamine	pcnt_free_lunch	46
21115	Kentucky	Johnson	pcnt_free_lunch	51
21117	Kentucky	Kenton	pcnt_free_lunch	40
21119	Kentucky	Knott	pcnt_free_lunch	63
21121	Kentucky	Knox	pcnt_free_lunch	63
21123	Kentucky	Larue	pcnt_free_lunch	47
21125	Kentucky	Laurel	pcnt_free_lunch	51
21127	Kentucky	Lawrence	pcnt_free_lunch	60
21129	Kentucky	Lee	pcnt_free_lunch	70
21131	Kentucky	Leslie	pcnt_free_lunch	56
21133	Kentucky	Letcher	pcnt_free_lunch	60
21135	Kentucky	Lewis	pcnt_free_lunch	64
21137	Kentucky	Lincoln	pcnt_free_lunch	62
21139	Kentucky	Livingston	pcnt_free_lunch	52
21141	Kentucky	Logan	pcnt_free_lunch	46
21143	Kentucky	Lyon	pcnt_free_lunch	37
21145	Kentucky	McCracken	pcnt_free_lunch	46
21147	Kentucky	McCreary	pcnt_free_lunch	70
21149	Kentucky	McLean	pcnt_free_lunch	46
21151	Kentucky	Madison	pcnt_free_lunch	42
