FIPS	State	County	Variable	pcnt_free_lunch
29215	Missouri	Texas	pcnt_free_lunch	44
29217	Missouri	Vernon	pcnt_free_lunch	41
29219	Missouri	Warren	pcnt_free_lunch	39
29221	Missouri	Washington	pcnt_free_lunch	52
29223	Missouri	Wayne	pcnt_free_lunch	54
29225	Missouri	Webster	pcnt_free_lunch	38
29227	Missouri	Worth	pcnt_free_lunch	36
29229	Missouri	Wright	pcnt_free_lunch	54
29510	Missouri	St. Louis City	pcnt_free_lunch	76
30001	Montana	Beaverhead	pcnt_free_lunch	22
30003	Montana	Big Horn	pcnt_free_lunch	65
30005	Montana	Blaine	pcnt_free_lunch	72
30007	Montana	Broadwater	pcnt_free_lunch	33
30009	Montana	Carbon	pcnt_free_lunch	19
30011	Montana	Carter	pcnt_free_lunch	17
30013	Montana	Cascade	pcnt_free_lunch	30
30015	Montana	Chouteau	pcnt_free_lunch	33
30017	Montana	Custer	pcnt_free_lunch	22
30019	Montana	Daniels	pcnt_free_lunch	19
30021	Montana	Dawson	pcnt_free_lunch	19
30023	Montana	Deer Lodge	pcnt_free_lunch	34
30025	Montana	Fallon	pcnt_free_lunch	15
30027	Montana	Fergus	pcnt_free_lunch	28
30029	Montana	Flathead	pcnt_free_lunch	30
30031	Montana	Gallatin	pcnt_free_lunch	19
30033	Montana	Garfield	pcnt_free_lunch	21
30035	Montana	Glacier	pcnt_free_lunch	79
30037	Montana	Golden Valley	pcnt_free_lunch	38
30039	Montana	Granite	pcnt_free_lunch	14
30041	Montana	Hill	pcnt_free_lunch	56
30043	Montana	Jefferson	pcnt_free_lunch	19
30045	Montana	Judith Basin	pcnt_free_lunch	34
30047	Montana	Lake	pcnt_free_lunch	47
30049	Montana	Lewis and Clark	pcnt_free_lunch	24
30051	Montana	Liberty	pcnt_free_lunch	21
30053	Montana	Lincoln	pcnt_free_lunch	37
30055	Montana	McCone	pcnt_free_lunch	26
30057	Montana	Madison	pcnt_free_lunch	25
30059	Montana	Meagher	pcnt_free_lunch	42
30061	Montana	Mineral	pcnt_free_lunch	49
30063	Montana	Missoula	pcnt_free_lunch	34
30065	Montana	Musselshell	pcnt_free_lunch	40
30067	Montana	Park	pcnt_free_lunch	27
30069	Montana	Petroleum	pcnt_free_lunch	50
30071	Montana	Phillips	pcnt_free_lunch	35
30073	Montana	Pondera	pcnt_free_lunch	38
30075	Montana	Powder River	pcnt_free_lunch	16
30077	Montana	Powell	pcnt_free_lunch	30
30079	Montana	Prairie	pcnt_free_lunch	35
30081	Montana	Ravalli	pcnt_free_lunch	34
30083	Montana	Richland	pcnt_free_lunch	19
30085	Montana	Roosevelt	pcnt_free_lunch	82
30087	Montana	Rosebud	pcnt_free_lunch	48
30089	Montana	Sanders	pcnt_free_lunch	54
30091	Montana	Sheridan	pcnt_free_lunch	30
30093	Montana	Silver Bow	pcnt_free_lunch	34
30095	Montana	Stillwater	pcnt_free_lunch	16
30097	Montana	Sweet Grass	pcnt_free_lunch	19
30099	Montana	Teton	pcnt_free_lunch	24
30101	Montana	Toole	pcnt_free_lunch	25
30103	Montana	Treasure	pcnt_free_lunch	21
30105	Montana	Valley	pcnt_free_lunch	36
30107	Montana	Wheatland	pcnt_free_lunch	52
30109	Montana	Wibaux	pcnt_free_lunch	20
30111	Montana	Yellowstone	pcnt_free_lunch	27
31001	Nebraska	Adams	pcnt_free_lunch	37
31003	Nebraska	Antelope	pcnt_free_lunch	33
31005	Nebraska	Arthur	pcnt_free_lunch	0
31007	Nebraska	Banner	pcnt_free_lunch	40
31009	Nebraska	Blaine	pcnt_free_lunch	39
31011	Nebraska	Boone	pcnt_free_lunch	22
31013	Nebraska	Box Butte	pcnt_free_lunch	37
31015	Nebraska	Boyd	pcnt_free_lunch	35
31017	Nebraska	Brown	pcnt_free_lunch	32
31019	Nebraska	Buffalo	pcnt_free_lunch	29
31021	Nebraska	Burt	pcnt_free_lunch	26
31023	Nebraska	Butler	pcnt_free_lunch	28
31025	Nebraska	Cass	pcnt_free_lunch	22
31027	Nebraska	Cedar	pcnt_free_lunch	28
31029	Nebraska	Chase	pcnt_free_lunch	30
31031	Nebraska	Cherry	pcnt_free_lunch	36
31033	Nebraska	Cheyenne	pcnt_free_lunch	24
31035	Nebraska	Clay	pcnt_free_lunch	32
31037	Nebraska	Colfax	pcnt_free_lunch	53
31039	Nebraska	Cuming	pcnt_free_lunch	33
31041	Nebraska	Custer	pcnt_free_lunch	28
31043	Nebraska	Dakota	pcnt_free_lunch	49
31045	Nebraska	Dawes	pcnt_free_lunch	35
31047	Nebraska	Dawson	pcnt_free_lunch	49
31049	Nebraska	Deuel	pcnt_free_lunch	31
31051	Nebraska	Dixon	pcnt_free_lunch	21
31053	Nebraska	Dodge	pcnt_free_lunch	37
31055	Nebraska	Douglas	pcnt_free_lunch	39
31057	Nebraska	Dundy	pcnt_free_lunch	28
31059	Nebraska	Fillmore	pcnt_free_lunch	26
31061	Nebraska	Franklin	pcnt_free_lunch	30
31063	Nebraska	Frontier	pcnt_free_lunch	27
31065	Nebraska	Furnas	pcnt_free_lunch	29
31067	Nebraska	Gage	pcnt_free_lunch	28
31069	Nebraska	Garden	pcnt_free_lunch	47
31071	Nebraska	Garfield	pcnt_free_lunch	26
31073	Nebraska	Gosper	pcnt_free_lunch	25
31075	Nebraska	Grant	pcnt_free_lunch	29
31077	Nebraska	Greeley	pcnt_free_lunch	43
31079	Nebraska	Hall	pcnt_free_lunch	45
31081	Nebraska	Hamilton	pcnt_free_lunch	20
31083	Nebraska	Harlan	pcnt_free_lunch	32
31085	Nebraska	Hayes	pcnt_free_lunch	30
31087	Nebraska	Hitchcock	pcnt_free_lunch	42
31089	Nebraska	Holt	pcnt_free_lunch	34
31091	Nebraska	Hooker	pcnt_free_lunch	37
31093	Nebraska	Howard	pcnt_free_lunch	23
31095	Nebraska	Jefferson	pcnt_free_lunch	38
31097	Nebraska	Johnson	pcnt_free_lunch	30
31099	Nebraska	Kearney	pcnt_free_lunch	23
31101	Nebraska	Keith	pcnt_free_lunch	31
31103	Nebraska	Keya Paha	pcnt_free_lunch	30
31105	Nebraska	Kimball	pcnt_free_lunch	33
31107	Nebraska	Knox	pcnt_free_lunch	34
31109	Nebraska	Lancaster	pcnt_free_lunch	33
31111	Nebraska	Lincoln	pcnt_free_lunch	29
31113	Nebraska	Logan	pcnt_free_lunch	27
31115	Nebraska	Loup	pcnt_free_lunch	31
31117	Nebraska	McPherson	pcnt_free_lunch	0
31119	Nebraska	Madison	pcnt_free_lunch	35
31121	Nebraska	Merrick	pcnt_free_lunch	27
31123	Nebraska	Morrill	pcnt_free_lunch	39
31125	Nebraska	Nance	pcnt_free_lunch	23
31127	Nebraska	Nemaha	pcnt_free_lunch	28
31129	Nebraska	Nuckolls	pcnt_free_lunch	22
31131	Nebraska	Otoe	pcnt_free_lunch	30
31133	Nebraska	Pawnee	pcnt_free_lunch	38
31135	Nebraska	Perkins	pcnt_free_lunch	22
31137	Nebraska	Phelps	pcnt_free_lunch	23
31139	Nebraska	Pierce	pcnt_free_lunch	18
31141	Nebraska	Platte	pcnt_free_lunch	36
31143	Nebraska	Polk	pcnt_free_lunch	21
31145	Nebraska	Red Willow	pcnt_free_lunch	29
31147	Nebraska	Richardson	pcnt_free_lunch	39
31149	Nebraska	Rock	pcnt_free_lunch	20
31151	Nebraska	Saline	pcnt_free_lunch	31
31153	Nebraska	Sarpy	pcnt_free_lunch	23
31155	Nebraska	Saunders	pcnt_free_lunch	21
31157	Nebraska	Scotts Bluff	pcnt_free_lunch	42
31159	Nebraska	Seward	pcnt_free_lunch	15
31161	Nebraska	Sheridan	pcnt_free_lunch	41
31163	Nebraska	Sherman	pcnt_free_lunch	38
31165	Nebraska	Sioux	pcnt_free_lunch	18
31167	Nebraska	Stanton	pcnt_free_lunch	29
31169	Nebraska	Thayer	pcnt_free_lunch	24
31171	Nebraska	Thomas	pcnt_free_lunch	23
31173	Nebraska	Thurston	pcnt_free_lunch	62
31175	Nebraska	Valley	pcnt_free_lunch	29
31177	Nebraska	Washington	pcnt_free_lunch	15
31179	Nebraska	Wayne	pcnt_free_lunch	27
31181	Nebraska	Webster	pcnt_free_lunch	29
31183	Nebraska	Wheeler	pcnt_free_lunch	43
31185	Nebraska	York	pcnt_free_lunch	28
32001	Nevada	Churchill	pcnt_free_lunch	35
32003	Nevada	Clark	pcnt_free_lunch	46
32005	Nevada	Douglas	pcnt_free_lunch	28
32007	Nevada	Elko	pcnt_free_lunch	25
32009	Nevada	Esmeralda	pcnt_free_lunch	61
32011	Nevada	Eureka	pcnt_free_lunch	17
32013	Nevada	Humboldt	pcnt_free_lunch	31
32015	Nevada	Lander	pcnt_free_lunch	21
32017	Nevada	Lincoln	pcnt_free_lunch	36
32019	Nevada	Lyon	pcnt_free_lunch	36
32021	Nevada	Mineral	pcnt_free_lunch	41
32023	Nevada	Nye	pcnt_free_lunch	49
32027	Nevada	Pershing	pcnt_free_lunch	60
32029	Nevada	Storey	pcnt_free_lunch	4
32031	Nevada	Washoe	pcnt_free_lunch	39
32033	Nevada	White Pine	pcnt_free_lunch	25
32510	Nevada	Carson City	pcnt_free_lunch	38
33001	New Hampshire	Belknap	pcnt_free_lunch	28
33003	New Hampshire	Carroll	pcnt_free_lunch	24
33005	New Hampshire	Cheshire	pcnt_free_lunch	27
33007	New Hampshire	Coos	pcnt_free_lunch	33
33009	New Hampshire	Grafton	pcnt_free_lunch	21
33011	New Hampshire	Hillsborough	pcnt_free_lunch	22
33013	New Hampshire	Merrimack	pcnt_free_lunch	20
33015	New Hampshire	Rockingham	pcnt_free_lunch	10
33017	New Hampshire	Strafford	pcnt_free_lunch	25
33019	New Hampshire	Sullivan	pcnt_free_lunch	27
34001	New Jersey	Atlantic	pcnt_free_lunch	38
34003	New Jersey	Bergen	pcnt_free_lunch	13
34005	New Jersey	Burlington	pcnt_free_lunch	16
34007	New Jersey	Camden	pcnt_free_lunch	34
34009	New Jersey	Cape May	pcnt_free_lunch	27
34011	New Jersey	Cumberland	pcnt_free_lunch	48
34013	New Jersey	Essex	pcnt_free_lunch	43
34015	New Jersey	Gloucester	pcnt_free_lunch	18
34017	New Jersey	Hudson	pcnt_free_lunch	59
34019	New Jersey	Hunterdon	pcnt_free_lunch	4
34021	New Jersey	Mercer	pcnt_free_lunch	25
34023	New Jersey	Middlesex	pcnt_free_lunch	23
34025	New Jersey	Monmouth	pcnt_free_lunch	16
34027	New Jersey	Morris	pcnt_free_lunch	8
34029	New Jersey	Ocean	pcnt_free_lunch	21
34031	New Jersey	Passaic	pcnt_free_lunch	50
34033	New Jersey	Salem	pcnt_free_lunch	33
34035	New Jersey	Somerset	pcnt_free_lunch	12
34037	New Jersey	Sussex	pcnt_free_lunch	9
34039	New Jersey	Union	pcnt_free_lunch	38
34041	New Jersey	Warren	pcnt_free_lunch	16
35001	New Mexico	Bernalillo	pcnt_free_lunch	56
35003	New Mexico	Catron	pcnt_free_lunch	63
35005	New Mexico	Chaves	pcnt_free_lunch	77
35006	New Mexico	Cibola	pcnt_free_lunch	62
35007	New Mexico	Colfax	pcnt_free_lunch	53
35009	New Mexico	Curry	pcnt_free_lunch	63
35011	New Mexico	De Baca	pcnt_free_lunch	46
35013	New Mexico	Dona Ana	pcnt_free_lunch	72
35015	New Mexico	Eddy	pcnt_free_lunch	48
35017	New Mexico	Grant	pcnt_free_lunch	66
35019	New Mexico	Guadalupe	pcnt_free_lunch	97
35021	New Mexico	Harding	pcnt_free_lunch	44
35023	New Mexico	Hidalgo	pcnt_free_lunch	54
35025	New Mexico	Lea	pcnt_free_lunch	51
35027	New Mexico	Lincoln	pcnt_free_lunch	54
35028	New Mexico	Los Alamos	pcnt_free_lunch	0
35029	New Mexico	Luna	pcnt_free_lunch	99
35031	New Mexico	McKinley	pcnt_free_lunch	76
35033	New Mexico	Mora	pcnt_free_lunch	97
35035	New Mexico	Otero	pcnt_free_lunch	51
35037	New Mexico	Quay	pcnt_free_lunch	82
35039	New Mexico	Rio Arriba	pcnt_free_lunch	86
35041	New Mexico	Roosevelt	pcnt_free_lunch	58
35043	New Mexico	Sandoval	pcnt_free_lunch	48
35045	New Mexico	San Juan	pcnt_free_lunch	60
35047	New Mexico	San Miguel	pcnt_free_lunch	77
35049	New Mexico	Santa Fe	pcnt_free_lunch	59
35051	New Mexico	Sierra	pcnt_free_lunch	67
35053	New Mexico	Socorro	pcnt_free_lunch	60
35055	New Mexico	Taos	pcnt_free_lunch	81
35057	New Mexico	Torrance	pcnt_free_lunch	54
35059	New Mexico	Union	pcnt_free_lunch	55
35061	New Mexico	Valencia	pcnt_free_lunch	71
36001	New York	Albany	pcnt_free_lunch	30
36003	New York	Allegany	pcnt_free_lunch	37
36005	New York	Bronx	pcnt_free_lunch	78
36007	New York	Broome	pcnt_free_lunch	32
36009	New York	Cattaraugus	pcnt_free_lunch	33
36011	New York	Cayuga	pcnt_free_lunch	28
36013	New York	Chautauqua	pcnt_free_lunch	37
36015	New York	Chemung	pcnt_free_lunch	36
36017	New York	Chenango	pcnt_free_lunch	37
36019	New York	Clinton	pcnt_free_lunch	29
36021	New York	Columbia	pcnt_free_lunch	28
36023	New York	Cortland	pcnt_free_lunch	30
36025	New York	Delaware	pcnt_free_lunch	36
36027	New York	Dutchess	pcnt_free_lunch	20
36029	New York	Erie	pcnt_free_lunch	35
36031	New York	Essex	pcnt_free_lunch	29
36033	New York	Franklin	pcnt_free_lunch	36
36035	New York	Fulton	pcnt_free_lunch	34
36037	New York	Genesee	pcnt_free_lunch	26
36039	New York	Greene	pcnt_free_lunch	26
36041	New York	Hamilton	pcnt_free_lunch	17
36043	New York	Herkimer	pcnt_free_lunch	32
36045	New York	Jefferson	pcnt_free_lunch	31
36047	New York	Kings	pcnt_free_lunch	69
36049	New York	Lewis	pcnt_free_lunch	30
36051	New York	Livingston	pcnt_free_lunch	22
36053	New York	Madison	pcnt_free_lunch	27
36055	New York	Monroe	pcnt_free_lunch	34
36057	New York	Montgomery	pcnt_free_lunch	33
36059	New York	Nassau	pcnt_free_lunch	15
36061	New York	New York	pcnt_free_lunch	63
36063	New York	Niagara	pcnt_free_lunch	31
36065	New York	Oneida	pcnt_free_lunch	36
36067	New York	Onondaga	pcnt_free_lunch	32
36069	New York	Ontario	pcnt_free_lunch	20
36071	New York	Orange	pcnt_free_lunch	27
36073	New York	Orleans	pcnt_free_lunch	33
36075	New York	Oswego	pcnt_free_lunch	35
36077	New York	Otsego	pcnt_free_lunch	27
36079	New York	Putnam	pcnt_free_lunch	7
36081	New York	Queens	pcnt_free_lunch	61
36083	New York	Rensselaer	pcnt_free_lunch	27
36085	New York	Richmond	pcnt_free_lunch	45
36087	New York	Rockland	pcnt_free_lunch	21
36089	New York	St. Lawrence	pcnt_free_lunch	35
36091	New York	Saratoga	pcnt_free_lunch	12
36093	New York	Schenectady	pcnt_free_lunch	31
36095	New York	Schoharie	pcnt_free_lunch	27
36097	New York	Schuyler	pcnt_free_lunch	27
36099	New York	Seneca	pcnt_free_lunch	28
36101	New York	Steuben	pcnt_free_lunch	35
36103	New York	Suffolk	pcnt_free_lunch	19
36105	New York	Sullivan	pcnt_free_lunch	36
36107	New York	Tioga	pcnt_free_lunch	31
36109	New York	Tompkins	pcnt_free_lunch	28
36111	New York	Ulster	pcnt_free_lunch	25
36113	New York	Warren	pcnt_free_lunch	22
36115	New York	Washington	pcnt_free_lunch	29
36117	New York	Wayne	pcnt_free_lunch	28
36119	New York	Westchester	pcnt_free_lunch	26
36121	New York	Wyoming	pcnt_free_lunch	23
36123	New York	Yates	pcnt_free_lunch	36
37001	North Carolina	Alamance	pcnt_free_lunch	44
37003	North Carolina	Alexander	pcnt_free_lunch	42
37005	North Carolina	Alleghany	pcnt_free_lunch	52
37007	North Carolina	Anson	pcnt_free_lunch	0
37009	North Carolina	Ashe	pcnt_free_lunch	34
37011	North Carolina	Avery	pcnt_free_lunch	48
37013	North Carolina	Beaufort	pcnt_free_lunch	53
37015	North Carolina	Bertie	pcnt_free_lunch	68
37017	North Carolina	Bladen	pcnt_free_lunch	63
37019	North Carolina	Brunswick	pcnt_free_lunch	48
37021	North Carolina	Buncombe	pcnt_free_lunch	42
37023	North Carolina	Burke	pcnt_free_lunch	47
37025	North Carolina	Cabarrus	pcnt_free_lunch	36
37027	North Carolina	Caldwell	pcnt_free_lunch	49
37029	North Carolina	Camden	pcnt_free_lunch	24
37031	North Carolina	Carteret	pcnt_free_lunch	32
37033	North Carolina	Caswell	pcnt_free_lunch	55
37035	North Carolina	Catawba	pcnt_free_lunch	44
37037	North Carolina	Chatham	pcnt_free_lunch	38
37039	North Carolina	Cherokee	pcnt_free_lunch	51
37041	North Carolina	Chowan	pcnt_free_lunch	1
37043	North Carolina	Clay	pcnt_free_lunch	46
37045	North Carolina	Cleveland	pcnt_free_lunch	50
37047	North Carolina	Columbus	pcnt_free_lunch	60
37049	North Carolina	Craven	pcnt_free_lunch	9
37051	North Carolina	Cumberland	pcnt_free_lunch	47
37053	North Carolina	Currituck	pcnt_free_lunch	25
37055	North Carolina	Dare	pcnt_free_lunch	28
37057	North Carolina	Davidson	pcnt_free_lunch	44
37059	North Carolina	Davie	pcnt_free_lunch	36
37061	North Carolina	Duplin	pcnt_free_lunch	60
37063	North Carolina	Durham	pcnt_free_lunch	51
37065	North Carolina	Edgecombe	pcnt_free_lunch	70
37067	North Carolina	Forsyth	pcnt_free_lunch	47
37069	North Carolina	Franklin	pcnt_free_lunch	50
37071	North Carolina	Gaston	pcnt_free_lunch	6
37073	North Carolina	Gates	pcnt_free_lunch	40
37075	North Carolina	Graham	pcnt_free_lunch	46
37077	North Carolina	Granville	pcnt_free_lunch	44
37079	North Carolina	Greene	pcnt_free_lunch	65
37081	North Carolina	Guilford	pcnt_free_lunch	46
37083	North Carolina	Halifax	pcnt_free_lunch	47
37085	North Carolina	Harnett	pcnt_free_lunch	46
37087	North Carolina	Haywood	pcnt_free_lunch	45
37089	North Carolina	Henderson	pcnt_free_lunch	43
37091	North Carolina	Hertford	pcnt_free_lunch	33
37093	North Carolina	Hoke	pcnt_free_lunch	43
37095	North Carolina	Hyde	pcnt_free_lunch	52
37097	North Carolina	Iredell	pcnt_free_lunch	32
37099	North Carolina	Jackson	pcnt_free_lunch	45
37101	North Carolina	Johnston	pcnt_free_lunch	38
37103	North Carolina	Jones	pcnt_free_lunch	63
37105	North Carolina	Lee	pcnt_free_lunch	53
37107	North Carolina	Lenoir	pcnt_free_lunch	61
37109	North Carolina	Lincoln	pcnt_free_lunch	36
37111	North Carolina	McDowell	pcnt_free_lunch	50
37113	North Carolina	Macon	pcnt_free_lunch	52
37115	North Carolina	Madison	pcnt_free_lunch	49
37117	North Carolina	Martin	pcnt_free_lunch	55
37119	North Carolina	Mecklenburg	pcnt_free_lunch	46
37121	North Carolina	Mitchell	pcnt_free_lunch	48
37123	North Carolina	Montgomery	pcnt_free_lunch	66
37125	North Carolina	Moore	pcnt_free_lunch	37
37127	North Carolina	Nash	pcnt_free_lunch	54
37129	North Carolina	New Hanover	pcnt_free_lunch	37
37131	North Carolina	Northampton	pcnt_free_lunch	67
37133	North Carolina	Onslow	pcnt_free_lunch	31
37135	North Carolina	Orange	pcnt_free_lunch	25
37137	North Carolina	Pamlico	pcnt_free_lunch	51
37139	North Carolina	Pasquotank	pcnt_free_lunch	47
37141	North Carolina	Pender	pcnt_free_lunch	47
37143	North Carolina	Perquimans	pcnt_free_lunch	51
37145	North Carolina	Person	pcnt_free_lunch	42
37147	North Carolina	Pitt	pcnt_free_lunch	50
37149	North Carolina	Polk	pcnt_free_lunch	44
37151	North Carolina	Randolph	pcnt_free_lunch	47
37153	North Carolina	Richmond	pcnt_free_lunch	63
37155	North Carolina	Robeson	pcnt_free_lunch	74
37157	North Carolina	Rockingham	pcnt_free_lunch	49
37159	North Carolina	Rowan	pcnt_free_lunch	51
37161	North Carolina	Rutherford	pcnt_free_lunch	49
37163	North Carolina	Sampson	pcnt_free_lunch	61
37165	North Carolina	Scotland	pcnt_free_lunch	67
37167	North Carolina	Stanly	pcnt_free_lunch	43
37169	North Carolina	Stokes	pcnt_free_lunch	38
37171	North Carolina	Surry	pcnt_free_lunch	46
37173	North Carolina	Swain	pcnt_free_lunch	44
37175	North Carolina	Transylvania	pcnt_free_lunch	44
37177	North Carolina	Tyrrell	pcnt_free_lunch	62
37179	North Carolina	Union	pcnt_free_lunch	27
37181	North Carolina	Vance	pcnt_free_lunch	70
37183	North Carolina	Wake	pcnt_free_lunch	28
37185	North Carolina	Warren	pcnt_free_lunch	69
37187	North Carolina	Washington	pcnt_free_lunch	72
37189	North Carolina	Watauga	pcnt_free_lunch	27
37191	North Carolina	Wayne	pcnt_free_lunch	52
37193	North Carolina	Wilkes	pcnt_free_lunch	52
37195	North Carolina	Wilson	pcnt_free_lunch	58
37197	North Carolina	Yadkin	pcnt_free_lunch	42
37199	North Carolina	Yancey	pcnt_free_lunch	48
38001	North Dakota	Adams	pcnt_free_lunch	18
38003	North Dakota	Barnes	pcnt_free_lunch	26
38005	North Dakota	Benson	pcnt_free_lunch	62
38007	North Dakota	Billings	pcnt_free_lunch	5
38009	North Dakota	Bottineau	pcnt_free_lunch	25
38011	North Dakota	Bowman	pcnt_free_lunch	18
38013	North Dakota	Burke	pcnt_free_lunch	17
38015	North Dakota	Burleigh	pcnt_free_lunch	17
38017	North Dakota	Cass	pcnt_free_lunch	22
38019	North Dakota	Cavalier	pcnt_free_lunch	25
38021	North Dakota	Dickey	pcnt_free_lunch	23
38023	North Dakota	Divide	pcnt_free_lunch	29
38025	North Dakota	Dunn	pcnt_free_lunch	19
38027	North Dakota	Eddy	pcnt_free_lunch	30
38029	North Dakota	Emmons	pcnt_free_lunch	30
38031	North Dakota	Foster	pcnt_free_lunch	17
38033	North Dakota	Golden Valley	pcnt_free_lunch	37
38035	North Dakota	Grand Forks	pcnt_free_lunch	27
38037	North Dakota	Grant	pcnt_free_lunch	38
38039	North Dakota	Griggs	pcnt_free_lunch	32
38041	North Dakota	Hettinger	pcnt_free_lunch	24
38043	North Dakota	Kidder	pcnt_free_lunch	34
38045	North Dakota	LaMoure	pcnt_free_lunch	32
38047	North Dakota	Logan	pcnt_free_lunch	20
38049	North Dakota	McHenry	pcnt_free_lunch	28
38051	North Dakota	McIntosh	pcnt_free_lunch	26
38053	North Dakota	McKenzie	pcnt_free_lunch	15
38055	North Dakota	McLean	pcnt_free_lunch	22
38057	North Dakota	Mercer	pcnt_free_lunch	18
38059	North Dakota	Morton	pcnt_free_lunch	26
38061	North Dakota	Mountrail	pcnt_free_lunch	38
38063	North Dakota	Nelson	pcnt_free_lunch	28
38065	North Dakota	Oliver	pcnt_free_lunch	24
38067	North Dakota	Pembina	pcnt_free_lunch	27
38069	North Dakota	Pierce	pcnt_free_lunch	23
38071	North Dakota	Ramsey	pcnt_free_lunch	35
38073	North Dakota	Ransom	pcnt_free_lunch	25
38075	North Dakota	Renville	pcnt_free_lunch	23
38077	North Dakota	Richland	pcnt_free_lunch	26
38079	North Dakota	Rolette	pcnt_free_lunch	61
38081	North Dakota	Sargent	pcnt_free_lunch	20
38083	North Dakota	Sheridan	pcnt_free_lunch	52
38085	North Dakota	Sioux	pcnt_free_lunch	77
38087	North Dakota	Slope	pcnt_free_lunch	0
38089	North Dakota	Stark	pcnt_free_lunch	22
38091	North Dakota	Steele	pcnt_free_lunch	19
38093	North Dakota	Stutsman	pcnt_free_lunch	28
38095	North Dakota	Towner	pcnt_free_lunch	21
38097	North Dakota	Traill	pcnt_free_lunch	19
38099	North Dakota	Walsh	pcnt_free_lunch	32
38101	North Dakota	Ward	pcnt_free_lunch	21
38103	North Dakota	Wells	pcnt_free_lunch	23
38105	North Dakota	Williams	pcnt_free_lunch	19
39001	Ohio	Adams	pcnt_free_lunch	49
39003	Ohio	Allen	pcnt_free_lunch	44
39005	Ohio	Ashland	pcnt_free_lunch	33
39007	Ohio	Ashtabula	pcnt_free_lunch	47
39009	Ohio	Athens	pcnt_free_lunch	41
39011	Ohio	Auglaize	pcnt_free_lunch	25
39013	Ohio	Belmont	pcnt_free_lunch	38
39015	Ohio	Brown	pcnt_free_lunch	43
39017	Ohio	Butler	pcnt_free_lunch	33
39019	Ohio	Carroll	pcnt_free_lunch	42
39021	Ohio	Champaign	pcnt_free_lunch	33
39023	Ohio	Clark	pcnt_free_lunch	46
39025	Ohio	Clermont	pcnt_free_lunch	30
39027	Ohio	Clinton	pcnt_free_lunch	38
39029	Ohio	Columbiana	pcnt_free_lunch	41
39031	Ohio	Coshocton	pcnt_free_lunch	45
39033	Ohio	Crawford	pcnt_free_lunch	44
39035	Ohio	Cuyahoga	pcnt_free_lunch	46
39037	Ohio	Darke	pcnt_free_lunch	25
39039	Ohio	Defiance	pcnt_free_lunch	34
39041	Ohio	Delaware	pcnt_free_lunch	14
39043	Ohio	Erie	pcnt_free_lunch	40
39045	Ohio	Fairfield	pcnt_free_lunch	28
39047	Ohio	Fayette	pcnt_free_lunch	44
39049	Ohio	Franklin	pcnt_free_lunch	41
39051	Ohio	Fulton	pcnt_free_lunch	30
39053	Ohio	Gallia	pcnt_free_lunch	48
39055	Ohio	Geauga	pcnt_free_lunch	14
39057	Ohio	Greene	pcnt_free_lunch	25
39059	Ohio	Guernsey	pcnt_free_lunch	49
39061	Ohio	Hamilton	pcnt_free_lunch	39
39063	Ohio	Hancock	pcnt_free_lunch	26
39065	Ohio	Hardin	pcnt_free_lunch	35
39067	Ohio	Harrison	pcnt_free_lunch	46
39069	Ohio	Henry	pcnt_free_lunch	31
39071	Ohio	Highland	pcnt_free_lunch	36
39073	Ohio	Hocking	pcnt_free_lunch	51
39075	Ohio	Holmes	pcnt_free_lunch	30
39077	Ohio	Huron	pcnt_free_lunch	38
39079	Ohio	Jackson	pcnt_free_lunch	53
39081	Ohio	Jefferson	pcnt_free_lunch	50
39083	Ohio	Knox	pcnt_free_lunch	37
39085	Ohio	Lake	pcnt_free_lunch	26
39087	Ohio	Lawrence	pcnt_free_lunch	42
39089	Ohio	Licking	pcnt_free_lunch	31
39091	Ohio	Logan	pcnt_free_lunch	36
39093	Ohio	Lorain	pcnt_free_lunch	38
39095	Ohio	Lucas	pcnt_free_lunch	40
39097	Ohio	Madison	pcnt_free_lunch	29
39099	Ohio	Mahoning	pcnt_free_lunch	43
39101	Ohio	Marion	pcnt_free_lunch	36
39103	Ohio	Medina	pcnt_free_lunch	16
39105	Ohio	Meigs	pcnt_free_lunch	48
39107	Ohio	Mercer	pcnt_free_lunch	19
39109	Ohio	Miami	pcnt_free_lunch	30
39111	Ohio	Monroe	pcnt_free_lunch	42
39113	Ohio	Montgomery	pcnt_free_lunch	43
39115	Ohio	Morgan	pcnt_free_lunch	48
39117	Ohio	Morrow	pcnt_free_lunch	34
39119	Ohio	Muskingum	pcnt_free_lunch	47
39121	Ohio	Noble	pcnt_free_lunch	38
39123	Ohio	Ottawa	pcnt_free_lunch	30
39125	Ohio	Paulding	pcnt_free_lunch	36
39127	Ohio	Perry	pcnt_free_lunch	45
39129	Ohio	Pickaway	pcnt_free_lunch	37
39131	Ohio	Pike	pcnt_free_lunch	51
39133	Ohio	Portage	pcnt_free_lunch	29
39135	Ohio	Preble	pcnt_free_lunch	34
39137	Ohio	Putnam	pcnt_free_lunch	20
39139	Ohio	Richland	pcnt_free_lunch	46
39141	Ohio	Ross	pcnt_free_lunch	42
39143	Ohio	Sandusky	pcnt_free_lunch	39
39145	Ohio	Scioto	pcnt_free_lunch	53
39147	Ohio	Seneca	pcnt_free_lunch	32
39149	Ohio	Shelby	pcnt_free_lunch	30
39151	Ohio	Stark	pcnt_free_lunch	39
39153	Ohio	Summit	pcnt_free_lunch	35
