FIPS	State	County	Variable	age_adjusted_premature_mortality
19063	Iowa	Emmet	age_adjusted_premature_mortality	337.8
19065	Iowa	Fayette	age_adjusted_premature_mortality	318.4
19067	Iowa	Floyd	age_adjusted_premature_mortality	327.1
19069	Iowa	Franklin	age_adjusted_premature_mortality	325
19071	Iowa	Fremont	age_adjusted_premature_mortality	371.7
19073	Iowa	Greene	age_adjusted_premature_mortality	350.3
19075	Iowa	Grundy	age_adjusted_premature_mortality	257
19077	Iowa	Guthrie	age_adjusted_premature_mortality	291.9
19079	Iowa	Hamilton	age_adjusted_premature_mortality	290.9
19081	Iowa	Hancock	age_adjusted_premature_mortality	277.9
19083	Iowa	Hardin	age_adjusted_premature_mortality	321.7
19085	Iowa	Harrison	age_adjusted_premature_mortality	372.4
19087	Iowa	Henry	age_adjusted_premature_mortality	315.9
19089	Iowa	Howard	age_adjusted_premature_mortality	282
19091	Iowa	Humboldt	age_adjusted_premature_mortality	324.4
19093	Iowa	Ida	age_adjusted_premature_mortality	332.3
19095	Iowa	Iowa	age_adjusted_premature_mortality	267.7
19097	Iowa	Jackson	age_adjusted_premature_mortality	314.9
19099	Iowa	Jasper	age_adjusted_premature_mortality	349.3
19101	Iowa	Jefferson	age_adjusted_premature_mortality	303.2
19103	Iowa	Johnson	age_adjusted_premature_mortality	253
19105	Iowa	Jones	age_adjusted_premature_mortality	297.1
19107	Iowa	Keokuk	age_adjusted_premature_mortality	287.1
19109	Iowa	Kossuth	age_adjusted_premature_mortality	259.2
19111	Iowa	Lee	age_adjusted_premature_mortality	382
19113	Iowa	Linn	age_adjusted_premature_mortality	275.6
19115	Iowa	Louisa	age_adjusted_premature_mortality	359.4
19117	Iowa	Lucas	age_adjusted_premature_mortality	329.1
19119	Iowa	Lyon	age_adjusted_premature_mortality	262.7
19121	Iowa	Madison	age_adjusted_premature_mortality	317
19123	Iowa	Mahaska	age_adjusted_premature_mortality	282
19125	Iowa	Marion	age_adjusted_premature_mortality	336.1
19127	Iowa	Marshall	age_adjusted_premature_mortality	377.5
19129	Iowa	Mills	age_adjusted_premature_mortality	438.3
19131	Iowa	Mitchell	age_adjusted_premature_mortality	227.6
19133	Iowa	Monona	age_adjusted_premature_mortality	388.7
19135	Iowa	Monroe	age_adjusted_premature_mortality	382.9
19137	Iowa	Montgomery	age_adjusted_premature_mortality	414.1
19139	Iowa	Muscatine	age_adjusted_premature_mortality	330.5
19141	Iowa	O'Brien	age_adjusted_premature_mortality	352.6
19143	Iowa	Osceola	age_adjusted_premature_mortality	309
19145	Iowa	Page	age_adjusted_premature_mortality	392.3
19147	Iowa	Palo Alto	age_adjusted_premature_mortality	296.1
19149	Iowa	Plymouth	age_adjusted_premature_mortality	238.2
19151	Iowa	Pocahontas	age_adjusted_premature_mortality	291.3
19153	Iowa	Polk	age_adjusted_premature_mortality	334
19155	Iowa	Pottawattamie	age_adjusted_premature_mortality	394.2
19157	Iowa	Poweshiek	age_adjusted_premature_mortality	280.7
19159	Iowa	Ringgold	age_adjusted_premature_mortality	282.6
19161	Iowa	Sac	age_adjusted_premature_mortality	310.9
19163	Iowa	Scott	age_adjusted_premature_mortality	341.6
19165	Iowa	Shelby	age_adjusted_premature_mortality	287.9
19167	Iowa	Sioux	age_adjusted_premature_mortality	201.4
19169	Iowa	Story	age_adjusted_premature_mortality	249
19171	Iowa	Tama	age_adjusted_premature_mortality	309.1
19173	Iowa	Taylor	age_adjusted_premature_mortality	339.5
19175	Iowa	Union	age_adjusted_premature_mortality	374.9
19177	Iowa	Van Buren	age_adjusted_premature_mortality	329.6
19179	Iowa	Wapello	age_adjusted_premature_mortality	400.4
19181	Iowa	Warren	age_adjusted_premature_mortality	326.6
19183	Iowa	Washington	age_adjusted_premature_mortality	291.4
19185	Iowa	Wayne	age_adjusted_premature_mortality	416.4
19187	Iowa	Webster	age_adjusted_premature_mortality	405.6
19189	Iowa	Winnebago	age_adjusted_premature_mortality	284.7
19191	Iowa	Winneshiek	age_adjusted_premature_mortality	210.9
19193	Iowa	Woodbury	age_adjusted_premature_mortality	346.4
19195	Iowa	Worth	age_adjusted_premature_mortality	302.6
19197	Iowa	Wright	age_adjusted_premature_mortality	326.3
20001	Kansas	Allen	age_adjusted_premature_mortality	439.6
20003	Kansas	Anderson	age_adjusted_premature_mortality	339.7
20005	Kansas	Atchison	age_adjusted_premature_mortality	407.2
20007	Kansas	Barber	age_adjusted_premature_mortality	331.4
20009	Kansas	Barton	age_adjusted_premature_mortality	374.5
20011	Kansas	Bourbon	age_adjusted_premature_mortality	418.3
20013	Kansas	Brown	age_adjusted_premature_mortality	438.7
20015	Kansas	Butler	age_adjusted_premature_mortality	371
20017	Kansas	Chase	age_adjusted_premature_mortality	376.8
20019	Kansas	Chautauqua	age_adjusted_premature_mortality	518.9
20021	Kansas	Cherokee	age_adjusted_premature_mortality	526.8
20023	Kansas	Cheyenne	age_adjusted_premature_mortality	345.9
20025	Kansas	Clark	age_adjusted_premature_mortality	309.6
20027	Kansas	Clay	age_adjusted_premature_mortality	367.9
20029	Kansas	Cloud	age_adjusted_premature_mortality	407.6
20031	Kansas	Coffey	age_adjusted_premature_mortality	391.7
20033	Kansas	Comanche	age_adjusted_premature_mortality	377.8
20035	Kansas	Cowley	age_adjusted_premature_mortality	427.2
20037	Kansas	Crawford	age_adjusted_premature_mortality	436.7
20039	Kansas	Decatur	age_adjusted_premature_mortality	458.7
20041	Kansas	Dickinson	age_adjusted_premature_mortality	328.1
20043	Kansas	Doniphan	age_adjusted_premature_mortality	319.9
20045	Kansas	Douglas	age_adjusted_premature_mortality	252.9
20047	Kansas	Edwards	age_adjusted_premature_mortality	459.1
20049	Kansas	Elk	age_adjusted_premature_mortality	427
20051	Kansas	Ellis	age_adjusted_premature_mortality	330.3
20053	Kansas	Ellsworth	age_adjusted_premature_mortality	357.2
20055	Kansas	Finney	age_adjusted_premature_mortality	316.1
20057	Kansas	Ford	age_adjusted_premature_mortality	327.2
20059	Kansas	Franklin	age_adjusted_premature_mortality	369
20061	Kansas	Geary	age_adjusted_premature_mortality	443
20063	Kansas	Gove	age_adjusted_premature_mortality	351.4
20065	Kansas	Graham	age_adjusted_premature_mortality	333.6
20067	Kansas	Grant	age_adjusted_premature_mortality	307.1
20069	Kansas	Gray	age_adjusted_premature_mortality	283.6
20071	Kansas	Greeley	age_adjusted_premature_mortality	
20073	Kansas	Greenwood	age_adjusted_premature_mortality	430.8
20075	Kansas	Hamilton	age_adjusted_premature_mortality	393.2
20077	Kansas	Harper	age_adjusted_premature_mortality	394.6
20079	Kansas	Harvey	age_adjusted_premature_mortality	318.2
20081	Kansas	Haskell	age_adjusted_premature_mortality	369.5
20083	Kansas	Hodgeman	age_adjusted_premature_mortality	268.5
20085	Kansas	Jackson	age_adjusted_premature_mortality	401.4
20087	Kansas	Jefferson	age_adjusted_premature_mortality	303.7
20089	Kansas	Jewell	age_adjusted_premature_mortality	302.8
20091	Kansas	Johnson	age_adjusted_premature_mortality	236.6
20093	Kansas	Kearny	age_adjusted_premature_mortality	285.4
20095	Kansas	Kingman	age_adjusted_premature_mortality	294.3
20097	Kansas	Kiowa	age_adjusted_premature_mortality	295.8
20099	Kansas	Labette	age_adjusted_premature_mortality	430
20101	Kansas	Lane	age_adjusted_premature_mortality	461.4
20103	Kansas	Leavenworth	age_adjusted_premature_mortality	346.1
20105	Kansas	Lincoln	age_adjusted_premature_mortality	389.9
20107	Kansas	Linn	age_adjusted_premature_mortality	452.7
20109	Kansas	Logan	age_adjusted_premature_mortality	424.2
20111	Kansas	Lyon	age_adjusted_premature_mortality	303.2
20113	Kansas	McPherson	age_adjusted_premature_mortality	315.7
20115	Kansas	Marion	age_adjusted_premature_mortality	274.3
20117	Kansas	Marshall	age_adjusted_premature_mortality	309.3
20119	Kansas	Meade	age_adjusted_premature_mortality	329.1
20121	Kansas	Miami	age_adjusted_premature_mortality	335.1
20123	Kansas	Mitchell	age_adjusted_premature_mortality	390.9
20125	Kansas	Montgomery	age_adjusted_premature_mortality	466.3
20127	Kansas	Morris	age_adjusted_premature_mortality	312
20129	Kansas	Morton	age_adjusted_premature_mortality	340.3
20131	Kansas	Nemaha	age_adjusted_premature_mortality	293
20133	Kansas	Neosho	age_adjusted_premature_mortality	419.4
20135	Kansas	Ness	age_adjusted_premature_mortality	322.7
20137	Kansas	Norton	age_adjusted_premature_mortality	399.9
20139	Kansas	Osage	age_adjusted_premature_mortality	364.8
20141	Kansas	Osborne	age_adjusted_premature_mortality	254.5
20143	Kansas	Ottawa	age_adjusted_premature_mortality	335
20145	Kansas	Pawnee	age_adjusted_premature_mortality	389.6
20147	Kansas	Phillips	age_adjusted_premature_mortality	345.3
20149	Kansas	Pottawatomie	age_adjusted_premature_mortality	277.6
20151	Kansas	Pratt	age_adjusted_premature_mortality	357
20153	Kansas	Rawlins	age_adjusted_premature_mortality	405.4
20155	Kansas	Reno	age_adjusted_premature_mortality	369.5
20157	Kansas	Republic	age_adjusted_premature_mortality	293
20159	Kansas	Rice	age_adjusted_premature_mortality	378.5
20161	Kansas	Riley	age_adjusted_premature_mortality	251.5
20163	Kansas	Rooks	age_adjusted_premature_mortality	318.5
20165	Kansas	Rush	age_adjusted_premature_mortality	361.1
20167	Kansas	Russell	age_adjusted_premature_mortality	363.6
20169	Kansas	Saline	age_adjusted_premature_mortality	351.9
20171	Kansas	Scott	age_adjusted_premature_mortality	353.9
20173	Kansas	Sedgwick	age_adjusted_premature_mortality	378.8
20175	Kansas	Seward	age_adjusted_premature_mortality	368.1
20177	Kansas	Shawnee	age_adjusted_premature_mortality	375
20179	Kansas	Sheridan	age_adjusted_premature_mortality	296
20181	Kansas	Sherman	age_adjusted_premature_mortality	366.8
20183	Kansas	Smith	age_adjusted_premature_mortality	360.7
20185	Kansas	Stafford	age_adjusted_premature_mortality	344.1
20187	Kansas	Stanton	age_adjusted_premature_mortality	
20189	Kansas	Stevens	age_adjusted_premature_mortality	348.7
20191	Kansas	Sumner	age_adjusted_premature_mortality	397.2
20193	Kansas	Thomas	age_adjusted_premature_mortality	385.9
20195	Kansas	Trego	age_adjusted_premature_mortality	323.6
20197	Kansas	Wabaunsee	age_adjusted_premature_mortality	317.4
20199	Kansas	Wallace	age_adjusted_premature_mortality	
20201	Kansas	Washington	age_adjusted_premature_mortality	308.5
20203	Kansas	Wichita	age_adjusted_premature_mortality	325.4
20205	Kansas	Wilson	age_adjusted_premature_mortality	383.2
20207	Kansas	Woodson	age_adjusted_premature_mortality	626.4
20209	Kansas	Wyandotte	age_adjusted_premature_mortality	504.9
21001	Kentucky	Adair	age_adjusted_premature_mortality	437.1
21003	Kentucky	Allen	age_adjusted_premature_mortality	486
21005	Kentucky	Anderson	age_adjusted_premature_mortality	379.4
21007	Kentucky	Ballard	age_adjusted_premature_mortality	485.9
21009	Kentucky	Barren	age_adjusted_premature_mortality	419.3
21011	Kentucky	Bath	age_adjusted_premature_mortality	577.2
21013	Kentucky	Bell	age_adjusted_premature_mortality	626.7
21015	Kentucky	Boone	age_adjusted_premature_mortality	348.4
21017	Kentucky	Bourbon	age_adjusted_premature_mortality	464.3
21019	Kentucky	Boyd	age_adjusted_premature_mortality	490.1
21021	Kentucky	Boyle	age_adjusted_premature_mortality	401.7
21023	Kentucky	Bracken	age_adjusted_premature_mortality	461.1
21025	Kentucky	Breathitt	age_adjusted_premature_mortality	775.3
21027	Kentucky	Breckinridge	age_adjusted_premature_mortality	475.5
21029	Kentucky	Bullitt	age_adjusted_premature_mortality	358.2
21031	Kentucky	Butler	age_adjusted_premature_mortality	486
21033	Kentucky	Caldwell	age_adjusted_premature_mortality	535.8
21035	Kentucky	Calloway	age_adjusted_premature_mortality	385.2
21037	Kentucky	Campbell	age_adjusted_premature_mortality	395
21039	Kentucky	Carlisle	age_adjusted_premature_mortality	472.8
21041	Kentucky	Carroll	age_adjusted_premature_mortality	523.6
21043	Kentucky	Carter	age_adjusted_premature_mortality	518.2
21045	Kentucky	Casey	age_adjusted_premature_mortality	529.6
21047	Kentucky	Christian	age_adjusted_premature_mortality	465.8
21049	Kentucky	Clark	age_adjusted_premature_mortality	460.2
21051	Kentucky	Clay	age_adjusted_premature_mortality	649
21053	Kentucky	Clinton	age_adjusted_premature_mortality	483.8
21055	Kentucky	Crittenden	age_adjusted_premature_mortality	465.9
21057	Kentucky	Cumberland	age_adjusted_premature_mortality	636.9
21059	Kentucky	Daviess	age_adjusted_premature_mortality	403.6
21061	Kentucky	Edmonson	age_adjusted_premature_mortality	418.4
21063	Kentucky	Elliott	age_adjusted_premature_mortality	390.7
21065	Kentucky	Estill	age_adjusted_premature_mortality	558
21067	Kentucky	Fayette	age_adjusted_premature_mortality	346
21069	Kentucky	Fleming	age_adjusted_premature_mortality	504.7
21071	Kentucky	Floyd	age_adjusted_premature_mortality	662.3
21073	Kentucky	Franklin	age_adjusted_premature_mortality	410.6
21075	Kentucky	Fulton	age_adjusted_premature_mortality	531.4
21077	Kentucky	Gallatin	age_adjusted_premature_mortality	618.1
21079	Kentucky	Garrard	age_adjusted_premature_mortality	389.9
21081	Kentucky	Grant	age_adjusted_premature_mortality	448.5
21083	Kentucky	Graves	age_adjusted_premature_mortality	459
21085	Kentucky	Grayson	age_adjusted_premature_mortality	478.9
21087	Kentucky	Green	age_adjusted_premature_mortality	392.1
21089	Kentucky	Greenup	age_adjusted_premature_mortality	458
21091	Kentucky	Hancock	age_adjusted_premature_mortality	412.1
21093	Kentucky	Hardin	age_adjusted_premature_mortality	403.8
21095	Kentucky	Harlan	age_adjusted_premature_mortality	662.6
21097	Kentucky	Harrison	age_adjusted_premature_mortality	463.4
21099	Kentucky	Hart	age_adjusted_premature_mortality	414.6
21101	Kentucky	Henderson	age_adjusted_premature_mortality	456.7
21103	Kentucky	Henry	age_adjusted_premature_mortality	465.8
21105	Kentucky	Hickman	age_adjusted_premature_mortality	559.6
21107	Kentucky	Hopkins	age_adjusted_premature_mortality	479.8
21109	Kentucky	Jackson	age_adjusted_premature_mortality	573.2
21111	Kentucky	Jefferson	age_adjusted_premature_mortality	414.2
21113	Kentucky	Jessamine	age_adjusted_premature_mortality	363.9
21115	Kentucky	Johnson	age_adjusted_premature_mortality	589.9
21117	Kentucky	Kenton	age_adjusted_premature_mortality	406.4
21119	Kentucky	Knott	age_adjusted_premature_mortality	543.4
21121	Kentucky	Knox	age_adjusted_premature_mortality	589
21123	Kentucky	Larue	age_adjusted_premature_mortality	417.6
21125	Kentucky	Laurel	age_adjusted_premature_mortality	478.7
21127	Kentucky	Lawrence	age_adjusted_premature_mortality	579.3
21129	Kentucky	Lee	age_adjusted_premature_mortality	687.1
21131	Kentucky	Leslie	age_adjusted_premature_mortality	637.6
21133	Kentucky	Letcher	age_adjusted_premature_mortality	597.6
21135	Kentucky	Lewis	age_adjusted_premature_mortality	505.8
21137	Kentucky	Lincoln	age_adjusted_premature_mortality	503.8
21139	Kentucky	Livingston	age_adjusted_premature_mortality	496.5
21141	Kentucky	Logan	age_adjusted_premature_mortality	438.7
21143	Kentucky	Lyon	age_adjusted_premature_mortality	395.8
21145	Kentucky	McCracken	age_adjusted_premature_mortality	459.8
21147	Kentucky	McCreary	age_adjusted_premature_mortality	528.7
21149	Kentucky	McLean	age_adjusted_premature_mortality	444.4
21151	Kentucky	Madison	age_adjusted_premature_mortality	396.9
21153	Kentucky	Magoffin	age_adjusted_premature_mortality	539.4
21155	Kentucky	Marion	age_adjusted_premature_mortality	460.7
21157	Kentucky	Marshall	age_adjusted_premature_mortality	454.7
21159	Kentucky	Martin	age_adjusted_premature_mortality	648.8
21161	Kentucky	Mason	age_adjusted_premature_mortality	426.9
21163	Kentucky	Meade	age_adjusted_premature_mortality	402.6
21165	Kentucky	Menifee	age_adjusted_premature_mortality	596.6
21167	Kentucky	Mercer	age_adjusted_premature_mortality	482
21169	Kentucky	Metcalfe	age_adjusted_premature_mortality	566.6
21171	Kentucky	Monroe	age_adjusted_premature_mortality	550.3
21173	Kentucky	Montgomery	age_adjusted_premature_mortality	453.7
21175	Kentucky	Morgan	age_adjusted_premature_mortality	479.7
21177	Kentucky	Muhlenberg	age_adjusted_premature_mortality	523.4
21179	Kentucky	Nelson	age_adjusted_premature_mortality	399.9
21181	Kentucky	Nicholas	age_adjusted_premature_mortality	580.4
21183	Kentucky	Ohio	age_adjusted_premature_mortality	409.4
21185	Kentucky	Oldham	age_adjusted_premature_mortality	287.5
21187	Kentucky	Owen	age_adjusted_premature_mortality	406.6
21189	Kentucky	Owsley	age_adjusted_premature_mortality	692.5
21191	Kentucky	Pendleton	age_adjusted_premature_mortality	504.2
21193	Kentucky	Perry	age_adjusted_premature_mortality	739.3
21195	Kentucky	Pike	age_adjusted_premature_mortality	631.5
21197	Kentucky	Powell	age_adjusted_premature_mortality	691
21199	Kentucky	Pulaski	age_adjusted_premature_mortality	457.3
21201	Kentucky	Robertson	age_adjusted_premature_mortality	585.3
21203	Kentucky	Rockcastle	age_adjusted_premature_mortality	539.9
21205	Kentucky	Rowan	age_adjusted_premature_mortality	491
21207	Kentucky	Russell	age_adjusted_premature_mortality	462.2
21209	Kentucky	Scott	age_adjusted_premature_mortality	320.7
21211	Kentucky	Shelby	age_adjusted_premature_mortality	295.4
21213	Kentucky	Simpson	age_adjusted_premature_mortality	461.7
21215	Kentucky	Spencer	age_adjusted_premature_mortality	378
21217	Kentucky	Taylor	age_adjusted_premature_mortality	451.9
21219	Kentucky	Todd	age_adjusted_premature_mortality	468.1
21221	Kentucky	Trigg	age_adjusted_premature_mortality	455.5
21223	Kentucky	Trimble	age_adjusted_premature_mortality	485.1
21225	Kentucky	Union	age_adjusted_premature_mortality	497.1
21227	Kentucky	Warren	age_adjusted_premature_mortality	383.9
21229	Kentucky	Washington	age_adjusted_premature_mortality	356.3
21231	Kentucky	Wayne	age_adjusted_premature_mortality	386.7
21233	Kentucky	Webster	age_adjusted_premature_mortality	518.9
21235	Kentucky	Whitley	age_adjusted_premature_mortality	583.4
21237	Kentucky	Wolfe	age_adjusted_premature_mortality	691.6
21239	Kentucky	Woodford	age_adjusted_premature_mortality	324.7
22001	Louisiana	Acadia	age_adjusted_premature_mortality	543.7
22003	Louisiana	Allen	age_adjusted_premature_mortality	376.1
22005	Louisiana	Ascension	age_adjusted_premature_mortality	370.8
22007	Louisiana	Assumption	age_adjusted_premature_mortality	476.2
22009	Louisiana	Avoyelles	age_adjusted_premature_mortality	520.8
22011	Louisiana	Beauregard	age_adjusted_premature_mortality	462.5
22013	Louisiana	Bienville	age_adjusted_premature_mortality	564.6
22015	Louisiana	Bossier	age_adjusted_premature_mortality	393.1
22017	Louisiana	Caddo	age_adjusted_premature_mortality	503.2
22019	Louisiana	Calcasieu	age_adjusted_premature_mortality	489.3
22021	Louisiana	Caldwell	age_adjusted_premature_mortality	602.7
22023	Louisiana	Cameron	age_adjusted_premature_mortality	334.8
22025	Louisiana	Catahoula	age_adjusted_premature_mortality	561
22027	Louisiana	Claiborne	age_adjusted_premature_mortality	466.6
22029	Louisiana	Concordia	age_adjusted_premature_mortality	562.2
22031	Louisiana	De Soto	age_adjusted_premature_mortality	510.5
22033	Louisiana	East Baton Rouge	age_adjusted_premature_mortality	430.5
22035	Louisiana	East Carroll	age_adjusted_premature_mortality	661.1
22037	Louisiana	East Feliciana	age_adjusted_premature_mortality	491.6
22039	Louisiana	Evangeline	age_adjusted_premature_mortality	551.3
22041	Louisiana	Franklin	age_adjusted_premature_mortality	504.3
22043	Louisiana	Grant	age_adjusted_premature_mortality	447.5
22045	Louisiana	Iberia	age_adjusted_premature_mortality	478.9
22047	Louisiana	Iberville	age_adjusted_premature_mortality	426.1
22049	Louisiana	Jackson	age_adjusted_premature_mortality	515.7
22051	Louisiana	Jefferson	age_adjusted_premature_mortality	415.5
22053	Louisiana	Jefferson Davis	age_adjusted_premature_mortality	543.1
22055	Louisiana	Lafayette	age_adjusted_premature_mortality	403.1
22057	Louisiana	Lafourche	age_adjusted_premature_mortality	411.4
22059	Louisiana	La Salle	age_adjusted_premature_mortality	452.4
22061	Louisiana	Lincoln	age_adjusted_premature_mortality	416.3
22063	Louisiana	Livingston	age_adjusted_premature_mortality	447.8
22065	Louisiana	Madison	age_adjusted_premature_mortality	604.7
22067	Louisiana	Morehouse	age_adjusted_premature_mortality	541.5
22069	Louisiana	Natchitoches	age_adjusted_premature_mortality	469
22071	Louisiana	Orleans	age_adjusted_premature_mortality	486.1
22073	Louisiana	Ouachita	age_adjusted_premature_mortality	476.8
22075	Louisiana	Plaquemines	age_adjusted_premature_mortality	394
22077	Louisiana	Pointe Coupee	age_adjusted_premature_mortality	428.3
22079	Louisiana	Rapides	age_adjusted_premature_mortality	485.4
22081	Louisiana	Red River	age_adjusted_premature_mortality	509.9
22083	Louisiana	Richland	age_adjusted_premature_mortality	552.1
22085	Louisiana	Sabine	age_adjusted_premature_mortality	440.7
22087	Louisiana	St. Bernard	age_adjusted_premature_mortality	549.9
22089	Louisiana	St. Charles	age_adjusted_premature_mortality	383.6
22091	Louisiana	St. Helena	age_adjusted_premature_mortality	570
22093	Louisiana	St. James	age_adjusted_premature_mortality	393
22095	Louisiana	St. John the Baptist	age_adjusted_premature_mortality	492.8
22097	Louisiana	St. Landry	age_adjusted_premature_mortality	564.3
22099	Louisiana	St. Martin	age_adjusted_premature_mortality	445.3
22101	Louisiana	St. Mary	age_adjusted_premature_mortality	484.5
22103	Louisiana	St. Tammany	age_adjusted_premature_mortality	363.2
22105	Louisiana	Tangipahoa	age_adjusted_premature_mortality	522.4
22107	Louisiana	Tensas	age_adjusted_premature_mortality	601.7
22109	Louisiana	Terrebonne	age_adjusted_premature_mortality	465.4
22111	Louisiana	Union	age_adjusted_premature_mortality	491.2
22113	Louisiana	Vermilion	age_adjusted_premature_mortality	409.9
22115	Louisiana	Vernon	age_adjusted_premature_mortality	453.2
22117	Louisiana	Washington	age_adjusted_premature_mortality	556.1
22119	Louisiana	Webster	age_adjusted_premature_mortality	553.3
22121	Louisiana	West Baton Rouge	age_adjusted_premature_mortality	409.1
22123	Louisiana	West Carroll	age_adjusted_premature_mortality	523.3
22125	Louisiana	West Feliciana	age_adjusted_premature_mortality	382.9
22127	Louisiana	Winn	age_adjusted_premature_mortality	504.3
23001	Maine	Androscoggin	age_adjusted_premature_mortality	335.4
23003	Maine	Aroostook	age_adjusted_premature_mortality	353.1
23005	Maine	Cumberland	age_adjusted_premature_mortality	280.1
23007	Maine	Franklin	age_adjusted_premature_mortality	323.2
23009	Maine	Hancock	age_adjusted_premature_mortality	300.5
23011	Maine	Kennebec	age_adjusted_premature_mortality	343.6
23013	Maine	Knox	age_adjusted_premature_mortality	323.1
23015	Maine	Lincoln	age_adjusted_premature_mortality	303
23017	Maine	Oxford	age_adjusted_premature_mortality	339.2
23019	Maine	Penobscot	age_adjusted_premature_mortality	355.6
23021	Maine	Piscataquis	age_adjusted_premature_mortality	423.6
23023	Maine	Sagadahoc	age_adjusted_premature_mortality	269.7
23025	Maine	Somerset	age_adjusted_premature_mortality	366.1
23027	Maine	Waldo	age_adjusted_premature_mortality	306.1
23029	Maine	Washington	age_adjusted_premature_mortality	374.5
23031	Maine	York	age_adjusted_premature_mortality	292.3
24001	Maryland	Allegany	age_adjusted_premature_mortality	381
24003	Maryland	Anne Arundel	age_adjusted_premature_mortality	320.4
24005	Maryland	Baltimore	age_adjusted_premature_mortality	351.5
24009	Maryland	Calvert	age_adjusted_premature_mortality	301.2
24011	Maryland	Caroline	age_adjusted_premature_mortality	415.8
24013	Maryland	Carroll	age_adjusted_premature_mortality	305.1
24015	Maryland	Cecil	age_adjusted_premature_mortality	407.6
24017	Maryland	Charles	age_adjusted_premature_mortality	342.8
24019	Maryland	Dorchester	age_adjusted_premature_mortality	388.9
24021	Maryland	Frederick	age_adjusted_premature_mortality	270
24023	Maryland	Garrett	age_adjusted_premature_mortality	345
24025	Maryland	Harford	age_adjusted_premature_mortality	305.5
24027	Maryland	Howard	age_adjusted_premature_mortality	207.8
24029	Maryland	Kent	age_adjusted_premature_mortality	359.8
24031	Maryland	Montgomery	age_adjusted_premature_mortality	188
24033	Maryland	Prince George's	age_adjusted_premature_mortality	380.7
24035	Maryland	Queen Anne's	age_adjusted_premature_mortality	274.8
24037	Maryland	St. Mary's	age_adjusted_premature_mortality	337.8
24039	Maryland	Somerset	age_adjusted_premature_mortality	418.8
24041	Maryland	Talbot	age_adjusted_premature_mortality	295.5
24043	Maryland	Washington	age_adjusted_premature_mortality	356.9
24045	Maryland	Wicomico	age_adjusted_premature_mortality	408.5
24047	Maryland	Worcester	age_adjusted_premature_mortality	318.1
24510	Maryland	Baltimore City	age_adjusted_premature_mortality	619.2
25001	Massachusetts	Barnstable	age_adjusted_premature_mortality	274.6
25003	Massachusetts	Berkshire	age_adjusted_premature_mortality	300
25005	Massachusetts	Bristol	age_adjusted_premature_mortality	319.4
25007	Massachusetts	Dukes	age_adjusted_premature_mortality	224
25009	Massachusetts	Essex	age_adjusted_premature_mortality	267.6
25011	Massachusetts	Franklin	age_adjusted_premature_mortality	277.7
25013	Massachusetts	Hampden	age_adjusted_premature_mortality	345.5
25015	Massachusetts	Hampshire	age_adjusted_premature_mortality	270.4
25017	Massachusetts	Middlesex	age_adjusted_premature_mortality	239.8
25019	Massachusetts	Nantucket	age_adjusted_premature_mortality	257.4
25021	Massachusetts	Norfolk	age_adjusted_premature_mortality	247
25023	Massachusetts	Plymouth	age_adjusted_premature_mortality	300.9
25025	Massachusetts	Suffolk	age_adjusted_premature_mortality	333.3
25027	Massachusetts	Worcester	age_adjusted_premature_mortality	301.1
26001	Michigan	Alcona	age_adjusted_premature_mortality	421.2
26003	Michigan	Alger	age_adjusted_premature_mortality	305.9
26005	Michigan	Allegan	age_adjusted_premature_mortality	303.9
26007	Michigan	Alpena	age_adjusted_premature_mortality	383.7
26009	Michigan	Antrim	age_adjusted_premature_mortality	290.5
26011	Michigan	Arenac	age_adjusted_premature_mortality	438.3
26013	Michigan	Baraga	age_adjusted_premature_mortality	337.8
26015	Michigan	Barry	age_adjusted_premature_mortality	303.3
26017	Michigan	Bay	age_adjusted_premature_mortality	363.8
26019	Michigan	Benzie	age_adjusted_premature_mortality	290.1
26021	Michigan	Berrien	age_adjusted_premature_mortality	378.2
26023	Michigan	Branch	age_adjusted_premature_mortality	361.8
26025	Michigan	Calhoun	age_adjusted_premature_mortality	441.1
26027	Michigan	Cass	age_adjusted_premature_mortality	358.6
26029	Michigan	Charlevoix	age_adjusted_premature_mortality	312.9
26031	Michigan	Cheboygan	age_adjusted_premature_mortality	335.5
26033	Michigan	Chippewa	age_adjusted_premature_mortality	335.1
26035	Michigan	Clare	age_adjusted_premature_mortality	412.7
26037	Michigan	Clinton	age_adjusted_premature_mortality	234.6
26039	Michigan	Crawford	age_adjusted_premature_mortality	369
26041	Michigan	Delta	age_adjusted_premature_mortality	322.6
26043	Michigan	Dickinson	age_adjusted_premature_mortality	315
26045	Michigan	Eaton	age_adjusted_premature_mortality	297.7
26047	Michigan	Emmet	age_adjusted_premature_mortality	277.9
26049	Michigan	Genesee	age_adjusted_premature_mortality	436.5
26051	Michigan	Gladwin	age_adjusted_premature_mortality	409.5
26053	Michigan	Gogebic	age_adjusted_premature_mortality	399.5
26055	Michigan	Grand Traverse	age_adjusted_premature_mortality	285.8
26057	Michigan	Gratiot	age_adjusted_premature_mortality	366.9
26059	Michigan	Hillsdale	age_adjusted_premature_mortality	364.2
26061	Michigan	Houghton	age_adjusted_premature_mortality	336.2
26063	Michigan	Huron	age_adjusted_premature_mortality	371.2
26065	Michigan	Ingham	age_adjusted_premature_mortality	336.7
26067	Michigan	Ionia	age_adjusted_premature_mortality	355.9
