FIPS	State	County	Variable	age_adjusted_premature_mortality
29149	Missouri	Oregon	age_adjusted_premature_mortality	423.9
29151	Missouri	Osage	age_adjusted_premature_mortality	356.2
29153	Missouri	Ozark	age_adjusted_premature_mortality	498.1
29155	Missouri	Pemiscot	age_adjusted_premature_mortality	629.6
29157	Missouri	Perry	age_adjusted_premature_mortality	392.1
29159	Missouri	Pettis	age_adjusted_premature_mortality	371
29161	Missouri	Phelps	age_adjusted_premature_mortality	420.7
29163	Missouri	Pike	age_adjusted_premature_mortality	382.1
29165	Missouri	Platte	age_adjusted_premature_mortality	264.2
29167	Missouri	Polk	age_adjusted_premature_mortality	439.2
29169	Missouri	Pulaski	age_adjusted_premature_mortality	406
29171	Missouri	Putnam	age_adjusted_premature_mortality	317.3
29173	Missouri	Ralls	age_adjusted_premature_mortality	318.5
29175	Missouri	Randolph	age_adjusted_premature_mortality	416.1
29177	Missouri	Ray	age_adjusted_premature_mortality	466.4
29179	Missouri	Reynolds	age_adjusted_premature_mortality	467.5
29181	Missouri	Ripley	age_adjusted_premature_mortality	580.8
29183	Missouri	St. Charles	age_adjusted_premature_mortality	271.3
29185	Missouri	St. Clair	age_adjusted_premature_mortality	491.7
29186	Missouri	Ste. Genevieve	age_adjusted_premature_mortality	349.5
29187	Missouri	St. Francois	age_adjusted_premature_mortality	489.9
29189	Missouri	St. Louis	age_adjusted_premature_mortality	324.7
29195	Missouri	Saline	age_adjusted_premature_mortality	395.2
29197	Missouri	Schuyler	age_adjusted_premature_mortality	415
29199	Missouri	Scotland	age_adjusted_premature_mortality	351
29201	Missouri	Scott	age_adjusted_premature_mortality	478.9
29203	Missouri	Shannon	age_adjusted_premature_mortality	448.7
29205	Missouri	Shelby	age_adjusted_premature_mortality	404.6
29207	Missouri	Stoddard	age_adjusted_premature_mortality	455.6
29209	Missouri	Stone	age_adjusted_premature_mortality	333.8
29211	Missouri	Sullivan	age_adjusted_premature_mortality	413.7
29213	Missouri	Taney	age_adjusted_premature_mortality	369.7
29215	Missouri	Texas	age_adjusted_premature_mortality	436.9
29217	Missouri	Vernon	age_adjusted_premature_mortality	448.2
29219	Missouri	Warren	age_adjusted_premature_mortality	366.2
29221	Missouri	Washington	age_adjusted_premature_mortality	506.4
29223	Missouri	Wayne	age_adjusted_premature_mortality	495
29225	Missouri	Webster	age_adjusted_premature_mortality	403
29227	Missouri	Worth	age_adjusted_premature_mortality	407.4
29229	Missouri	Wright	age_adjusted_premature_mortality	428.9
29510	Missouri	St. Louis City	age_adjusted_premature_mortality	573.4
30001	Montana	Beaverhead	age_adjusted_premature_mortality	309.4
30003	Montana	Big Horn	age_adjusted_premature_mortality	576.9
30005	Montana	Blaine	age_adjusted_premature_mortality	582.3
30007	Montana	Broadwater	age_adjusted_premature_mortality	273.6
30009	Montana	Carbon	age_adjusted_premature_mortality	328.4
30011	Montana	Carter	age_adjusted_premature_mortality	
30013	Montana	Cascade	age_adjusted_premature_mortality	355.4
30015	Montana	Chouteau	age_adjusted_premature_mortality	365
30017	Montana	Custer	age_adjusted_premature_mortality	446.3
30019	Montana	Daniels	age_adjusted_premature_mortality	258.8
30021	Montana	Dawson	age_adjusted_premature_mortality	362.6
30023	Montana	Deer Lodge	age_adjusted_premature_mortality	431
30025	Montana	Fallon	age_adjusted_premature_mortality	302.7
30027	Montana	Fergus	age_adjusted_premature_mortality	349.3
30029	Montana	Flathead	age_adjusted_premature_mortality	306.8
30031	Montana	Gallatin	age_adjusted_premature_mortality	234.8
30033	Montana	Garfield	age_adjusted_premature_mortality	
30035	Montana	Glacier	age_adjusted_premature_mortality	589.1
30037	Montana	Golden Valley	age_adjusted_premature_mortality	
30039	Montana	Granite	age_adjusted_premature_mortality	242.2
30041	Montana	Hill	age_adjusted_premature_mortality	400.5
30043	Montana	Jefferson	age_adjusted_premature_mortality	345.9
30045	Montana	Judith Basin	age_adjusted_premature_mortality	273.4
30047	Montana	Lake	age_adjusted_premature_mortality	365.1
30049	Montana	Lewis and Clark	age_adjusted_premature_mortality	341.7
30051	Montana	Liberty	age_adjusted_premature_mortality	
30053	Montana	Lincoln	age_adjusted_premature_mortality	391.3
30055	Montana	McCone	age_adjusted_premature_mortality	
30057	Montana	Madison	age_adjusted_premature_mortality	270.4
30059	Montana	Meagher	age_adjusted_premature_mortality	453.1
30061	Montana	Mineral	age_adjusted_premature_mortality	451.9
30063	Montana	Missoula	age_adjusted_premature_mortality	309.4
30065	Montana	Musselshell	age_adjusted_premature_mortality	412.7
30067	Montana	Park	age_adjusted_premature_mortality	301.2
30069	Montana	Petroleum	age_adjusted_premature_mortality	
30071	Montana	Phillips	age_adjusted_premature_mortality	347.7
30073	Montana	Pondera	age_adjusted_premature_mortality	330.5
30075	Montana	Powder River	age_adjusted_premature_mortality	
30077	Montana	Powell	age_adjusted_premature_mortality	397.4
30079	Montana	Prairie	age_adjusted_premature_mortality	
30081	Montana	Ravalli	age_adjusted_premature_mortality	318.6
30083	Montana	Richland	age_adjusted_premature_mortality	370
30085	Montana	Roosevelt	age_adjusted_premature_mortality	762.2
30087	Montana	Rosebud	age_adjusted_premature_mortality	471.1
30089	Montana	Sanders	age_adjusted_premature_mortality	396.5
30091	Montana	Sheridan	age_adjusted_premature_mortality	409.5
30093	Montana	Silver Bow	age_adjusted_premature_mortality	467
30095	Montana	Stillwater	age_adjusted_premature_mortality	336.1
30097	Montana	Sweet Grass	age_adjusted_premature_mortality	242.3
30099	Montana	Teton	age_adjusted_premature_mortality	357.5
30101	Montana	Toole	age_adjusted_premature_mortality	302.4
30103	Montana	Treasure	age_adjusted_premature_mortality	
30105	Montana	Valley	age_adjusted_premature_mortality	306.7
30107	Montana	Wheatland	age_adjusted_premature_mortality	270.5
30109	Montana	Wibaux	age_adjusted_premature_mortality	
30111	Montana	Yellowstone	age_adjusted_premature_mortality	341
31001	Nebraska	Adams	age_adjusted_premature_mortality	330
31003	Nebraska	Antelope	age_adjusted_premature_mortality	240.2
31005	Nebraska	Arthur	age_adjusted_premature_mortality	
31007	Nebraska	Banner	age_adjusted_premature_mortality	
31009	Nebraska	Blaine	age_adjusted_premature_mortality	
31011	Nebraska	Boone	age_adjusted_premature_mortality	278.7
31013	Nebraska	Box Butte	age_adjusted_premature_mortality	340.2
31015	Nebraska	Boyd	age_adjusted_premature_mortality	245.8
31017	Nebraska	Brown	age_adjusted_premature_mortality	324
31019	Nebraska	Buffalo	age_adjusted_premature_mortality	308.9
31021	Nebraska	Burt	age_adjusted_premature_mortality	355.2
31023	Nebraska	Butler	age_adjusted_premature_mortality	269
31025	Nebraska	Cass	age_adjusted_premature_mortality	377.6
31027	Nebraska	Cedar	age_adjusted_premature_mortality	234.8
31029	Nebraska	Chase	age_adjusted_premature_mortality	402.8
31031	Nebraska	Cherry	age_adjusted_premature_mortality	274.2
31033	Nebraska	Cheyenne	age_adjusted_premature_mortality	326.4
31035	Nebraska	Clay	age_adjusted_premature_mortality	369.5
31037	Nebraska	Colfax	age_adjusted_premature_mortality	299.8
31039	Nebraska	Cuming	age_adjusted_premature_mortality	269.6
31041	Nebraska	Custer	age_adjusted_premature_mortality	324.5
31043	Nebraska	Dakota	age_adjusted_premature_mortality	299.5
31045	Nebraska	Dawes	age_adjusted_premature_mortality	312.9
31047	Nebraska	Dawson	age_adjusted_premature_mortality	340.4
31049	Nebraska	Deuel	age_adjusted_premature_mortality	408
31051	Nebraska	Dixon	age_adjusted_premature_mortality	301.3
31053	Nebraska	Dodge	age_adjusted_premature_mortality	334.3
31055	Nebraska	Douglas	age_adjusted_premature_mortality	332.9
31057	Nebraska	Dundy	age_adjusted_premature_mortality	320.3
31059	Nebraska	Fillmore	age_adjusted_premature_mortality	257.9
31061	Nebraska	Franklin	age_adjusted_premature_mortality	262.6
31063	Nebraska	Frontier	age_adjusted_premature_mortality	297.3
31065	Nebraska	Furnas	age_adjusted_premature_mortality	266.8
31067	Nebraska	Gage	age_adjusted_premature_mortality	345.7
31069	Nebraska	Garden	age_adjusted_premature_mortality	486
31071	Nebraska	Garfield	age_adjusted_premature_mortality	349.3
31073	Nebraska	Gosper	age_adjusted_premature_mortality	324.2
31075	Nebraska	Grant	age_adjusted_premature_mortality	
31077	Nebraska	Greeley	age_adjusted_premature_mortality	250.8
31079	Nebraska	Hall	age_adjusted_premature_mortality	310.1
31081	Nebraska	Hamilton	age_adjusted_premature_mortality	293.8
31083	Nebraska	Harlan	age_adjusted_premature_mortality	329.4
31085	Nebraska	Hayes	age_adjusted_premature_mortality	
31087	Nebraska	Hitchcock	age_adjusted_premature_mortality	434
31089	Nebraska	Holt	age_adjusted_premature_mortality	295.9
31091	Nebraska	Hooker	age_adjusted_premature_mortality	
31093	Nebraska	Howard	age_adjusted_premature_mortality	273.9
31095	Nebraska	Jefferson	age_adjusted_premature_mortality	277
31097	Nebraska	Johnson	age_adjusted_premature_mortality	289.5
31099	Nebraska	Kearney	age_adjusted_premature_mortality	275.9
31101	Nebraska	Keith	age_adjusted_premature_mortality	419.5
31103	Nebraska	Keya Paha	age_adjusted_premature_mortality	
31105	Nebraska	Kimball	age_adjusted_premature_mortality	551.2
31107	Nebraska	Knox	age_adjusted_premature_mortality	315.2
31109	Nebraska	Lancaster	age_adjusted_premature_mortality	260.5
31111	Nebraska	Lincoln	age_adjusted_premature_mortality	331.9
31113	Nebraska	Logan	age_adjusted_premature_mortality	
31115	Nebraska	Loup	age_adjusted_premature_mortality	
31117	Nebraska	McPherson	age_adjusted_premature_mortality	
31119	Nebraska	Madison	age_adjusted_premature_mortality	332.1
31121	Nebraska	Merrick	age_adjusted_premature_mortality	356.7
31123	Nebraska	Morrill	age_adjusted_premature_mortality	323
31125	Nebraska	Nance	age_adjusted_premature_mortality	455.7
31127	Nebraska	Nemaha	age_adjusted_premature_mortality	374.4
31129	Nebraska	Nuckolls	age_adjusted_premature_mortality	292.1
31131	Nebraska	Otoe	age_adjusted_premature_mortality	340
31133	Nebraska	Pawnee	age_adjusted_premature_mortality	422.3
31135	Nebraska	Perkins	age_adjusted_premature_mortality	221.3
31137	Nebraska	Phelps	age_adjusted_premature_mortality	293.6
31139	Nebraska	Pierce	age_adjusted_premature_mortality	295.8
31141	Nebraska	Platte	age_adjusted_premature_mortality	260.6
31143	Nebraska	Polk	age_adjusted_premature_mortality	195.9
31145	Nebraska	Red Willow	age_adjusted_premature_mortality	322.8
31147	Nebraska	Richardson	age_adjusted_premature_mortality	404.7
31149	Nebraska	Rock	age_adjusted_premature_mortality	
31151	Nebraska	Saline	age_adjusted_premature_mortality	303.4
31153	Nebraska	Sarpy	age_adjusted_premature_mortality	261.3
31155	Nebraska	Saunders	age_adjusted_premature_mortality	325
31157	Nebraska	Scotts Bluff	age_adjusted_premature_mortality	377.7
31159	Nebraska	Seward	age_adjusted_premature_mortality	275.1
31161	Nebraska	Sheridan	age_adjusted_premature_mortality	273.2
31163	Nebraska	Sherman	age_adjusted_premature_mortality	527
31165	Nebraska	Sioux	age_adjusted_premature_mortality	
31167	Nebraska	Stanton	age_adjusted_premature_mortality	282.6
31169	Nebraska	Thayer	age_adjusted_premature_mortality	376.2
31171	Nebraska	Thomas	age_adjusted_premature_mortality	
31173	Nebraska	Thurston	age_adjusted_premature_mortality	666.1
31175	Nebraska	Valley	age_adjusted_premature_mortality	326.3
31177	Nebraska	Washington	age_adjusted_premature_mortality	258.3
31179	Nebraska	Wayne	age_adjusted_premature_mortality	223.6
31181	Nebraska	Webster	age_adjusted_premature_mortality	366.8
31183	Nebraska	Wheeler	age_adjusted_premature_mortality	
31185	Nebraska	York	age_adjusted_premature_mortality	256.5
32001	Nevada	Churchill	age_adjusted_premature_mortality	442.8
32003	Nevada	Clark	age_adjusted_premature_mortality	366.5
32005	Nevada	Douglas	age_adjusted_premature_mortality	289.4
32007	Nevada	Elko	age_adjusted_premature_mortality	377
32009	Nevada	Esmeralda	age_adjusted_premature_mortality	590.2
32011	Nevada	Eureka	age_adjusted_premature_mortality	497.4
32013	Nevada	Humboldt	age_adjusted_premature_mortality	406.7
32015	Nevada	Lander	age_adjusted_premature_mortality	420.3
32017	Nevada	Lincoln	age_adjusted_premature_mortality	300.4
32019	Nevada	Lyon	age_adjusted_premature_mortality	387.6
32021	Nevada	Mineral	age_adjusted_premature_mortality	538.2
32023	Nevada	Nye	age_adjusted_premature_mortality	539.9
32027	Nevada	Pershing	age_adjusted_premature_mortality	436.6
32029	Nevada	Storey	age_adjusted_premature_mortality	230.2
32031	Nevada	Washoe	age_adjusted_premature_mortality	359.9
32033	Nevada	White Pine	age_adjusted_premature_mortality	449.6
32510	Nevada	Carson City	age_adjusted_premature_mortality	392.2
33001	New Hampshire	Belknap	age_adjusted_premature_mortality	320.5
33003	New Hampshire	Carroll	age_adjusted_premature_mortality	288
33005	New Hampshire	Cheshire	age_adjusted_premature_mortality	294.8
33007	New Hampshire	Coos	age_adjusted_premature_mortality	376.1
33009	New Hampshire	Grafton	age_adjusted_premature_mortality	265.4
33011	New Hampshire	Hillsborough	age_adjusted_premature_mortality	274
33013	New Hampshire	Merrimack	age_adjusted_premature_mortality	285.9
33015	New Hampshire	Rockingham	age_adjusted_premature_mortality	262.2
33017	New Hampshire	Strafford	age_adjusted_premature_mortality	306
33019	New Hampshire	Sullivan	age_adjusted_premature_mortality	313
34001	New Jersey	Atlantic	age_adjusted_premature_mortality	376.9
34003	New Jersey	Bergen	age_adjusted_premature_mortality	215.6
34005	New Jersey	Burlington	age_adjusted_premature_mortality	302.2
34007	New Jersey	Camden	age_adjusted_premature_mortality	368.3
34009	New Jersey	Cape May	age_adjusted_premature_mortality	362.6
34011	New Jersey	Cumberland	age_adjusted_premature_mortality	412.3
34013	New Jersey	Essex	age_adjusted_premature_mortality	372.7
34015	New Jersey	Gloucester	age_adjusted_premature_mortality	340.7
34017	New Jersey	Hudson	age_adjusted_premature_mortality	309.5
34019	New Jersey	Hunterdon	age_adjusted_premature_mortality	217.2
34021	New Jersey	Mercer	age_adjusted_premature_mortality	307.2
34023	New Jersey	Middlesex	age_adjusted_premature_mortality	258.2
34025	New Jersey	Monmouth	age_adjusted_premature_mortality	281.1
34027	New Jersey	Morris	age_adjusted_premature_mortality	213
34029	New Jersey	Ocean	age_adjusted_premature_mortality	325.3
34031	New Jersey	Passaic	age_adjusted_premature_mortality	299.9
34033	New Jersey	Salem	age_adjusted_premature_mortality	408.2
34035	New Jersey	Somerset	age_adjusted_premature_mortality	209.9
34037	New Jersey	Sussex	age_adjusted_premature_mortality	305.1
34039	New Jersey	Union	age_adjusted_premature_mortality	289
34041	New Jersey	Warren	age_adjusted_premature_mortality	280.5
35001	New Mexico	Bernalillo	age_adjusted_premature_mortality	344.9
35003	New Mexico	Catron	age_adjusted_premature_mortality	282.5
35005	New Mexico	Chaves	age_adjusted_premature_mortality	437.1
35006	New Mexico	Cibola	age_adjusted_premature_mortality	451.3
35007	New Mexico	Colfax	age_adjusted_premature_mortality	388.2
35009	New Mexico	Curry	age_adjusted_premature_mortality	377.5
35011	New Mexico	De Baca	age_adjusted_premature_mortality	382.9
35013	New Mexico	Dona Ana	age_adjusted_premature_mortality	334.8
35015	New Mexico	Eddy	age_adjusted_premature_mortality	449.9
35017	New Mexico	Grant	age_adjusted_premature_mortality	403.8
35019	New Mexico	Guadalupe	age_adjusted_premature_mortality	362.7
35021	New Mexico	Harding	age_adjusted_premature_mortality	
35023	New Mexico	Hidalgo	age_adjusted_premature_mortality	411.4
35025	New Mexico	Lea	age_adjusted_premature_mortality	418.5
35027	New Mexico	Lincoln	age_adjusted_premature_mortality	298.1
35028	New Mexico	Los Alamos	age_adjusted_premature_mortality	186.3
35029	New Mexico	Luna	age_adjusted_premature_mortality	430.9
35031	New Mexico	McKinley	age_adjusted_premature_mortality	492.3
35033	New Mexico	Mora	age_adjusted_premature_mortality	343.9
35035	New Mexico	Otero	age_adjusted_premature_mortality	401.4
35037	New Mexico	Quay	age_adjusted_premature_mortality	556.7
35039	New Mexico	Rio Arriba	age_adjusted_premature_mortality	489.6
35041	New Mexico	Roosevelt	age_adjusted_premature_mortality	416
35043	New Mexico	Sandoval	age_adjusted_premature_mortality	295.9
35045	New Mexico	San Juan	age_adjusted_premature_mortality	401.2
35047	New Mexico	San Miguel	age_adjusted_premature_mortality	429.2
35049	New Mexico	Santa Fe	age_adjusted_premature_mortality	278.7
35051	New Mexico	Sierra	age_adjusted_premature_mortality	553.1
35053	New Mexico	Socorro	age_adjusted_premature_mortality	469.7
35055	New Mexico	Taos	age_adjusted_premature_mortality	331.9
35057	New Mexico	Torrance	age_adjusted_premature_mortality	392.1
35059	New Mexico	Union	age_adjusted_premature_mortality	353.9
35061	New Mexico	Valencia	age_adjusted_premature_mortality	396.3
36001	New York	Albany	age_adjusted_premature_mortality	308.5
36003	New York	Allegany	age_adjusted_premature_mortality	312.3
36005	New York	Bronx	age_adjusted_premature_mortality	382.7
36007	New York	Broome	age_adjusted_premature_mortality	330
36009	New York	Cattaraugus	age_adjusted_premature_mortality	376.1
36011	New York	Cayuga	age_adjusted_premature_mortality	295.5
36013	New York	Chautauqua	age_adjusted_premature_mortality	337
36015	New York	Chemung	age_adjusted_premature_mortality	354.8
36017	New York	Chenango	age_adjusted_premature_mortality	339.8
36019	New York	Clinton	age_adjusted_premature_mortality	316.2
36021	New York	Columbia	age_adjusted_premature_mortality	326.2
36023	New York	Cortland	age_adjusted_premature_mortality	331.8
36025	New York	Delaware	age_adjusted_premature_mortality	330.9
36027	New York	Dutchess	age_adjusted_premature_mortality	282.6
36029	New York	Erie	age_adjusted_premature_mortality	356.5
36031	New York	Essex	age_adjusted_premature_mortality	291.4
36033	New York	Franklin	age_adjusted_premature_mortality	348.2
36035	New York	Fulton	age_adjusted_premature_mortality	342.5
36037	New York	Genesee	age_adjusted_premature_mortality	328.9
36039	New York	Greene	age_adjusted_premature_mortality	366.7
36041	New York	Hamilton	age_adjusted_premature_mortality	369
36043	New York	Herkimer	age_adjusted_premature_mortality	321.9
36045	New York	Jefferson	age_adjusted_premature_mortality	328.5
36047	New York	Kings	age_adjusted_premature_mortality	320.6
36049	New York	Lewis	age_adjusted_premature_mortality	301
36051	New York	Livingston	age_adjusted_premature_mortality	283.1
36053	New York	Madison	age_adjusted_premature_mortality	280.1
36055	New York	Monroe	age_adjusted_premature_mortality	290.7
36057	New York	Montgomery	age_adjusted_premature_mortality	363.9
36059	New York	Nassau	age_adjusted_premature_mortality	238.2
36061	New York	New York	age_adjusted_premature_mortality	262.4
36063	New York	Niagara	age_adjusted_premature_mortality	368
36065	New York	Oneida	age_adjusted_premature_mortality	346.8
36067	New York	Onondaga	age_adjusted_premature_mortality	311.8
36069	New York	Ontario	age_adjusted_premature_mortality	305.4
36071	New York	Orange	age_adjusted_premature_mortality	308.5
36073	New York	Orleans	age_adjusted_premature_mortality	334.8
36075	New York	Oswego	age_adjusted_premature_mortality	346.5
36077	New York	Otsego	age_adjusted_premature_mortality	301.5
36079	New York	Putnam	age_adjusted_premature_mortality	241
36081	New York	Queens	age_adjusted_premature_mortality	254.9
36083	New York	Rensselaer	age_adjusted_premature_mortality	329.5
36085	New York	Richmond	age_adjusted_premature_mortality	307.5
36087	New York	Rockland	age_adjusted_premature_mortality	238.2
36089	New York	St. Lawrence	age_adjusted_premature_mortality	366.3
36091	New York	Saratoga	age_adjusted_premature_mortality	266.4
36093	New York	Schenectady	age_adjusted_premature_mortality	317.2
36095	New York	Schoharie	age_adjusted_premature_mortality	281.1
36097	New York	Schuyler	age_adjusted_premature_mortality	330
36099	New York	Seneca	age_adjusted_premature_mortality	302.2
36101	New York	Steuben	age_adjusted_premature_mortality	335.3
36103	New York	Suffolk	age_adjusted_premature_mortality	280.4
36105	New York	Sullivan	age_adjusted_premature_mortality	385.9
36107	New York	Tioga	age_adjusted_premature_mortality	272.7
36109	New York	Tompkins	age_adjusted_premature_mortality	243.5
36111	New York	Ulster	age_adjusted_premature_mortality	312.4
36113	New York	Warren	age_adjusted_premature_mortality	283.9
36115	New York	Washington	age_adjusted_premature_mortality	322.5
36117	New York	Wayne	age_adjusted_premature_mortality	319.5
36119	New York	Westchester	age_adjusted_premature_mortality	231.4
36121	New York	Wyoming	age_adjusted_premature_mortality	303.2
36123	New York	Yates	age_adjusted_premature_mortality	311
37001	North Carolina	Alamance	age_adjusted_premature_mortality	372.7
37003	North Carolina	Alexander	age_adjusted_premature_mortality	399.7
37005	North Carolina	Alleghany	age_adjusted_premature_mortality	398.6
37007	North Carolina	Anson	age_adjusted_premature_mortality	491.9
37009	North Carolina	Ashe	age_adjusted_premature_mortality	376.3
37011	North Carolina	Avery	age_adjusted_premature_mortality	379.9
37013	North Carolina	Beaufort	age_adjusted_premature_mortality	432.3
37015	North Carolina	Bertie	age_adjusted_premature_mortality	498.9
37017	North Carolina	Bladen	age_adjusted_premature_mortality	503.9
37019	North Carolina	Brunswick	age_adjusted_premature_mortality	364.9
37021	North Carolina	Buncombe	age_adjusted_premature_mortality	351.2
37023	North Carolina	Burke	age_adjusted_premature_mortality	443.6
37025	North Carolina	Cabarrus	age_adjusted_premature_mortality	359.9
37027	North Carolina	Caldwell	age_adjusted_premature_mortality	434.6
37029	North Carolina	Camden	age_adjusted_premature_mortality	270.3
37031	North Carolina	Carteret	age_adjusted_premature_mortality	392.4
37033	North Carolina	Caswell	age_adjusted_premature_mortality	404.5
37035	North Carolina	Catawba	age_adjusted_premature_mortality	415.8
37037	North Carolina	Chatham	age_adjusted_premature_mortality	290.6
37039	North Carolina	Cherokee	age_adjusted_premature_mortality	372
37041	North Carolina	Chowan	age_adjusted_premature_mortality	386.2
37043	North Carolina	Clay	age_adjusted_premature_mortality	397.2
37045	North Carolina	Cleveland	age_adjusted_premature_mortality	458.9
37047	North Carolina	Columbus	age_adjusted_premature_mortality	542.5
37049	North Carolina	Craven	age_adjusted_premature_mortality	377.4
37051	North Carolina	Cumberland	age_adjusted_premature_mortality	443.4
37053	North Carolina	Currituck	age_adjusted_premature_mortality	378.2
37055	North Carolina	Dare	age_adjusted_premature_mortality	307
37057	North Carolina	Davidson	age_adjusted_premature_mortality	397.6
37059	North Carolina	Davie	age_adjusted_premature_mortality	310.7
37061	North Carolina	Duplin	age_adjusted_premature_mortality	389.3
37063	North Carolina	Durham	age_adjusted_premature_mortality	355.8
37065	North Carolina	Edgecombe	age_adjusted_premature_mortality	482.1
37067	North Carolina	Forsyth	age_adjusted_premature_mortality	362.2
37069	North Carolina	Franklin	age_adjusted_premature_mortality	392
37071	North Carolina	Gaston	age_adjusted_premature_mortality	462.6
37073	North Carolina	Gates	age_adjusted_premature_mortality	444.9
37075	North Carolina	Graham	age_adjusted_premature_mortality	433.4
37077	North Carolina	Granville	age_adjusted_premature_mortality	398.9
37079	North Carolina	Greene	age_adjusted_premature_mortality	368.9
37081	North Carolina	Guilford	age_adjusted_premature_mortality	339.2
37083	North Carolina	Halifax	age_adjusted_premature_mortality	505.9
37085	North Carolina	Harnett	age_adjusted_premature_mortality	429.3
37087	North Carolina	Haywood	age_adjusted_premature_mortality	361.7
37089	North Carolina	Henderson	age_adjusted_premature_mortality	330.5
37091	North Carolina	Hertford	age_adjusted_premature_mortality	425.4
37093	North Carolina	Hoke	age_adjusted_premature_mortality	395.7
37095	North Carolina	Hyde	age_adjusted_premature_mortality	361.8
37097	North Carolina	Iredell	age_adjusted_premature_mortality	369.7
37099	North Carolina	Jackson	age_adjusted_premature_mortality	340.8
37101	North Carolina	Johnston	age_adjusted_premature_mortality	379.2
37103	North Carolina	Jones	age_adjusted_premature_mortality	444.2
37105	North Carolina	Lee	age_adjusted_premature_mortality	408.1
37107	North Carolina	Lenoir	age_adjusted_premature_mortality	510.1
37109	North Carolina	Lincoln	age_adjusted_premature_mortality	393.3
37111	North Carolina	McDowell	age_adjusted_premature_mortality	398.2
37113	North Carolina	Macon	age_adjusted_premature_mortality	338.9
37115	North Carolina	Madison	age_adjusted_premature_mortality	345.6
37117	North Carolina	Martin	age_adjusted_premature_mortality	491.6
37119	North Carolina	Mecklenburg	age_adjusted_premature_mortality	313.7
37121	North Carolina	Mitchell	age_adjusted_premature_mortality	410.7
37123	North Carolina	Montgomery	age_adjusted_premature_mortality	384
37125	North Carolina	Moore	age_adjusted_premature_mortality	329.8
37127	North Carolina	Nash	age_adjusted_premature_mortality	431.7
37129	North Carolina	New Hanover	age_adjusted_premature_mortality	324.5
37131	North Carolina	Northampton	age_adjusted_premature_mortality	462.5
37133	North Carolina	Onslow	age_adjusted_premature_mortality	381.6
37135	North Carolina	Orange	age_adjusted_premature_mortality	269.9
37137	North Carolina	Pamlico	age_adjusted_premature_mortality	400.6
37139	North Carolina	Pasquotank	age_adjusted_premature_mortality	407.3
37141	North Carolina	Pender	age_adjusted_premature_mortality	375.9
37143	North Carolina	Perquimans	age_adjusted_premature_mortality	359.6
37145	North Carolina	Person	age_adjusted_premature_mortality	424.7
37147	North Carolina	Pitt	age_adjusted_premature_mortality	401.4
37149	North Carolina	Polk	age_adjusted_premature_mortality	340.7
37151	North Carolina	Randolph	age_adjusted_premature_mortality	407
37153	North Carolina	Richmond	age_adjusted_premature_mortality	531
37155	North Carolina	Robeson	age_adjusted_premature_mortality	522.2
37157	North Carolina	Rockingham	age_adjusted_premature_mortality	444.3
37159	North Carolina	Rowan	age_adjusted_premature_mortality	422.3
37161	North Carolina	Rutherford	age_adjusted_premature_mortality	438.4
37163	North Carolina	Sampson	age_adjusted_premature_mortality	470
37165	North Carolina	Scotland	age_adjusted_premature_mortality	526.3
37167	North Carolina	Stanly	age_adjusted_premature_mortality	394
37169	North Carolina	Stokes	age_adjusted_premature_mortality	411.8
37171	North Carolina	Surry	age_adjusted_premature_mortality	428.3
37173	North Carolina	Swain	age_adjusted_premature_mortality	581.3
37175	North Carolina	Transylvania	age_adjusted_premature_mortality	308.3
37177	North Carolina	Tyrrell	age_adjusted_premature_mortality	472.2
37179	North Carolina	Union	age_adjusted_premature_mortality	302.4
37181	North Carolina	Vance	age_adjusted_premature_mortality	506
37183	North Carolina	Wake	age_adjusted_premature_mortality	257.9
37185	North Carolina	Warren	age_adjusted_premature_mortality	408.9
37187	North Carolina	Washington	age_adjusted_premature_mortality	402.6
37189	North Carolina	Watauga	age_adjusted_premature_mortality	261.4
37191	North Carolina	Wayne	age_adjusted_premature_mortality	447.9
37193	North Carolina	Wilkes	age_adjusted_premature_mortality	424.2
37195	North Carolina	Wilson	age_adjusted_premature_mortality	440.8
37197	North Carolina	Yadkin	age_adjusted_premature_mortality	394.5
37199	North Carolina	Yancey	age_adjusted_premature_mortality	345.6
38001	North Dakota	Adams	age_adjusted_premature_mortality	319.4
38003	North Dakota	Barnes	age_adjusted_premature_mortality	298.5
38005	North Dakota	Benson	age_adjusted_premature_mortality	668.5
38007	North Dakota	Billings	age_adjusted_premature_mortality	
38009	North Dakota	Bottineau	age_adjusted_premature_mortality	335.3
38011	North Dakota	Bowman	age_adjusted_premature_mortality	329.9
38013	North Dakota	Burke	age_adjusted_premature_mortality	428.9
38015	North Dakota	Burleigh	age_adjusted_premature_mortality	266.5
38017	North Dakota	Cass	age_adjusted_premature_mortality	286.8
38019	North Dakota	Cavalier	age_adjusted_premature_mortality	240.2
38021	North Dakota	Dickey	age_adjusted_premature_mortality	219.5
38023	North Dakota	Divide	age_adjusted_premature_mortality	275.3
38025	North Dakota	Dunn	age_adjusted_premature_mortality	293.5
38027	North Dakota	Eddy	age_adjusted_premature_mortality	396.5
38029	North Dakota	Emmons	age_adjusted_premature_mortality	327.5
38031	North Dakota	Foster	age_adjusted_premature_mortality	299.6
38033	North Dakota	Golden Valley	age_adjusted_premature_mortality	
38035	North Dakota	Grand Forks	age_adjusted_premature_mortality	298.6
