FIPS	State	County	Variable	infant_mortality_rate
13307	Georgia	Webster	infant_mortality_rate	
13309	Georgia	Wheeler	infant_mortality_rate	
13311	Georgia	White	infant_mortality_rate	
13313	Georgia	Whitfield	infant_mortality_rate	596.5
13315	Georgia	Wilcox	infant_mortality_rate	
13317	Georgia	Wilkes	infant_mortality_rate	
13319	Georgia	Wilkinson	infant_mortality_rate	1617.6
13321	Georgia	Worth	infant_mortality_rate	895.9
15001	Hawaii	Hawaii	infant_mortality_rate	647.5
15003	Hawaii	Honolulu	infant_mortality_rate	660.7
15005	Hawaii	Kalawao	infant_mortality_rate	
15007	Hawaii	Kauai	infant_mortality_rate	586.4
15009	Hawaii	Maui	infant_mortality_rate	395.6
16001	Idaho	Ada	infant_mortality_rate	589.5
16003	Idaho	Adams	infant_mortality_rate	
16005	Idaho	Bannock	infant_mortality_rate	625.9
16007	Idaho	Bear Lake	infant_mortality_rate	
16009	Idaho	Benewah	infant_mortality_rate	
16011	Idaho	Bingham	infant_mortality_rate	566.8
16013	Idaho	Blaine	infant_mortality_rate	
16015	Idaho	Boise	infant_mortality_rate	
16017	Idaho	Bonner	infant_mortality_rate	600.7
16019	Idaho	Bonneville	infant_mortality_rate	583.6
16021	Idaho	Boundary	infant_mortality_rate	
16023	Idaho	Butte	infant_mortality_rate	
16025	Idaho	Camas	infant_mortality_rate	
16027	Idaho	Canyon	infant_mortality_rate	712.9
16029	Idaho	Caribou	infant_mortality_rate	
16031	Idaho	Cassia	infant_mortality_rate	632
16033	Idaho	Clark	infant_mortality_rate	
16035	Idaho	Clearwater	infant_mortality_rate	
16037	Idaho	Custer	infant_mortality_rate	
16039	Idaho	Elmore	infant_mortality_rate	763.4
16041	Idaho	Franklin	infant_mortality_rate	
16043	Idaho	Fremont	infant_mortality_rate	
16045	Idaho	Gem	infant_mortality_rate	
16047	Idaho	Gooding	infant_mortality_rate	747.9
16049	Idaho	Idaho	infant_mortality_rate	
16051	Idaho	Jefferson	infant_mortality_rate	561.6
16053	Idaho	Jerome	infant_mortality_rate	953.7
16055	Idaho	Kootenai	infant_mortality_rate	429.1
16057	Idaho	Latah	infant_mortality_rate	542.5
16059	Idaho	Lemhi	infant_mortality_rate	
16061	Idaho	Lewis	infant_mortality_rate	
16063	Idaho	Lincoln	infant_mortality_rate	
16065	Idaho	Madison	infant_mortality_rate	626.3
16067	Idaho	Minidoka	infant_mortality_rate	
16069	Idaho	Nez Perce	infant_mortality_rate	857.1
16071	Idaho	Oneida	infant_mortality_rate	
16073	Idaho	Owyhee	infant_mortality_rate	
16075	Idaho	Payette	infant_mortality_rate	733.2
16077	Idaho	Power	infant_mortality_rate	
16079	Idaho	Shoshone	infant_mortality_rate	
16081	Idaho	Teton	infant_mortality_rate	
16083	Idaho	Twin Falls	infant_mortality_rate	803.9
16085	Idaho	Valley	infant_mortality_rate	
16087	Idaho	Washington	infant_mortality_rate	
17001	Illinois	Adams	infant_mortality_rate	557.4
17003	Illinois	Alexander	infant_mortality_rate	
17005	Illinois	Bond	infant_mortality_rate	
17007	Illinois	Boone	infant_mortality_rate	501
17009	Illinois	Brown	infant_mortality_rate	
17011	Illinois	Bureau	infant_mortality_rate	609.1
17013	Illinois	Calhoun	infant_mortality_rate	
17015	Illinois	Carroll	infant_mortality_rate	
17017	Illinois	Cass	infant_mortality_rate	
17019	Illinois	Champaign	infant_mortality_rate	753.3
17021	Illinois	Christian	infant_mortality_rate	707.2
17023	Illinois	Clark	infant_mortality_rate	
17025	Illinois	Clay	infant_mortality_rate	
17027	Illinois	Clinton	infant_mortality_rate	482.6
17029	Illinois	Coles	infant_mortality_rate	661.3
17031	Illinois	Cook	infant_mortality_rate	811.8
17033	Illinois	Crawford	infant_mortality_rate	1288.4
17035	Illinois	Cumberland	infant_mortality_rate	1796.4
17037	Illinois	DeKalb	infant_mortality_rate	692.1
17039	Illinois	De Witt	infant_mortality_rate	
17041	Illinois	Douglas	infant_mortality_rate	
17043	Illinois	DuPage	infant_mortality_rate	612.6
17045	Illinois	Edgar	infant_mortality_rate	
17047	Illinois	Edwards	infant_mortality_rate	
17049	Illinois	Effingham	infant_mortality_rate	804.4
17051	Illinois	Fayette	infant_mortality_rate	
17053	Illinois	Ford	infant_mortality_rate	
17055	Illinois	Franklin	infant_mortality_rate	795.3
17057	Illinois	Fulton	infant_mortality_rate	754.5
17059	Illinois	Gallatin	infant_mortality_rate	
17061	Illinois	Greene	infant_mortality_rate	
17063	Illinois	Grundy	infant_mortality_rate	581.7
17065	Illinois	Hamilton	infant_mortality_rate	
17067	Illinois	Hancock	infant_mortality_rate	
17069	Illinois	Hardin	infant_mortality_rate	
17071	Illinois	Henderson	infant_mortality_rate	
17073	Illinois	Henry	infant_mortality_rate	407.1
17075	Illinois	Iroquois	infant_mortality_rate	625.8
17077	Illinois	Jackson	infant_mortality_rate	762.5
17079	Illinois	Jasper	infant_mortality_rate	
17081	Illinois	Jefferson	infant_mortality_rate	531.7
17083	Illinois	Jersey	infant_mortality_rate	753
17085	Illinois	Jo Daviess	infant_mortality_rate	
17087	Illinois	Johnson	infant_mortality_rate	
17089	Illinois	Kane	infant_mortality_rate	584.7
17091	Illinois	Kankakee	infant_mortality_rate	811.3
17093	Illinois	Kendall	infant_mortality_rate	462.3
17095	Illinois	Knox	infant_mortality_rate	802.8
17097	Illinois	Lake	infant_mortality_rate	566.6
17099	Illinois	LaSalle	infant_mortality_rate	779.8
17101	Illinois	Lawrence	infant_mortality_rate	1180.3
17103	Illinois	Lee	infant_mortality_rate	
17105	Illinois	Livingston	infant_mortality_rate	946.8
17107	Illinois	Logan	infant_mortality_rate	890
17109	Illinois	McDonough	infant_mortality_rate	723.1
17111	Illinois	McHenry	infant_mortality_rate	481.2
17113	Illinois	McLean	infant_mortality_rate	645
17115	Illinois	Macon	infant_mortality_rate	1101.8
17117	Illinois	Macoupin	infant_mortality_rate	620.9
17119	Illinois	Madison	infant_mortality_rate	676.7
17121	Illinois	Marion	infant_mortality_rate	367.9
17123	Illinois	Marshall	infant_mortality_rate	
17125	Illinois	Mason	infant_mortality_rate	
17127	Illinois	Massac	infant_mortality_rate	
17129	Illinois	Menard	infant_mortality_rate	
17131	Illinois	Mercer	infant_mortality_rate	
17133	Illinois	Monroe	infant_mortality_rate	
17135	Illinois	Montgomery	infant_mortality_rate	812.5
17137	Illinois	Morgan	infant_mortality_rate	
17139	Illinois	Moultrie	infant_mortality_rate	
17141	Illinois	Ogle	infant_mortality_rate	531.9
17143	Illinois	Peoria	infant_mortality_rate	896.3
17145	Illinois	Perry	infant_mortality_rate	
17147	Illinois	Piatt	infant_mortality_rate	
17149	Illinois	Pike	infant_mortality_rate	
17151	Illinois	Pope	infant_mortality_rate	
17153	Illinois	Pulaski	infant_mortality_rate	
17155	Illinois	Putnam	infant_mortality_rate	
17157	Illinois	Randolph	infant_mortality_rate	559.9
17159	Illinois	Richland	infant_mortality_rate	
17161	Illinois	Rock Island	infant_mortality_rate	723.3
17163	Illinois	St. Clair	infant_mortality_rate	821.6
17165	Illinois	Saline	infant_mortality_rate	1051.2
17167	Illinois	Sangamon	infant_mortality_rate	869.3
17169	Illinois	Schuyler	infant_mortality_rate	
17171	Illinois	Scott	infant_mortality_rate	
17173	Illinois	Shelby	infant_mortality_rate	1027.4
17175	Illinois	Stark	infant_mortality_rate	
17177	Illinois	Stephenson	infant_mortality_rate	662
17179	Illinois	Tazewell	infant_mortality_rate	605.3
17181	Illinois	Union	infant_mortality_rate	
17183	Illinois	Vermilion	infant_mortality_rate	690.1
17185	Illinois	Wabash	infant_mortality_rate	
17187	Illinois	Warren	infant_mortality_rate	
17189	Illinois	Washington	infant_mortality_rate	
17191	Illinois	Wayne	infant_mortality_rate	
17193	Illinois	White	infant_mortality_rate	
17195	Illinois	Whiteside	infant_mortality_rate	816.3
17197	Illinois	Will	infant_mortality_rate	680.8
17199	Illinois	Williamson	infant_mortality_rate	889.3
17201	Illinois	Winnebago	infant_mortality_rate	786.2
17203	Illinois	Woodford	infant_mortality_rate	528.7
18001	Indiana	Adams	infant_mortality_rate	1208.6
18003	Indiana	Allen	infant_mortality_rate	887.6
18005	Indiana	Bartholomew	infant_mortality_rate	738.1
18007	Indiana	Benton	infant_mortality_rate	
18009	Indiana	Blackford	infant_mortality_rate	
18011	Indiana	Boone	infant_mortality_rate	560.5
18013	Indiana	Brown	infant_mortality_rate	
18015	Indiana	Carroll	infant_mortality_rate	
18017	Indiana	Cass	infant_mortality_rate	1048.3
18019	Indiana	Clark	infant_mortality_rate	444.4
18021	Indiana	Clay	infant_mortality_rate	700.2
18023	Indiana	Clinton	infant_mortality_rate	705.3
18025	Indiana	Crawford	infant_mortality_rate	
18027	Indiana	Daviess	infant_mortality_rate	635.3
18029	Indiana	Dearborn	infant_mortality_rate	773.2
18031	Indiana	Decatur	infant_mortality_rate	
18033	Indiana	DeKalb	infant_mortality_rate	590.9
18035	Indiana	Delaware	infant_mortality_rate	784.1
18037	Indiana	Dubois	infant_mortality_rate	654.3
18039	Indiana	Elkhart	infant_mortality_rate	737.6
18041	Indiana	Fayette	infant_mortality_rate	
18043	Indiana	Floyd	infant_mortality_rate	519.8
18045	Indiana	Fountain	infant_mortality_rate	
18047	Indiana	Franklin	infant_mortality_rate	
18049	Indiana	Fulton	infant_mortality_rate	865.2
18051	Indiana	Gibson	infant_mortality_rate	
18053	Indiana	Grant	infant_mortality_rate	948.4
18055	Indiana	Greene	infant_mortality_rate	917.9
18057	Indiana	Hamilton	infant_mortality_rate	495.8
18059	Indiana	Hancock	infant_mortality_rate	863.6
18061	Indiana	Harrison	infant_mortality_rate	471.3
18063	Indiana	Hendricks	infant_mortality_rate	534
18065	Indiana	Henry	infant_mortality_rate	1092.2
18067	Indiana	Howard	infant_mortality_rate	573.8
18069	Indiana	Huntington	infant_mortality_rate	
18071	Indiana	Jackson	infant_mortality_rate	925.9
18073	Indiana	Jasper	infant_mortality_rate	711.9
18075	Indiana	Jay	infant_mortality_rate	861.5
18077	Indiana	Jefferson	infant_mortality_rate	668
18079	Indiana	Jennings	infant_mortality_rate	830.7
18081	Indiana	Johnson	infant_mortality_rate	695.4
18083	Indiana	Knox	infant_mortality_rate	768.6
18085	Indiana	Kosciusko	infant_mortality_rate	596.3
18087	Indiana	LaGrange	infant_mortality_rate	633.7
18089	Indiana	Lake	infant_mortality_rate	927.9
18091	Indiana	LaPorte	infant_mortality_rate	988.4
18093	Indiana	Lawrence	infant_mortality_rate	764.5
18095	Indiana	Madison	infant_mortality_rate	647.4
18097	Indiana	Marion	infant_mortality_rate	1051.9
18099	Indiana	Marshall	infant_mortality_rate	605.7
18101	Indiana	Martin	infant_mortality_rate	
18103	Indiana	Miami	infant_mortality_rate	943.9
18105	Indiana	Monroe	infant_mortality_rate	518.7
18107	Indiana	Montgomery	infant_mortality_rate	806.1
18109	Indiana	Morgan	infant_mortality_rate	660.8
18111	Indiana	Newton	infant_mortality_rate	
18113	Indiana	Noble	infant_mortality_rate	635.1
18115	Indiana	Ohio	infant_mortality_rate	
18117	Indiana	Orange	infant_mortality_rate	
18119	Indiana	Owen	infant_mortality_rate	
18121	Indiana	Parke	infant_mortality_rate	
18123	Indiana	Perry	infant_mortality_rate	
18125	Indiana	Pike	infant_mortality_rate	
18127	Indiana	Porter	infant_mortality_rate	506.3
18129	Indiana	Posey	infant_mortality_rate	
18131	Indiana	Pulaski	infant_mortality_rate	
18133	Indiana	Putnam	infant_mortality_rate	505.8
18135	Indiana	Randolph	infant_mortality_rate	
18137	Indiana	Ripley	infant_mortality_rate	638.6
18139	Indiana	Rush	infant_mortality_rate	
18141	Indiana	St. Joseph	infant_mortality_rate	974.6
18143	Indiana	Scott	infant_mortality_rate	
18145	Indiana	Shelby	infant_mortality_rate	617.3
18147	Indiana	Spencer	infant_mortality_rate	878.6
18149	Indiana	Starke	infant_mortality_rate	758.1
18151	Indiana	Steuben	infant_mortality_rate	
18153	Indiana	Sullivan	infant_mortality_rate	1024.8
18155	Indiana	Switzerland	infant_mortality_rate	
18157	Indiana	Tippecanoe	infant_mortality_rate	591.6
18159	Indiana	Tipton	infant_mortality_rate	
18161	Indiana	Union	infant_mortality_rate	
18163	Indiana	Vanderburgh	infant_mortality_rate	831.7
18165	Indiana	Vermillion	infant_mortality_rate	
18167	Indiana	Vigo	infant_mortality_rate	613.7
18169	Indiana	Wabash	infant_mortality_rate	
18171	Indiana	Warren	infant_mortality_rate	
18173	Indiana	Warrick	infant_mortality_rate	623.2
18175	Indiana	Washington	infant_mortality_rate	598.1
18177	Indiana	Wayne	infant_mortality_rate	686.8
18179	Indiana	Wells	infant_mortality_rate	
18181	Indiana	White	infant_mortality_rate	825.9
18183	Indiana	Whitley	infant_mortality_rate	
19001	Iowa	Adair	infant_mortality_rate	
19003	Iowa	Adams	infant_mortality_rate	
19005	Iowa	Allamakee	infant_mortality_rate	
19007	Iowa	Appanoose	infant_mortality_rate	
19009	Iowa	Audubon	infant_mortality_rate	
19011	Iowa	Benton	infant_mortality_rate	
19013	Iowa	Black Hawk	infant_mortality_rate	546.6
19015	Iowa	Boone	infant_mortality_rate	
19017	Iowa	Bremer	infant_mortality_rate	
19019	Iowa	Buchanan	infant_mortality_rate	
19021	Iowa	Buena Vista	infant_mortality_rate	
19023	Iowa	Butler	infant_mortality_rate	
19025	Iowa	Calhoun	infant_mortality_rate	
19027	Iowa	Carroll	infant_mortality_rate	
19029	Iowa	Cass	infant_mortality_rate	
19031	Iowa	Cedar	infant_mortality_rate	
19033	Iowa	Cerro Gordo	infant_mortality_rate	660.1
19035	Iowa	Cherokee	infant_mortality_rate	
19037	Iowa	Chickasaw	infant_mortality_rate	
19039	Iowa	Clarke	infant_mortality_rate	
19041	Iowa	Clay	infant_mortality_rate	
19043	Iowa	Clayton	infant_mortality_rate	
19045	Iowa	Clinton	infant_mortality_rate	953
19047	Iowa	Crawford	infant_mortality_rate	
19049	Iowa	Dallas	infant_mortality_rate	217.9
19051	Iowa	Davis	infant_mortality_rate	
19053	Iowa	Decatur	infant_mortality_rate	
19055	Iowa	Delaware	infant_mortality_rate	
19057	Iowa	Des Moines	infant_mortality_rate	582.8
19059	Iowa	Dickinson	infant_mortality_rate	
19061	Iowa	Dubuque	infant_mortality_rate	522.9
19063	Iowa	Emmet	infant_mortality_rate	
19065	Iowa	Fayette	infant_mortality_rate	
19067	Iowa	Floyd	infant_mortality_rate	
19069	Iowa	Franklin	infant_mortality_rate	
19071	Iowa	Fremont	infant_mortality_rate	
19073	Iowa	Greene	infant_mortality_rate	
19075	Iowa	Grundy	infant_mortality_rate	
19077	Iowa	Guthrie	infant_mortality_rate	
19079	Iowa	Hamilton	infant_mortality_rate	
19081	Iowa	Hancock	infant_mortality_rate	
19083	Iowa	Hardin	infant_mortality_rate	
19085	Iowa	Harrison	infant_mortality_rate	
19087	Iowa	Henry	infant_mortality_rate	
19089	Iowa	Howard	infant_mortality_rate	
19091	Iowa	Humboldt	infant_mortality_rate	
19093	Iowa	Ida	infant_mortality_rate	
19095	Iowa	Iowa	infant_mortality_rate	
19097	Iowa	Jackson	infant_mortality_rate	
19099	Iowa	Jasper	infant_mortality_rate	473.5
19101	Iowa	Jefferson	infant_mortality_rate	
19103	Iowa	Johnson	infant_mortality_rate	554.2
19105	Iowa	Jones	infant_mortality_rate	
19107	Iowa	Keokuk	infant_mortality_rate	
19109	Iowa	Kossuth	infant_mortality_rate	
19111	Iowa	Lee	infant_mortality_rate	
19113	Iowa	Linn	infant_mortality_rate	498.1
19115	Iowa	Louisa	infant_mortality_rate	
19117	Iowa	Lucas	infant_mortality_rate	
19119	Iowa	Lyon	infant_mortality_rate	
19121	Iowa	Madison	infant_mortality_rate	
19123	Iowa	Mahaska	infant_mortality_rate	
19125	Iowa	Marion	infant_mortality_rate	536.7
19127	Iowa	Marshall	infant_mortality_rate	
19129	Iowa	Mills	infant_mortality_rate	
19131	Iowa	Mitchell	infant_mortality_rate	
19133	Iowa	Monona	infant_mortality_rate	
19135	Iowa	Monroe	infant_mortality_rate	
19137	Iowa	Montgomery	infant_mortality_rate	
19139	Iowa	Muscatine	infant_mortality_rate	
19141	Iowa	O'Brien	infant_mortality_rate	
19143	Iowa	Osceola	infant_mortality_rate	
19145	Iowa	Page	infant_mortality_rate	
19147	Iowa	Palo Alto	infant_mortality_rate	
19149	Iowa	Plymouth	infant_mortality_rate	
19151	Iowa	Pocahontas	infant_mortality_rate	
19153	Iowa	Polk	infant_mortality_rate	609.5
19155	Iowa	Pottawattamie	infant_mortality_rate	548
19157	Iowa	Poweshiek	infant_mortality_rate	
19159	Iowa	Ringgold	infant_mortality_rate	
19161	Iowa	Sac	infant_mortality_rate	
19163	Iowa	Scott	infant_mortality_rate	537.5
19165	Iowa	Shelby	infant_mortality_rate	
19167	Iowa	Sioux	infant_mortality_rate	789.2
19169	Iowa	Story	infant_mortality_rate	394.1
19171	Iowa	Tama	infant_mortality_rate	
19173	Iowa	Taylor	infant_mortality_rate	
19175	Iowa	Union	infant_mortality_rate	
19177	Iowa	Van Buren	infant_mortality_rate	
19179	Iowa	Wapello	infant_mortality_rate	468.5
19181	Iowa	Warren	infant_mortality_rate	663.2
19183	Iowa	Washington	infant_mortality_rate	
19185	Iowa	Wayne	infant_mortality_rate	
19187	Iowa	Webster	infant_mortality_rate	
19189	Iowa	Winnebago	infant_mortality_rate	
19191	Iowa	Winneshiek	infant_mortality_rate	
19193	Iowa	Woodbury	infant_mortality_rate	598.7
19195	Iowa	Worth	infant_mortality_rate	
19197	Iowa	Wright	infant_mortality_rate	
20001	Kansas	Allen	infant_mortality_rate	
20003	Kansas	Anderson	infant_mortality_rate	
20005	Kansas	Atchison	infant_mortality_rate	
20007	Kansas	Barber	infant_mortality_rate	
20009	Kansas	Barton	infant_mortality_rate	789.9
20011	Kansas	Bourbon	infant_mortality_rate	
20013	Kansas	Brown	infant_mortality_rate	
20015	Kansas	Butler	infant_mortality_rate	576.5
20017	Kansas	Chase	infant_mortality_rate	
20019	Kansas	Chautauqua	infant_mortality_rate	
20021	Kansas	Cherokee	infant_mortality_rate	698.8
20023	Kansas	Cheyenne	infant_mortality_rate	
20025	Kansas	Clark	infant_mortality_rate	
20027	Kansas	Clay	infant_mortality_rate	
20029	Kansas	Cloud	infant_mortality_rate	
20031	Kansas	Coffey	infant_mortality_rate	
20033	Kansas	Comanche	infant_mortality_rate	
20035	Kansas	Cowley	infant_mortality_rate	1022.8
20037	Kansas	Crawford	infant_mortality_rate	785.3
20039	Kansas	Decatur	infant_mortality_rate	
20041	Kansas	Dickinson	infant_mortality_rate	
20043	Kansas	Doniphan	infant_mortality_rate	
20045	Kansas	Douglas	infant_mortality_rate	508.3
20047	Kansas	Edwards	infant_mortality_rate	
20049	Kansas	Elk	infant_mortality_rate	
20051	Kansas	Ellis	infant_mortality_rate	
20053	Kansas	Ellsworth	infant_mortality_rate	
20055	Kansas	Finney	infant_mortality_rate	614.3
20057	Kansas	Ford	infant_mortality_rate	771.6
20059	Kansas	Franklin	infant_mortality_rate	596.5
20061	Kansas	Geary	infant_mortality_rate	1182.4
20063	Kansas	Gove	infant_mortality_rate	
20065	Kansas	Graham	infant_mortality_rate	
20067	Kansas	Grant	infant_mortality_rate	
20069	Kansas	Gray	infant_mortality_rate	
20071	Kansas	Greeley	infant_mortality_rate	
20073	Kansas	Greenwood	infant_mortality_rate	
20075	Kansas	Hamilton	infant_mortality_rate	
20077	Kansas	Harper	infant_mortality_rate	
20079	Kansas	Harvey	infant_mortality_rate	590.8
20081	Kansas	Haskell	infant_mortality_rate	
20083	Kansas	Hodgeman	infant_mortality_rate	
20085	Kansas	Jackson	infant_mortality_rate	
20087	Kansas	Jefferson	infant_mortality_rate	
20089	Kansas	Jewell	infant_mortality_rate	
20091	Kansas	Johnson	infant_mortality_rate	621.5
20093	Kansas	Kearny	infant_mortality_rate	
20095	Kansas	Kingman	infant_mortality_rate	
20097	Kansas	Kiowa	infant_mortality_rate	
20099	Kansas	Labette	infant_mortality_rate	791.6
20101	Kansas	Lane	infant_mortality_rate	
20103	Kansas	Leavenworth	infant_mortality_rate	527.9
20105	Kansas	Lincoln	infant_mortality_rate	
20107	Kansas	Linn	infant_mortality_rate	
20109	Kansas	Logan	infant_mortality_rate	
20111	Kansas	Lyon	infant_mortality_rate	792
20113	Kansas	McPherson	infant_mortality_rate	818.8
20115	Kansas	Marion	infant_mortality_rate	2047.2
20117	Kansas	Marshall	infant_mortality_rate	
20119	Kansas	Meade	infant_mortality_rate	
20121	Kansas	Miami	infant_mortality_rate	614.4
20123	Kansas	Mitchell	infant_mortality_rate	
20125	Kansas	Montgomery	infant_mortality_rate	403.2
20127	Kansas	Morris	infant_mortality_rate	
20129	Kansas	Morton	infant_mortality_rate	
20131	Kansas	Nemaha	infant_mortality_rate	
20133	Kansas	Neosho	infant_mortality_rate	1591.8
20135	Kansas	Ness	infant_mortality_rate	
20137	Kansas	Norton	infant_mortality_rate	
20139	Kansas	Osage	infant_mortality_rate	
20141	Kansas	Osborne	infant_mortality_rate	
20143	Kansas	Ottawa	infant_mortality_rate	
20145	Kansas	Pawnee	infant_mortality_rate	
20147	Kansas	Phillips	infant_mortality_rate	
20149	Kansas	Pottawatomie	infant_mortality_rate	569.5
20151	Kansas	Pratt	infant_mortality_rate	
20153	Kansas	Rawlins	infant_mortality_rate	
20155	Kansas	Reno	infant_mortality_rate	866.1
20157	Kansas	Republic	infant_mortality_rate	
20159	Kansas	Rice	infant_mortality_rate	
20161	Kansas	Riley	infant_mortality_rate	588.8
20163	Kansas	Rooks	infant_mortality_rate	
20165	Kansas	Rush	infant_mortality_rate	
20167	Kansas	Russell	infant_mortality_rate	
20169	Kansas	Saline	infant_mortality_rate	842.8
20171	Kansas	Scott	infant_mortality_rate	
20173	Kansas	Sedgwick	infant_mortality_rate	817.5
20175	Kansas	Seward	infant_mortality_rate	706.6
20177	Kansas	Shawnee	infant_mortality_rate	877.2
20179	Kansas	Sheridan	infant_mortality_rate	
20181	Kansas	Sherman	infant_mortality_rate	
20183	Kansas	Smith	infant_mortality_rate	
20185	Kansas	Stafford	infant_mortality_rate	
20187	Kansas	Stanton	infant_mortality_rate	
20189	Kansas	Stevens	infant_mortality_rate	
20191	Kansas	Sumner	infant_mortality_rate	
20193	Kansas	Thomas	infant_mortality_rate	
20195	Kansas	Trego	infant_mortality_rate	
20197	Kansas	Wabaunsee	infant_mortality_rate	
20199	Kansas	Wallace	infant_mortality_rate	
20201	Kansas	Washington	infant_mortality_rate	
20203	Kansas	Wichita	infant_mortality_rate	
20205	Kansas	Wilson	infant_mortality_rate	
20207	Kansas	Woodson	infant_mortality_rate	
20209	Kansas	Wyandotte	infant_mortality_rate	843.3
21001	Kentucky	Adair	infant_mortality_rate	
21003	Kentucky	Allen	infant_mortality_rate	719.4
21005	Kentucky	Anderson	infant_mortality_rate	917.4
21007	Kentucky	Ballard	infant_mortality_rate	
21009	Kentucky	Barren	infant_mortality_rate	760.3
21011	Kentucky	Bath	infant_mortality_rate	
21013	Kentucky	Bell	infant_mortality_rate	1007.7
21015	Kentucky	Boone	infant_mortality_rate	676.1
21017	Kentucky	Bourbon	infant_mortality_rate	1097.2
21019	Kentucky	Boyd	infant_mortality_rate	653
21021	Kentucky	Boyle	infant_mortality_rate	
21023	Kentucky	Bracken	infant_mortality_rate	
21025	Kentucky	Breathitt	infant_mortality_rate	
21027	Kentucky	Breckinridge	infant_mortality_rate	
21029	Kentucky	Bullitt	infant_mortality_rate	437.1
21031	Kentucky	Butler	infant_mortality_rate	
21033	Kentucky	Caldwell	infant_mortality_rate	
21035	Kentucky	Calloway	infant_mortality_rate	
21037	Kentucky	Campbell	infant_mortality_rate	705.7
21039	Kentucky	Carlisle	infant_mortality_rate	
21041	Kentucky	Carroll	infant_mortality_rate	
21043	Kentucky	Carter	infant_mortality_rate	
21045	Kentucky	Casey	infant_mortality_rate	865.1
21047	Kentucky	Christian	infant_mortality_rate	875.4
21049	Kentucky	Clark	infant_mortality_rate	583.5
21051	Kentucky	Clay	infant_mortality_rate	
21053	Kentucky	Clinton	infant_mortality_rate	
21055	Kentucky	Crittenden	infant_mortality_rate	
21057	Kentucky	Cumberland	infant_mortality_rate	
21059	Kentucky	Daviess	infant_mortality_rate	891.1
21061	Kentucky	Edmonson	infant_mortality_rate	
21063	Kentucky	Elliott	infant_mortality_rate	
21065	Kentucky	Estill	infant_mortality_rate	1321.6
21067	Kentucky	Fayette	infant_mortality_rate	781.8
21069	Kentucky	Fleming	infant_mortality_rate	
21071	Kentucky	Floyd	infant_mortality_rate	954.2
21073	Kentucky	Franklin	infant_mortality_rate	648.9
21075	Kentucky	Fulton	infant_mortality_rate	
21077	Kentucky	Gallatin	infant_mortality_rate	
21079	Kentucky	Garrard	infant_mortality_rate	
21081	Kentucky	Grant	infant_mortality_rate	582.6
21083	Kentucky	Graves	infant_mortality_rate	581.8
21085	Kentucky	Grayson	infant_mortality_rate	
21087	Kentucky	Green	infant_mortality_rate	
21089	Kentucky	Greenup	infant_mortality_rate	612.6
21091	Kentucky	Hancock	infant_mortality_rate	
21093	Kentucky	Hardin	infant_mortality_rate	634.1
21095	Kentucky	Harlan	infant_mortality_rate	910
21097	Kentucky	Harrison	infant_mortality_rate	
21099	Kentucky	Hart	infant_mortality_rate	
21101	Kentucky	Henderson	infant_mortality_rate	851.2
21103	Kentucky	Henry	infant_mortality_rate	
21105	Kentucky	Hickman	infant_mortality_rate	
21107	Kentucky	Hopkins	infant_mortality_rate	873.8
21109	Kentucky	Jackson	infant_mortality_rate	
21111	Kentucky	Jefferson	infant_mortality_rate	703.2
21113	Kentucky	Jessamine	infant_mortality_rate	635.5
21115	Kentucky	Johnson	infant_mortality_rate	1326.8
21117	Kentucky	Kenton	infant_mortality_rate	1121.5
21119	Kentucky	Knott	infant_mortality_rate	
21121	Kentucky	Knox	infant_mortality_rate	871.6
21123	Kentucky	Larue	infant_mortality_rate	
21125	Kentucky	Laurel	infant_mortality_rate	565.9
21127	Kentucky	Lawrence	infant_mortality_rate	936.2
21129	Kentucky	Lee	infant_mortality_rate	
21131	Kentucky	Leslie	infant_mortality_rate	
21133	Kentucky	Letcher	infant_mortality_rate	
21135	Kentucky	Lewis	infant_mortality_rate	
21137	Kentucky	Lincoln	infant_mortality_rate	902.9
21139	Kentucky	Livingston	infant_mortality_rate	
21141	Kentucky	Logan	infant_mortality_rate	654.7
21143	Kentucky	Lyon	infant_mortality_rate	
21145	Kentucky	McCracken	infant_mortality_rate	759.6
21147	Kentucky	McCreary	infant_mortality_rate	854.7
21149	Kentucky	McLean	infant_mortality_rate	
21151	Kentucky	Madison	infant_mortality_rate	516.3
21153	Kentucky	Magoffin	infant_mortality_rate	
21155	Kentucky	Marion	infant_mortality_rate	
21157	Kentucky	Marshall	infant_mortality_rate	
21159	Kentucky	Martin	infant_mortality_rate	
21161	Kentucky	Mason	infant_mortality_rate	1327.4
21163	Kentucky	Meade	infant_mortality_rate	
21165	Kentucky	Menifee	infant_mortality_rate	
21167	Kentucky	Mercer	infant_mortality_rate	
21169	Kentucky	Metcalfe	infant_mortality_rate	
21171	Kentucky	Monroe	infant_mortality_rate	
21173	Kentucky	Montgomery	infant_mortality_rate	814.3
21175	Kentucky	Morgan	infant_mortality_rate	
21177	Kentucky	Muhlenberg	infant_mortality_rate	1129.6
21179	Kentucky	Nelson	infant_mortality_rate	456.5
21181	Kentucky	Nicholas	infant_mortality_rate	
21183	Kentucky	Ohio	infant_mortality_rate	571.1
21185	Kentucky	Oldham	infant_mortality_rate	470.8
21187	Kentucky	Owen	infant_mortality_rate	
21189	Kentucky	Owsley	infant_mortality_rate	
21191	Kentucky	Pendleton	infant_mortality_rate	1369.9
