FIPS	State	County	Variable	homicide_rate
17107	Illinois	Logan	homicide_rate	
17109	Illinois	McDonough	homicide_rate	
17111	Illinois	McHenry	homicide_rate	1
17113	Illinois	McLean	homicide_rate	2
17115	Illinois	Macon	homicide_rate	6
17117	Illinois	Macoupin	homicide_rate	
17119	Illinois	Madison	homicide_rate	5
17121	Illinois	Marion	homicide_rate	
17123	Illinois	Marshall	homicide_rate	
17125	Illinois	Mason	homicide_rate	
17127	Illinois	Massac	homicide_rate	
17129	Illinois	Menard	homicide_rate	
17131	Illinois	Mercer	homicide_rate	
17133	Illinois	Monroe	homicide_rate	
17135	Illinois	Montgomery	homicide_rate	
17137	Illinois	Morgan	homicide_rate	4
17139	Illinois	Moultrie	homicide_rate	
17141	Illinois	Ogle	homicide_rate	
17143	Illinois	Peoria	homicide_rate	9
17145	Illinois	Perry	homicide_rate	
17147	Illinois	Piatt	homicide_rate	
17149	Illinois	Pike	homicide_rate	
17151	Illinois	Pope	homicide_rate	
17153	Illinois	Pulaski	homicide_rate	
17155	Illinois	Putnam	homicide_rate	
17157	Illinois	Randolph	homicide_rate	
17159	Illinois	Richland	homicide_rate	
17161	Illinois	Rock Island	homicide_rate	4
17163	Illinois	St. Clair	homicide_rate	15
17165	Illinois	Saline	homicide_rate	
17167	Illinois	Sangamon	homicide_rate	5
17169	Illinois	Schuyler	homicide_rate	
17171	Illinois	Scott	homicide_rate	
17173	Illinois	Shelby	homicide_rate	
17175	Illinois	Stark	homicide_rate	
17177	Illinois	Stephenson	homicide_rate	4
17179	Illinois	Tazewell	homicide_rate	3
17181	Illinois	Union	homicide_rate	
17183	Illinois	Vermilion	homicide_rate	6
17185	Illinois	Wabash	homicide_rate	
17187	Illinois	Warren	homicide_rate	
17189	Illinois	Washington	homicide_rate	
17191	Illinois	Wayne	homicide_rate	
17193	Illinois	White	homicide_rate	
17195	Illinois	Whiteside	homicide_rate	3
17197	Illinois	Will	homicide_rate	4
17199	Illinois	Williamson	homicide_rate	3
17201	Illinois	Winnebago	homicide_rate	7
17203	Illinois	Woodford	homicide_rate	
18001	Indiana	Adams	homicide_rate	
18003	Indiana	Allen	homicide_rate	7
18005	Indiana	Bartholomew	homicide_rate	2
18007	Indiana	Benton	homicide_rate	
18009	Indiana	Blackford	homicide_rate	
18011	Indiana	Boone	homicide_rate	3
18013	Indiana	Brown	homicide_rate	
18015	Indiana	Carroll	homicide_rate	
18017	Indiana	Cass	homicide_rate	
18019	Indiana	Clark	homicide_rate	2
18021	Indiana	Clay	homicide_rate	
18023	Indiana	Clinton	homicide_rate	
18025	Indiana	Crawford	homicide_rate	
18027	Indiana	Daviess	homicide_rate	
18029	Indiana	Dearborn	homicide_rate	
18031	Indiana	Decatur	homicide_rate	
18033	Indiana	DeKalb	homicide_rate	
18035	Indiana	Delaware	homicide_rate	3
18037	Indiana	Dubois	homicide_rate	
18039	Indiana	Elkhart	homicide_rate	3
18041	Indiana	Fayette	homicide_rate	
18043	Indiana	Floyd	homicide_rate	3
18045	Indiana	Fountain	homicide_rate	
18047	Indiana	Franklin	homicide_rate	
18049	Indiana	Fulton	homicide_rate	
18051	Indiana	Gibson	homicide_rate	
18053	Indiana	Grant	homicide_rate	3
18055	Indiana	Greene	homicide_rate	
18057	Indiana	Hamilton	homicide_rate	1
18059	Indiana	Hancock	homicide_rate	
18061	Indiana	Harrison	homicide_rate	
18063	Indiana	Hendricks	homicide_rate	1
18065	Indiana	Henry	homicide_rate	4
18067	Indiana	Howard	homicide_rate	4
18069	Indiana	Huntington	homicide_rate	
18071	Indiana	Jackson	homicide_rate	
18073	Indiana	Jasper	homicide_rate	4
18075	Indiana	Jay	homicide_rate	
18077	Indiana	Jefferson	homicide_rate	
18079	Indiana	Jennings	homicide_rate	
18081	Indiana	Johnson	homicide_rate	2
18083	Indiana	Knox	homicide_rate	
18085	Indiana	Kosciusko	homicide_rate	
18087	Indiana	LaGrange	homicide_rate	
18089	Indiana	Lake	homicide_rate	18
18091	Indiana	LaPorte	homicide_rate	4
18093	Indiana	Lawrence	homicide_rate	4
18095	Indiana	Madison	homicide_rate	4
18097	Indiana	Marion	homicide_rate	13
18099	Indiana	Marshall	homicide_rate	
18101	Indiana	Martin	homicide_rate	
18103	Indiana	Miami	homicide_rate	
18105	Indiana	Monroe	homicide_rate	2
18107	Indiana	Montgomery	homicide_rate	
18109	Indiana	Morgan	homicide_rate	
18111	Indiana	Newton	homicide_rate	
18113	Indiana	Noble	homicide_rate	
18115	Indiana	Ohio	homicide_rate	
18117	Indiana	Orange	homicide_rate	
18119	Indiana	Owen	homicide_rate	
18121	Indiana	Parke	homicide_rate	
18123	Indiana	Perry	homicide_rate	
18125	Indiana	Pike	homicide_rate	
18127	Indiana	Porter	homicide_rate	2
18129	Indiana	Posey	homicide_rate	
18131	Indiana	Pulaski	homicide_rate	
18133	Indiana	Putnam	homicide_rate	
18135	Indiana	Randolph	homicide_rate	
18137	Indiana	Ripley	homicide_rate	
18139	Indiana	Rush	homicide_rate	
18141	Indiana	St. Joseph	homicide_rate	6
18143	Indiana	Scott	homicide_rate	6
18145	Indiana	Shelby	homicide_rate	3
18147	Indiana	Spencer	homicide_rate	
18149	Indiana	Starke	homicide_rate	
18151	Indiana	Steuben	homicide_rate	
18153	Indiana	Sullivan	homicide_rate	
18155	Indiana	Switzerland	homicide_rate	
18157	Indiana	Tippecanoe	homicide_rate	2
18159	Indiana	Tipton	homicide_rate	
18161	Indiana	Union	homicide_rate	
18163	Indiana	Vanderburgh	homicide_rate	4
18165	Indiana	Vermillion	homicide_rate	
18167	Indiana	Vigo	homicide_rate	4
18169	Indiana	Wabash	homicide_rate	
18171	Indiana	Warren	homicide_rate	
18173	Indiana	Warrick	homicide_rate	
18175	Indiana	Washington	homicide_rate	
18177	Indiana	Wayne	homicide_rate	2
18179	Indiana	Wells	homicide_rate	
18181	Indiana	White	homicide_rate	
18183	Indiana	Whitley	homicide_rate	
19001	Iowa	Adair	homicide_rate	
19003	Iowa	Adams	homicide_rate	
19005	Iowa	Allamakee	homicide_rate	
19007	Iowa	Appanoose	homicide_rate	
19009	Iowa	Audubon	homicide_rate	
19011	Iowa	Benton	homicide_rate	
19013	Iowa	Black Hawk	homicide_rate	3
19015	Iowa	Boone	homicide_rate	
19017	Iowa	Bremer	homicide_rate	
19019	Iowa	Buchanan	homicide_rate	
19021	Iowa	Buena Vista	homicide_rate	
19023	Iowa	Butler	homicide_rate	
19025	Iowa	Calhoun	homicide_rate	
19027	Iowa	Carroll	homicide_rate	
19029	Iowa	Cass	homicide_rate	
19031	Iowa	Cedar	homicide_rate	
19033	Iowa	Cerro Gordo	homicide_rate	
19035	Iowa	Cherokee	homicide_rate	
19037	Iowa	Chickasaw	homicide_rate	
19039	Iowa	Clarke	homicide_rate	
19041	Iowa	Clay	homicide_rate	
19043	Iowa	Clayton	homicide_rate	
19045	Iowa	Clinton	homicide_rate	
19047	Iowa	Crawford	homicide_rate	
19049	Iowa	Dallas	homicide_rate	
19051	Iowa	Davis	homicide_rate	
19053	Iowa	Decatur	homicide_rate	
19055	Iowa	Delaware	homicide_rate	
19057	Iowa	Des Moines	homicide_rate	4
19059	Iowa	Dickinson	homicide_rate	
19061	Iowa	Dubuque	homicide_rate	2
19063	Iowa	Emmet	homicide_rate	
19065	Iowa	Fayette	homicide_rate	
19067	Iowa	Floyd	homicide_rate	
19069	Iowa	Franklin	homicide_rate	
19071	Iowa	Fremont	homicide_rate	
19073	Iowa	Greene	homicide_rate	
19075	Iowa	Grundy	homicide_rate	
19077	Iowa	Guthrie	homicide_rate	
19079	Iowa	Hamilton	homicide_rate	
19081	Iowa	Hancock	homicide_rate	
19083	Iowa	Hardin	homicide_rate	
19085	Iowa	Harrison	homicide_rate	
19087	Iowa	Henry	homicide_rate	
19089	Iowa	Howard	homicide_rate	
19091	Iowa	Humboldt	homicide_rate	
19093	Iowa	Ida	homicide_rate	
19095	Iowa	Iowa	homicide_rate	
19097	Iowa	Jackson	homicide_rate	
19099	Iowa	Jasper	homicide_rate	
19101	Iowa	Jefferson	homicide_rate	
19103	Iowa	Johnson	homicide_rate	2
19105	Iowa	Jones	homicide_rate	
19107	Iowa	Keokuk	homicide_rate	
19109	Iowa	Kossuth	homicide_rate	
19111	Iowa	Lee	homicide_rate	
19113	Iowa	Linn	homicide_rate	2
19115	Iowa	Louisa	homicide_rate	
19117	Iowa	Lucas	homicide_rate	
19119	Iowa	Lyon	homicide_rate	
19121	Iowa	Madison	homicide_rate	
19123	Iowa	Mahaska	homicide_rate	
19125	Iowa	Marion	homicide_rate	
19127	Iowa	Marshall	homicide_rate	
19129	Iowa	Mills	homicide_rate	
19131	Iowa	Mitchell	homicide_rate	
19133	Iowa	Monona	homicide_rate	
19135	Iowa	Monroe	homicide_rate	
19137	Iowa	Montgomery	homicide_rate	
19139	Iowa	Muscatine	homicide_rate	3
19141	Iowa	O'Brien	homicide_rate	
19143	Iowa	Osceola	homicide_rate	
19145	Iowa	Page	homicide_rate	
19147	Iowa	Palo Alto	homicide_rate	
19149	Iowa	Plymouth	homicide_rate	
19151	Iowa	Pocahontas	homicide_rate	
19153	Iowa	Polk	homicide_rate	3
19155	Iowa	Pottawattamie	homicide_rate	4
19157	Iowa	Poweshiek	homicide_rate	
19159	Iowa	Ringgold	homicide_rate	
19161	Iowa	Sac	homicide_rate	
19163	Iowa	Scott	homicide_rate	4
19165	Iowa	Shelby	homicide_rate	
19167	Iowa	Sioux	homicide_rate	
19169	Iowa	Story	homicide_rate	
19171	Iowa	Tama	homicide_rate	
19173	Iowa	Taylor	homicide_rate	
19175	Iowa	Union	homicide_rate	
19177	Iowa	Van Buren	homicide_rate	
19179	Iowa	Wapello	homicide_rate	
19181	Iowa	Warren	homicide_rate	
19183	Iowa	Washington	homicide_rate	
19185	Iowa	Wayne	homicide_rate	
19187	Iowa	Webster	homicide_rate	4
19189	Iowa	Winnebago	homicide_rate	
19191	Iowa	Winneshiek	homicide_rate	
19193	Iowa	Woodbury	homicide_rate	3
19195	Iowa	Worth	homicide_rate	
19197	Iowa	Wright	homicide_rate	
20001	Kansas	Allen	homicide_rate	
20003	Kansas	Anderson	homicide_rate	
20005	Kansas	Atchison	homicide_rate	
20007	Kansas	Barber	homicide_rate	
20009	Kansas	Barton	homicide_rate	
20011	Kansas	Bourbon	homicide_rate	
20013	Kansas	Brown	homicide_rate	
20015	Kansas	Butler	homicide_rate	
20017	Kansas	Chase	homicide_rate	
20019	Kansas	Chautauqua	homicide_rate	
20021	Kansas	Cherokee	homicide_rate	
20023	Kansas	Cheyenne	homicide_rate	
20025	Kansas	Clark	homicide_rate	
20027	Kansas	Clay	homicide_rate	
20029	Kansas	Cloud	homicide_rate	
20031	Kansas	Coffey	homicide_rate	
20033	Kansas	Comanche	homicide_rate	
20035	Kansas	Cowley	homicide_rate	
20037	Kansas	Crawford	homicide_rate	
20039	Kansas	Decatur	homicide_rate	
20041	Kansas	Dickinson	homicide_rate	
20043	Kansas	Doniphan	homicide_rate	
20045	Kansas	Douglas	homicide_rate	2
20047	Kansas	Edwards	homicide_rate	
20049	Kansas	Elk	homicide_rate	
20051	Kansas	Ellis	homicide_rate	
20053	Kansas	Ellsworth	homicide_rate	
20055	Kansas	Finney	homicide_rate	
20057	Kansas	Ford	homicide_rate	
20059	Kansas	Franklin	homicide_rate	
20061	Kansas	Geary	homicide_rate	7
20063	Kansas	Gove	homicide_rate	
20065	Kansas	Graham	homicide_rate	
20067	Kansas	Grant	homicide_rate	
20069	Kansas	Gray	homicide_rate	
20071	Kansas	Greeley	homicide_rate	
20073	Kansas	Greenwood	homicide_rate	
20075	Kansas	Hamilton	homicide_rate	
20077	Kansas	Harper	homicide_rate	
20079	Kansas	Harvey	homicide_rate	
20081	Kansas	Haskell	homicide_rate	
20083	Kansas	Hodgeman	homicide_rate	
20085	Kansas	Jackson	homicide_rate	
20087	Kansas	Jefferson	homicide_rate	
20089	Kansas	Jewell	homicide_rate	
20091	Kansas	Johnson	homicide_rate	2
20093	Kansas	Kearny	homicide_rate	
20095	Kansas	Kingman	homicide_rate	
20097	Kansas	Kiowa	homicide_rate	
20099	Kansas	Labette	homicide_rate	
20101	Kansas	Lane	homicide_rate	
20103	Kansas	Leavenworth	homicide_rate	2
20105	Kansas	Lincoln	homicide_rate	
20107	Kansas	Linn	homicide_rate	
20109	Kansas	Logan	homicide_rate	
20111	Kansas	Lyon	homicide_rate	
20113	Kansas	McPherson	homicide_rate	
20115	Kansas	Marion	homicide_rate	
20117	Kansas	Marshall	homicide_rate	
20119	Kansas	Meade	homicide_rate	
20121	Kansas	Miami	homicide_rate	
20123	Kansas	Mitchell	homicide_rate	
20125	Kansas	Montgomery	homicide_rate	4
20127	Kansas	Morris	homicide_rate	
20129	Kansas	Morton	homicide_rate	
20131	Kansas	Nemaha	homicide_rate	
20133	Kansas	Neosho	homicide_rate	
20135	Kansas	Ness	homicide_rate	
20137	Kansas	Norton	homicide_rate	
20139	Kansas	Osage	homicide_rate	
20141	Kansas	Osborne	homicide_rate	
20143	Kansas	Ottawa	homicide_rate	
20145	Kansas	Pawnee	homicide_rate	
20147	Kansas	Phillips	homicide_rate	
20149	Kansas	Pottawatomie	homicide_rate	
20151	Kansas	Pratt	homicide_rate	
20153	Kansas	Rawlins	homicide_rate	
20155	Kansas	Reno	homicide_rate	2
20157	Kansas	Republic	homicide_rate	
20159	Kansas	Rice	homicide_rate	
20161	Kansas	Riley	homicide_rate	
20163	Kansas	Rooks	homicide_rate	
20165	Kansas	Rush	homicide_rate	
20167	Kansas	Russell	homicide_rate	
20169	Kansas	Saline	homicide_rate	5
20171	Kansas	Scott	homicide_rate	
20173	Kansas	Sedgwick	homicide_rate	6
20175	Kansas	Seward	homicide_rate	
20177	Kansas	Shawnee	homicide_rate	7
20179	Kansas	Sheridan	homicide_rate	
20181	Kansas	Sherman	homicide_rate	
20183	Kansas	Smith	homicide_rate	
20185	Kansas	Stafford	homicide_rate	
20187	Kansas	Stanton	homicide_rate	
20189	Kansas	Stevens	homicide_rate	
20191	Kansas	Sumner	homicide_rate	
20193	Kansas	Thomas	homicide_rate	
20195	Kansas	Trego	homicide_rate	
20197	Kansas	Wabaunsee	homicide_rate	
20199	Kansas	Wallace	homicide_rate	
20201	Kansas	Washington	homicide_rate	
20203	Kansas	Wichita	homicide_rate	
20205	Kansas	Wilson	homicide_rate	
20207	Kansas	Woodson	homicide_rate	
20209	Kansas	Wyandotte	homicide_rate	19
21001	Kentucky	Adair	homicide_rate	
21003	Kentucky	Allen	homicide_rate	
21005	Kentucky	Anderson	homicide_rate	
21007	Kentucky	Ballard	homicide_rate	
21009	Kentucky	Barren	homicide_rate	4
21011	Kentucky	Bath	homicide_rate	
21013	Kentucky	Bell	homicide_rate	6
21015	Kentucky	Boone	homicide_rate	2
21017	Kentucky	Bourbon	homicide_rate	
21019	Kentucky	Boyd	homicide_rate	3
21021	Kentucky	Boyle	homicide_rate	
21023	Kentucky	Bracken	homicide_rate	
21025	Kentucky	Breathitt	homicide_rate	12
21027	Kentucky	Breckinridge	homicide_rate	
21029	Kentucky	Bullitt	homicide_rate	3
21031	Kentucky	Butler	homicide_rate	
21033	Kentucky	Caldwell	homicide_rate	
21035	Kentucky	Calloway	homicide_rate	
21037	Kentucky	Campbell	homicide_rate	3
21039	Kentucky	Carlisle	homicide_rate	
21041	Kentucky	Carroll	homicide_rate	
21043	Kentucky	Carter	homicide_rate	10
21045	Kentucky	Casey	homicide_rate	
21047	Kentucky	Christian	homicide_rate	6
21049	Kentucky	Clark	homicide_rate	4
21051	Kentucky	Clay	homicide_rate	
21053	Kentucky	Clinton	homicide_rate	
21055	Kentucky	Crittenden	homicide_rate	
21057	Kentucky	Cumberland	homicide_rate	
21059	Kentucky	Daviess	homicide_rate	3
21061	Kentucky	Edmonson	homicide_rate	
21063	Kentucky	Elliott	homicide_rate	
21065	Kentucky	Estill	homicide_rate	12
21067	Kentucky	Fayette	homicide_rate	5
21069	Kentucky	Fleming	homicide_rate	
21071	Kentucky	Floyd	homicide_rate	7
21073	Kentucky	Franklin	homicide_rate	3
21075	Kentucky	Fulton	homicide_rate	
21077	Kentucky	Gallatin	homicide_rate	
21079	Kentucky	Garrard	homicide_rate	
21081	Kentucky	Grant	homicide_rate	
21083	Kentucky	Graves	homicide_rate	4
21085	Kentucky	Grayson	homicide_rate	
21087	Kentucky	Green	homicide_rate	
21089	Kentucky	Greenup	homicide_rate	
21091	Kentucky	Hancock	homicide_rate	
21093	Kentucky	Hardin	homicide_rate	3
21095	Kentucky	Harlan	homicide_rate	5
21097	Kentucky	Harrison	homicide_rate	
21099	Kentucky	Hart	homicide_rate	
21101	Kentucky	Henderson	homicide_rate	5
21103	Kentucky	Henry	homicide_rate	
21105	Kentucky	Hickman	homicide_rate	
21107	Kentucky	Hopkins	homicide_rate	4
21109	Kentucky	Jackson	homicide_rate	
21111	Kentucky	Jefferson	homicide_rate	9
21113	Kentucky	Jessamine	homicide_rate	
21115	Kentucky	Johnson	homicide_rate	6
21117	Kentucky	Kenton	homicide_rate	4
21119	Kentucky	Knott	homicide_rate	
21121	Kentucky	Knox	homicide_rate	
21123	Kentucky	Larue	homicide_rate	
21125	Kentucky	Laurel	homicide_rate	6
21127	Kentucky	Lawrence	homicide_rate	
21129	Kentucky	Lee	homicide_rate	
21131	Kentucky	Leslie	homicide_rate	
21133	Kentucky	Letcher	homicide_rate	6
21135	Kentucky	Lewis	homicide_rate	
21137	Kentucky	Lincoln	homicide_rate	
21139	Kentucky	Livingston	homicide_rate	
21141	Kentucky	Logan	homicide_rate	
21143	Kentucky	Lyon	homicide_rate	
21145	Kentucky	McCracken	homicide_rate	4
21147	Kentucky	McCreary	homicide_rate	
21149	Kentucky	McLean	homicide_rate	
21151	Kentucky	Madison	homicide_rate	3
21153	Kentucky	Magoffin	homicide_rate	
21155	Kentucky	Marion	homicide_rate	
21157	Kentucky	Marshall	homicide_rate	
21159	Kentucky	Martin	homicide_rate	
21161	Kentucky	Mason	homicide_rate	
21163	Kentucky	Meade	homicide_rate	
21165	Kentucky	Menifee	homicide_rate	
21167	Kentucky	Mercer	homicide_rate	
21169	Kentucky	Metcalfe	homicide_rate	
21171	Kentucky	Monroe	homicide_rate	
21173	Kentucky	Montgomery	homicide_rate	10
21175	Kentucky	Morgan	homicide_rate	
21177	Kentucky	Muhlenberg	homicide_rate	5
21179	Kentucky	Nelson	homicide_rate	
21181	Kentucky	Nicholas	homicide_rate	
21183	Kentucky	Ohio	homicide_rate	
21185	Kentucky	Oldham	homicide_rate	
21187	Kentucky	Owen	homicide_rate	
21189	Kentucky	Owsley	homicide_rate	
21191	Kentucky	Pendleton	homicide_rate	
21193	Kentucky	Perry	homicide_rate	8
21195	Kentucky	Pike	homicide_rate	6
21197	Kentucky	Powell	homicide_rate	
21199	Kentucky	Pulaski	homicide_rate	3
21201	Kentucky	Robertson	homicide_rate	
21203	Kentucky	Rockcastle	homicide_rate	
21205	Kentucky	Rowan	homicide_rate	
21207	Kentucky	Russell	homicide_rate	
21209	Kentucky	Scott	homicide_rate	3
21211	Kentucky	Shelby	homicide_rate	
21213	Kentucky	Simpson	homicide_rate	
21215	Kentucky	Spencer	homicide_rate	
21217	Kentucky	Taylor	homicide_rate	7
21219	Kentucky	Todd	homicide_rate	
21221	Kentucky	Trigg	homicide_rate	
21223	Kentucky	Trimble	homicide_rate	
21225	Kentucky	Union	homicide_rate	
21227	Kentucky	Warren	homicide_rate	3
21229	Kentucky	Washington	homicide_rate	
21231	Kentucky	Wayne	homicide_rate	
21233	Kentucky	Webster	homicide_rate	
21235	Kentucky	Whitley	homicide_rate	7
21237	Kentucky	Wolfe	homicide_rate	
21239	Kentucky	Woodford	homicide_rate	
22001	Louisiana	Acadia	homicide_rate	5
22003	Louisiana	Allen	homicide_rate	
22005	Louisiana	Ascension	homicide_rate	6
22007	Louisiana	Assumption	homicide_rate	6
22009	Louisiana	Avoyelles	homicide_rate	5
22011	Louisiana	Beauregard	homicide_rate	5
22013	Louisiana	Bienville	homicide_rate	
22015	Louisiana	Bossier	homicide_rate	5
22017	Louisiana	Caddo	homicide_rate	15
22019	Louisiana	Calcasieu	homicide_rate	9
22021	Louisiana	Caldwell	homicide_rate	
22023	Louisiana	Cameron	homicide_rate	
22025	Louisiana	Catahoula	homicide_rate	
22027	Louisiana	Claiborne	homicide_rate	
22029	Louisiana	Concordia	homicide_rate	13
22031	Louisiana	De Soto	homicide_rate	8
22033	Louisiana	East Baton Rouge	homicide_rate	17
22035	Louisiana	East Carroll	homicide_rate	25
22037	Louisiana	East Feliciana	homicide_rate	8
22039	Louisiana	Evangeline	homicide_rate	5
22041	Louisiana	Franklin	homicide_rate	
22043	Louisiana	Grant	homicide_rate	8
22045	Louisiana	Iberia	homicide_rate	8
22047	Louisiana	Iberville	homicide_rate	11
22049	Louisiana	Jackson	homicide_rate	
22051	Louisiana	Jefferson	homicide_rate	16
22053	Louisiana	Jefferson Davis	homicide_rate	11
22055	Louisiana	Lafayette	homicide_rate	6
22057	Louisiana	Lafourche	homicide_rate	6
22059	Louisiana	La Salle	homicide_rate	
22061	Louisiana	Lincoln	homicide_rate	5
22063	Louisiana	Livingston	homicide_rate	6
22065	Louisiana	Madison	homicide_rate	13
22067	Louisiana	Morehouse	homicide_rate	11
22069	Louisiana	Natchitoches	homicide_rate	10
22071	Louisiana	Orleans	homicide_rate	51
22073	Louisiana	Ouachita	homicide_rate	8
22075	Louisiana	Plaquemines	homicide_rate	6
22077	Louisiana	Pointe Coupee	homicide_rate	9
22079	Louisiana	Rapides	homicide_rate	9
22081	Louisiana	Red River	homicide_rate	
22083	Louisiana	Richland	homicide_rate	
22085	Louisiana	Sabine	homicide_rate	
22087	Louisiana	St. Bernard	homicide_rate	6
22089	Louisiana	St. Charles	homicide_rate	8
22091	Louisiana	St. Helena	homicide_rate	
22093	Louisiana	St. James	homicide_rate	9
22095	Louisiana	St. John the Baptist	homicide_rate	18
22097	Louisiana	St. Landry	homicide_rate	7
22099	Louisiana	St. Martin	homicide_rate	4
22101	Louisiana	St. Mary	homicide_rate	8
22103	Louisiana	St. Tammany	homicide_rate	4
22105	Louisiana	Tangipahoa	homicide_rate	8
22107	Louisiana	Tensas	homicide_rate	
22109	Louisiana	Terrebonne	homicide_rate	9
22111	Louisiana	Union	homicide_rate	
22113	Louisiana	Vermilion	homicide_rate	4
22115	Louisiana	Vernon	homicide_rate	5
22117	Louisiana	Washington	homicide_rate	13
22119	Louisiana	Webster	homicide_rate	8
22121	Louisiana	West Baton Rouge	homicide_rate	10
22123	Louisiana	West Carroll	homicide_rate	
22125	Louisiana	West Feliciana	homicide_rate	
22127	Louisiana	Winn	homicide_rate	9
23001	Maine	Androscoggin	homicide_rate	2
23003	Maine	Aroostook	homicide_rate	
23005	Maine	Cumberland	homicide_rate	2
23007	Maine	Franklin	homicide_rate	
23009	Maine	Hancock	homicide_rate	
23011	Maine	Kennebec	homicide_rate	1
23013	Maine	Knox	homicide_rate	
23015	Maine	Lincoln	homicide_rate	
23017	Maine	Oxford	homicide_rate	4
23019	Maine	Penobscot	homicide_rate	2
23021	Maine	Piscataquis	homicide_rate	
23023	Maine	Sagadahoc	homicide_rate	
23025	Maine	Somerset	homicide_rate	
23027	Maine	Waldo	homicide_rate	
23029	Maine	Washington	homicide_rate	
23031	Maine	York	homicide_rate	2
24001	Maryland	Allegany	homicide_rate	2
24003	Maryland	Anne Arundel	homicide_rate	4
24005	Maryland	Baltimore	homicide_rate	6
24009	Maryland	Calvert	homicide_rate	3
24011	Maryland	Caroline	homicide_rate	
24013	Maryland	Carroll	homicide_rate	1
24015	Maryland	Cecil	homicide_rate	5
24017	Maryland	Charles	homicide_rate	5
24019	Maryland	Dorchester	homicide_rate	
24021	Maryland	Frederick	homicide_rate	2
24023	Maryland	Garrett	homicide_rate	
24025	Maryland	Harford	homicide_rate	3
24027	Maryland	Howard	homicide_rate	3
24029	Maryland	Kent	homicide_rate	
24031	Maryland	Montgomery	homicide_rate	3
24033	Maryland	Prince George's	homicide_rate	16
24035	Maryland	Queen Anne's	homicide_rate	
24037	Maryland	St. Mary's	homicide_rate	2
24039	Maryland	Somerset	homicide_rate	
24041	Maryland	Talbot	homicide_rate	
24043	Maryland	Washington	homicide_rate	2
24045	Maryland	Wicomico	homicide_rate	7
24047	Maryland	Worcester	homicide_rate	
24510	Maryland	Baltimore City	homicide_rate	38
25001	Massachusetts	Barnstable	homicide_rate	1
25003	Massachusetts	Berkshire	homicide_rate	2
25005	Massachusetts	Bristol	homicide_rate	3
25007	Massachusetts	Dukes	homicide_rate	
25009	Massachusetts	Essex	homicide_rate	2
25011	Massachusetts	Franklin	homicide_rate	
25013	Massachusetts	Hampden	homicide_rate	5
25015	Massachusetts	Hampshire	homicide_rate	
25017	Massachusetts	Middlesex	homicide_rate	1
25019	Massachusetts	Nantucket	homicide_rate	
25021	Massachusetts	Norfolk	homicide_rate	1
25023	Massachusetts	Plymouth	homicide_rate	3
25025	Massachusetts	Suffolk	homicide_rate	9
25027	Massachusetts	Worcester	homicide_rate	2
26001	Michigan	Alcona	homicide_rate	
26003	Michigan	Alger	homicide_rate	
26005	Michigan	Allegan	homicide_rate	
26007	Michigan	Alpena	homicide_rate	
26009	Michigan	Antrim	homicide_rate	
26011	Michigan	Arenac	homicide_rate	
26013	Michigan	Baraga	homicide_rate	
26015	Michigan	Barry	homicide_rate	
26017	Michigan	Bay	homicide_rate	2
26019	Michigan	Benzie	homicide_rate	
26021	Michigan	Berrien	homicide_rate	4
26023	Michigan	Branch	homicide_rate	
26025	Michigan	Calhoun	homicide_rate	6
26027	Michigan	Cass	homicide_rate	3
26029	Michigan	Charlevoix	homicide_rate	
26031	Michigan	Cheboygan	homicide_rate	
26033	Michigan	Chippewa	homicide_rate	
26035	Michigan	Clare	homicide_rate	
26037	Michigan	Clinton	homicide_rate	
26039	Michigan	Crawford	homicide_rate	
26041	Michigan	Delta	homicide_rate	
26043	Michigan	Dickinson	homicide_rate	
26045	Michigan	Eaton	homicide_rate	2
26047	Michigan	Emmet	homicide_rate	
26049	Michigan	Genesee	homicide_rate	12
26051	Michigan	Gladwin	homicide_rate	
26053	Michigan	Gogebic	homicide_rate	
26055	Michigan	Grand Traverse	homicide_rate	
26057	Michigan	Gratiot	homicide_rate	
26059	Michigan	Hillsdale	homicide_rate	
26061	Michigan	Houghton	homicide_rate	
26063	Michigan	Huron	homicide_rate	
26065	Michigan	Ingham	homicide_rate	4
26067	Michigan	Ionia	homicide_rate	
26069	Michigan	Iosco	homicide_rate	
26071	Michigan	Iron	homicide_rate	
26073	Michigan	Isabella	homicide_rate	
26075	Michigan	Jackson	homicide_rate	4
26077	Michigan	Kalamazoo	homicide_rate	3
26079	Michigan	Kalkaska	homicide_rate	
26081	Michigan	Kent	homicide_rate	3
26083	Michigan	Keweenaw	homicide_rate	
26085	Michigan	Lake	homicide_rate	
26087	Michigan	Lapeer	homicide_rate	2
26089	Michigan	Leelanau	homicide_rate	
26091	Michigan	Lenawee	homicide_rate	
26093	Michigan	Livingston	homicide_rate	1
26095	Michigan	Luce	homicide_rate	
26097	Michigan	Mackinac	homicide_rate	
26099	Michigan	Macomb	homicide_rate	4
26101	Michigan	Manistee	homicide_rate	
26103	Michigan	Marquette	homicide_rate	
26105	Michigan	Mason	homicide_rate	
26107	Michigan	Mecosta	homicide_rate	
26109	Michigan	Menominee	homicide_rate	
26111	Michigan	Midland	homicide_rate	
26113	Michigan	Missaukee	homicide_rate	
26115	Michigan	Monroe	homicide_rate	2
26117	Michigan	Montcalm	homicide_rate	3
26119	Michigan	Montmorency	homicide_rate	
26121	Michigan	Muskegon	homicide_rate	3
