FIPS	State	County	Variable	homicide_rate
26123	Michigan	Newaygo	homicide_rate	
26125	Michigan	Oakland	homicide_rate	4
26127	Michigan	Oceana	homicide_rate	5
26129	Michigan	Ogemaw	homicide_rate	
26131	Michigan	Ontonagon	homicide_rate	
26133	Michigan	Osceola	homicide_rate	
26135	Michigan	Oscoda	homicide_rate	
26137	Michigan	Otsego	homicide_rate	
26139	Michigan	Ottawa	homicide_rate	1
26141	Michigan	Presque Isle	homicide_rate	
26143	Michigan	Roscommon	homicide_rate	
26145	Michigan	Saginaw	homicide_rate	11
26147	Michigan	St. Clair	homicide_rate	2
26149	Michigan	St. Joseph	homicide_rate	
26151	Michigan	Sanilac	homicide_rate	
26153	Michigan	Schoolcraft	homicide_rate	
26155	Michigan	Shiawassee	homicide_rate	
26157	Michigan	Tuscola	homicide_rate	
26159	Michigan	Van Buren	homicide_rate	2
26161	Michigan	Washtenaw	homicide_rate	3
26163	Michigan	Wayne	homicide_rate	21
26165	Michigan	Wexford	homicide_rate	
27001	Minnesota	Aitkin	homicide_rate	
27003	Minnesota	Anoka	homicide_rate	2
27005	Minnesota	Becker	homicide_rate	
27007	Minnesota	Beltrami	homicide_rate	8
27009	Minnesota	Benton	homicide_rate	
27011	Minnesota	Big Stone	homicide_rate	
27013	Minnesota	Blue Earth	homicide_rate	
27015	Minnesota	Brown	homicide_rate	
27017	Minnesota	Carlton	homicide_rate	
27019	Minnesota	Carver	homicide_rate	
27021	Minnesota	Cass	homicide_rate	
27023	Minnesota	Chippewa	homicide_rate	
27025	Minnesota	Chisago	homicide_rate	
27027	Minnesota	Clay	homicide_rate	
27029	Minnesota	Clearwater	homicide_rate	
27031	Minnesota	Cook	homicide_rate	
27033	Minnesota	Cottonwood	homicide_rate	
27035	Minnesota	Crow Wing	homicide_rate	
27037	Minnesota	Dakota	homicide_rate	1
27039	Minnesota	Dodge	homicide_rate	
27041	Minnesota	Douglas	homicide_rate	
27043	Minnesota	Faribault	homicide_rate	
27045	Minnesota	Fillmore	homicide_rate	
27047	Minnesota	Freeborn	homicide_rate	
27049	Minnesota	Goodhue	homicide_rate	
27051	Minnesota	Grant	homicide_rate	
27053	Minnesota	Hennepin	homicide_rate	4
27055	Minnesota	Houston	homicide_rate	
27057	Minnesota	Hubbard	homicide_rate	
27059	Minnesota	Isanti	homicide_rate	
27061	Minnesota	Itasca	homicide_rate	
27063	Minnesota	Jackson	homicide_rate	
27065	Minnesota	Kanabec	homicide_rate	
27067	Minnesota	Kandiyohi	homicide_rate	
27069	Minnesota	Kittson	homicide_rate	
27071	Minnesota	Koochiching	homicide_rate	
27073	Minnesota	Lac qui Parle	homicide_rate	
27075	Minnesota	Lake	homicide_rate	
27077	Minnesota	Lake of the Woods	homicide_rate	
27079	Minnesota	Le Sueur	homicide_rate	
27081	Minnesota	Lincoln	homicide_rate	
27083	Minnesota	Lyon	homicide_rate	
27085	Minnesota	McLeod	homicide_rate	
27087	Minnesota	Mahnomen	homicide_rate	
27089	Minnesota	Marshall	homicide_rate	
27091	Minnesota	Martin	homicide_rate	
27093	Minnesota	Meeker	homicide_rate	
27095	Minnesota	Mille Lacs	homicide_rate	
27097	Minnesota	Morrison	homicide_rate	
27099	Minnesota	Mower	homicide_rate	
27101	Minnesota	Murray	homicide_rate	
27103	Minnesota	Nicollet	homicide_rate	
27105	Minnesota	Nobles	homicide_rate	
27107	Minnesota	Norman	homicide_rate	
27109	Minnesota	Olmsted	homicide_rate	1
27111	Minnesota	Otter Tail	homicide_rate	
27113	Minnesota	Pennington	homicide_rate	
27115	Minnesota	Pine	homicide_rate	
27117	Minnesota	Pipestone	homicide_rate	
27119	Minnesota	Polk	homicide_rate	
27121	Minnesota	Pope	homicide_rate	
27123	Minnesota	Ramsey	homicide_rate	4
27125	Minnesota	Red Lake	homicide_rate	
27127	Minnesota	Redwood	homicide_rate	
27129	Minnesota	Renville	homicide_rate	
27131	Minnesota	Rice	homicide_rate	
27133	Minnesota	Rock	homicide_rate	
27135	Minnesota	Roseau	homicide_rate	
27137	Minnesota	St. Louis	homicide_rate	2
27139	Minnesota	Scott	homicide_rate	
27141	Minnesota	Sherburne	homicide_rate	
27143	Minnesota	Sibley	homicide_rate	
27145	Minnesota	Stearns	homicide_rate	1
27147	Minnesota	Steele	homicide_rate	
27149	Minnesota	Stevens	homicide_rate	
27151	Minnesota	Swift	homicide_rate	
27153	Minnesota	Todd	homicide_rate	
27155	Minnesota	Traverse	homicide_rate	
27157	Minnesota	Wabasha	homicide_rate	
27159	Minnesota	Wadena	homicide_rate	
27161	Minnesota	Waseca	homicide_rate	
27163	Minnesota	Washington	homicide_rate	1
27165	Minnesota	Watonwan	homicide_rate	
27167	Minnesota	Wilkin	homicide_rate	
27169	Minnesota	Winona	homicide_rate	
27171	Minnesota	Wright	homicide_rate	
27173	Minnesota	Yellow Medicine	homicide_rate	
28001	Mississippi	Adams	homicide_rate	11
28003	Mississippi	Alcorn	homicide_rate	6
28005	Mississippi	Amite	homicide_rate	19
28007	Mississippi	Attala	homicide_rate	16
28009	Mississippi	Benton	homicide_rate	
28011	Mississippi	Bolivar	homicide_rate	19
28013	Mississippi	Calhoun	homicide_rate	
28015	Mississippi	Carroll	homicide_rate	
28017	Mississippi	Chickasaw	homicide_rate	
28019	Mississippi	Choctaw	homicide_rate	
28021	Mississippi	Claiborne	homicide_rate	23
28023	Mississippi	Clarke	homicide_rate	
28025	Mississippi	Clay	homicide_rate	
28027	Mississippi	Coahoma	homicide_rate	28
28029	Mississippi	Copiah	homicide_rate	10
28031	Mississippi	Covington	homicide_rate	9
28033	Mississippi	DeSoto	homicide_rate	4
28035	Mississippi	Forrest	homicide_rate	9
28037	Mississippi	Franklin	homicide_rate	
28039	Mississippi	George	homicide_rate	12
28041	Mississippi	Greene	homicide_rate	
28043	Mississippi	Grenada	homicide_rate	18
28045	Mississippi	Hancock	homicide_rate	5
28047	Mississippi	Harrison	homicide_rate	9
28049	Mississippi	Hinds	homicide_rate	20
28051	Mississippi	Holmes	homicide_rate	18
28053	Mississippi	Humphreys	homicide_rate	26
28055	Mississippi	Issaquena	homicide_rate	
28057	Mississippi	Itawamba	homicide_rate	6
28059	Mississippi	Jackson	homicide_rate	9
28061	Mississippi	Jasper	homicide_rate	12
28063	Mississippi	Jefferson	homicide_rate	
28065	Mississippi	Jefferson Davis	homicide_rate	26
28067	Mississippi	Jones	homicide_rate	9
28069	Mississippi	Kemper	homicide_rate	
28071	Mississippi	Lafayette	homicide_rate	5
28073	Mississippi	Lamar	homicide_rate	4
28075	Mississippi	Lauderdale	homicide_rate	9
28077	Mississippi	Lawrence	homicide_rate	12
28079	Mississippi	Leake	homicide_rate	12
28081	Mississippi	Lee	homicide_rate	5
28083	Mississippi	Leflore	homicide_rate	18
28085	Mississippi	Lincoln	homicide_rate	9
28087	Mississippi	Lowndes	homicide_rate	6
28089	Mississippi	Madison	homicide_rate	10
28091	Mississippi	Marion	homicide_rate	18
28093	Mississippi	Marshall	homicide_rate	9
28095	Mississippi	Monroe	homicide_rate	
28097	Mississippi	Montgomery	homicide_rate	
28099	Mississippi	Neshoba	homicide_rate	5
28101	Mississippi	Newton	homicide_rate	8
28103	Mississippi	Noxubee	homicide_rate	17
28105	Mississippi	Oktibbeha	homicide_rate	4
28107	Mississippi	Panola	homicide_rate	9
28109	Mississippi	Pearl River	homicide_rate	5
28111	Mississippi	Perry	homicide_rate	12
28113	Mississippi	Pike	homicide_rate	11
28115	Mississippi	Pontotoc	homicide_rate	
28117	Mississippi	Prentiss	homicide_rate	
28119	Mississippi	Quitman	homicide_rate	18
28121	Mississippi	Rankin	homicide_rate	4
28123	Mississippi	Scott	homicide_rate	16
28125	Mississippi	Sharkey	homicide_rate	
28127	Mississippi	Simpson	homicide_rate	8
28129	Mississippi	Smith	homicide_rate	
28131	Mississippi	Stone	homicide_rate	
28133	Mississippi	Sunflower	homicide_rate	13
28135	Mississippi	Tallahatchie	homicide_rate	12
28137	Mississippi	Tate	homicide_rate	6
28139	Mississippi	Tippah	homicide_rate	8
28141	Mississippi	Tishomingo	homicide_rate	
28143	Mississippi	Tunica	homicide_rate	19
28145	Mississippi	Union	homicide_rate	6
28147	Mississippi	Walthall	homicide_rate	14
28149	Mississippi	Warren	homicide_rate	11
28151	Mississippi	Washington	homicide_rate	19
28153	Mississippi	Wayne	homicide_rate	11
28155	Mississippi	Webster	homicide_rate	
28157	Mississippi	Wilkinson	homicide_rate	18
28159	Mississippi	Winston	homicide_rate	
28161	Mississippi	Yalobusha	homicide_rate	14
28163	Mississippi	Yazoo	homicide_rate	13
29001	Missouri	Adair	homicide_rate	
29003	Missouri	Andrew	homicide_rate	
29005	Missouri	Atchison	homicide_rate	
29007	Missouri	Audrain	homicide_rate	
29009	Missouri	Barry	homicide_rate	5
29011	Missouri	Barton	homicide_rate	
29013	Missouri	Bates	homicide_rate	
29015	Missouri	Benton	homicide_rate	
29017	Missouri	Bollinger	homicide_rate	
29019	Missouri	Boone	homicide_rate	3
29021	Missouri	Buchanan	homicide_rate	5
29023	Missouri	Butler	homicide_rate	5
29025	Missouri	Caldwell	homicide_rate	
29027	Missouri	Callaway	homicide_rate	4
29029	Missouri	Camden	homicide_rate	
29031	Missouri	Cape Girardeau	homicide_rate	3
29033	Missouri	Carroll	homicide_rate	
29035	Missouri	Carter	homicide_rate	
29037	Missouri	Cass	homicide_rate	4
29039	Missouri	Cedar	homicide_rate	
29041	Missouri	Chariton	homicide_rate	
29043	Missouri	Christian	homicide_rate	
29045	Missouri	Clark	homicide_rate	
29047	Missouri	Clay	homicide_rate	3
29049	Missouri	Clinton	homicide_rate	
29051	Missouri	Cole	homicide_rate	4
29053	Missouri	Cooper	homicide_rate	
29055	Missouri	Crawford	homicide_rate	
29057	Missouri	Dade	homicide_rate	
29059	Missouri	Dallas	homicide_rate	
29061	Missouri	Daviess	homicide_rate	
29063	Missouri	DeKalb	homicide_rate	
29065	Missouri	Dent	homicide_rate	
29067	Missouri	Douglas	homicide_rate	
29069	Missouri	Dunklin	homicide_rate	4
29071	Missouri	Franklin	homicide_rate	3
29073	Missouri	Gasconade	homicide_rate	
29075	Missouri	Gentry	homicide_rate	
29077	Missouri	Greene	homicide_rate	4
29079	Missouri	Grundy	homicide_rate	
29081	Missouri	Harrison	homicide_rate	
29083	Missouri	Henry	homicide_rate	
29085	Missouri	Hickory	homicide_rate	
29087	Missouri	Holt	homicide_rate	
29089	Missouri	Howard	homicide_rate	
29091	Missouri	Howell	homicide_rate	5
29093	Missouri	Iron	homicide_rate	
29095	Missouri	Jackson	homicide_rate	17
29097	Missouri	Jasper	homicide_rate	4
29099	Missouri	Jefferson	homicide_rate	2
29101	Missouri	Johnson	homicide_rate	
29103	Missouri	Knox	homicide_rate	
29105	Missouri	Laclede	homicide_rate	7
29107	Missouri	Lafayette	homicide_rate	
29109	Missouri	Lawrence	homicide_rate	
29111	Missouri	Lewis	homicide_rate	
29113	Missouri	Lincoln	homicide_rate	
29115	Missouri	Linn	homicide_rate	
29117	Missouri	Livingston	homicide_rate	
29119	Missouri	McDonald	homicide_rate	6
29121	Missouri	Macon	homicide_rate	
29123	Missouri	Madison	homicide_rate	
29125	Missouri	Maries	homicide_rate	
29127	Missouri	Marion	homicide_rate	
29129	Missouri	Mercer	homicide_rate	
29131	Missouri	Miller	homicide_rate	
29133	Missouri	Mississippi	homicide_rate	14
29135	Missouri	Moniteau	homicide_rate	
29137	Missouri	Monroe	homicide_rate	
29139	Missouri	Montgomery	homicide_rate	
29141	Missouri	Morgan	homicide_rate	
29143	Missouri	New Madrid	homicide_rate	8
29145	Missouri	Newton	homicide_rate	4
29147	Missouri	Nodaway	homicide_rate	
29149	Missouri	Oregon	homicide_rate	
29151	Missouri	Osage	homicide_rate	
29153	Missouri	Ozark	homicide_rate	
29155	Missouri	Pemiscot	homicide_rate	11
29157	Missouri	Perry	homicide_rate	
29159	Missouri	Pettis	homicide_rate	
29161	Missouri	Phelps	homicide_rate	4
29163	Missouri	Pike	homicide_rate	
29165	Missouri	Platte	homicide_rate	3
29167	Missouri	Polk	homicide_rate	
29169	Missouri	Pulaski	homicide_rate	3
29171	Missouri	Putnam	homicide_rate	
29173	Missouri	Ralls	homicide_rate	
29175	Missouri	Randolph	homicide_rate	
29177	Missouri	Ray	homicide_rate	
29179	Missouri	Reynolds	homicide_rate	
29181	Missouri	Ripley	homicide_rate	
29183	Missouri	St. Charles	homicide_rate	2
29185	Missouri	St. Clair	homicide_rate	
29186	Missouri	Ste. Genevieve	homicide_rate	
29187	Missouri	St. Francois	homicide_rate	3
29189	Missouri	St. Louis	homicide_rate	8
29195	Missouri	Saline	homicide_rate	
29197	Missouri	Schuyler	homicide_rate	
29199	Missouri	Scotland	homicide_rate	
29201	Missouri	Scott	homicide_rate	
29203	Missouri	Shannon	homicide_rate	
29205	Missouri	Shelby	homicide_rate	
29207	Missouri	Stoddard	homicide_rate	
29209	Missouri	Stone	homicide_rate	
29211	Missouri	Sullivan	homicide_rate	
29213	Missouri	Taney	homicide_rate	4
29215	Missouri	Texas	homicide_rate	
29217	Missouri	Vernon	homicide_rate	
29219	Missouri	Warren	homicide_rate	5
29221	Missouri	Washington	homicide_rate	6
29223	Missouri	Wayne	homicide_rate	
29225	Missouri	Webster	homicide_rate	
29227	Missouri	Worth	homicide_rate	
29229	Missouri	Wright	homicide_rate	
29510	Missouri	St. Louis City	homicide_rate	33
30001	Montana	Beaverhead	homicide_rate	
30003	Montana	Big Horn	homicide_rate	
30005	Montana	Blaine	homicide_rate	
30007	Montana	Broadwater	homicide_rate	
30009	Montana	Carbon	homicide_rate	
30011	Montana	Carter	homicide_rate	
30013	Montana	Cascade	homicide_rate	5
30015	Montana	Chouteau	homicide_rate	
30017	Montana	Custer	homicide_rate	
30019	Montana	Daniels	homicide_rate	
30021	Montana	Dawson	homicide_rate	
30023	Montana	Deer Lodge	homicide_rate	
30025	Montana	Fallon	homicide_rate	
30027	Montana	Fergus	homicide_rate	
30029	Montana	Flathead	homicide_rate	3
30031	Montana	Gallatin	homicide_rate	
30033	Montana	Garfield	homicide_rate	
30035	Montana	Glacier	homicide_rate	
30037	Montana	Golden Valley	homicide_rate	
30039	Montana	Granite	homicide_rate	
30041	Montana	Hill	homicide_rate	
30043	Montana	Jefferson	homicide_rate	
30045	Montana	Judith Basin	homicide_rate	
30047	Montana	Lake	homicide_rate	5
30049	Montana	Lewis and Clark	homicide_rate	3
30051	Montana	Liberty	homicide_rate	
30053	Montana	Lincoln	homicide_rate	
30055	Montana	McCone	homicide_rate	
30057	Montana	Madison	homicide_rate	
30059	Montana	Meagher	homicide_rate	
30061	Montana	Mineral	homicide_rate	
30063	Montana	Missoula	homicide_rate	2
30065	Montana	Musselshell	homicide_rate	
30067	Montana	Park	homicide_rate	
30069	Montana	Petroleum	homicide_rate	
30071	Montana	Phillips	homicide_rate	
30073	Montana	Pondera	homicide_rate	
30075	Montana	Powder River	homicide_rate	
30077	Montana	Powell	homicide_rate	
30079	Montana	Prairie	homicide_rate	
30081	Montana	Ravalli	homicide_rate	
30083	Montana	Richland	homicide_rate	
30085	Montana	Roosevelt	homicide_rate	18
30087	Montana	Rosebud	homicide_rate	16
30089	Montana	Sanders	homicide_rate	
30091	Montana	Sheridan	homicide_rate	
30093	Montana	Silver Bow	homicide_rate	
30095	Montana	Stillwater	homicide_rate	
30097	Montana	Sweet Grass	homicide_rate	
30099	Montana	Teton	homicide_rate	
30101	Montana	Toole	homicide_rate	
30103	Montana	Treasure	homicide_rate	
30105	Montana	Valley	homicide_rate	
30107	Montana	Wheatland	homicide_rate	
30109	Montana	Wibaux	homicide_rate	
30111	Montana	Yellowstone	homicide_rate	3
31001	Nebraska	Adams	homicide_rate	
31003	Nebraska	Antelope	homicide_rate	
31005	Nebraska	Arthur	homicide_rate	
31007	Nebraska	Banner	homicide_rate	
31009	Nebraska	Blaine	homicide_rate	
31011	Nebraska	Boone	homicide_rate	
31013	Nebraska	Box Butte	homicide_rate	
31015	Nebraska	Boyd	homicide_rate	
31017	Nebraska	Brown	homicide_rate	
31019	Nebraska	Buffalo	homicide_rate	
31021	Nebraska	Burt	homicide_rate	
31023	Nebraska	Butler	homicide_rate	
31025	Nebraska	Cass	homicide_rate	
31027	Nebraska	Cedar	homicide_rate	
31029	Nebraska	Chase	homicide_rate	
31031	Nebraska	Cherry	homicide_rate	
31033	Nebraska	Cheyenne	homicide_rate	
31035	Nebraska	Clay	homicide_rate	
31037	Nebraska	Colfax	homicide_rate	
31039	Nebraska	Cuming	homicide_rate	
31041	Nebraska	Custer	homicide_rate	
31043	Nebraska	Dakota	homicide_rate	
31045	Nebraska	Dawes	homicide_rate	
31047	Nebraska	Dawson	homicide_rate	
31049	Nebraska	Deuel	homicide_rate	
31051	Nebraska	Dixon	homicide_rate	
31053	Nebraska	Dodge	homicide_rate	
31055	Nebraska	Douglas	homicide_rate	7
31057	Nebraska	Dundy	homicide_rate	
31059	Nebraska	Fillmore	homicide_rate	
31061	Nebraska	Franklin	homicide_rate	
31063	Nebraska	Frontier	homicide_rate	
31065	Nebraska	Furnas	homicide_rate	
31067	Nebraska	Gage	homicide_rate	
31069	Nebraska	Garden	homicide_rate	
31071	Nebraska	Garfield	homicide_rate	
31073	Nebraska	Gosper	homicide_rate	
31075	Nebraska	Grant	homicide_rate	
31077	Nebraska	Greeley	homicide_rate	
31079	Nebraska	Hall	homicide_rate	3
31081	Nebraska	Hamilton	homicide_rate	
31083	Nebraska	Harlan	homicide_rate	
31085	Nebraska	Hayes	homicide_rate	
31087	Nebraska	Hitchcock	homicide_rate	
31089	Nebraska	Holt	homicide_rate	
31091	Nebraska	Hooker	homicide_rate	
31093	Nebraska	Howard	homicide_rate	
31095	Nebraska	Jefferson	homicide_rate	
31097	Nebraska	Johnson	homicide_rate	
31099	Nebraska	Kearney	homicide_rate	
31101	Nebraska	Keith	homicide_rate	
31103	Nebraska	Keya Paha	homicide_rate	
31105	Nebraska	Kimball	homicide_rate	
31107	Nebraska	Knox	homicide_rate	
31109	Nebraska	Lancaster	homicide_rate	2
31111	Nebraska	Lincoln	homicide_rate	
31113	Nebraska	Logan	homicide_rate	
31115	Nebraska	Loup	homicide_rate	
31117	Nebraska	McPherson	homicide_rate	
31119	Nebraska	Madison	homicide_rate	
31121	Nebraska	Merrick	homicide_rate	
31123	Nebraska	Morrill	homicide_rate	
31125	Nebraska	Nance	homicide_rate	
31127	Nebraska	Nemaha	homicide_rate	
31129	Nebraska	Nuckolls	homicide_rate	
31131	Nebraska	Otoe	homicide_rate	
31133	Nebraska	Pawnee	homicide_rate	
31135	Nebraska	Perkins	homicide_rate	
31137	Nebraska	Phelps	homicide_rate	
31139	Nebraska	Pierce	homicide_rate	
31141	Nebraska	Platte	homicide_rate	
31143	Nebraska	Polk	homicide_rate	
31145	Nebraska	Red Willow	homicide_rate	
31147	Nebraska	Richardson	homicide_rate	
31149	Nebraska	Rock	homicide_rate	
31151	Nebraska	Saline	homicide_rate	
31153	Nebraska	Sarpy	homicide_rate	1
31155	Nebraska	Saunders	homicide_rate	
31157	Nebraska	Scotts Bluff	homicide_rate	
31159	Nebraska	Seward	homicide_rate	
31161	Nebraska	Sheridan	homicide_rate	
31163	Nebraska	Sherman	homicide_rate	
31165	Nebraska	Sioux	homicide_rate	
31167	Nebraska	Stanton	homicide_rate	
31169	Nebraska	Thayer	homicide_rate	
31171	Nebraska	Thomas	homicide_rate	
31173	Nebraska	Thurston	homicide_rate	
31175	Nebraska	Valley	homicide_rate	
31177	Nebraska	Washington	homicide_rate	
31179	Nebraska	Wayne	homicide_rate	
31181	Nebraska	Webster	homicide_rate	
31183	Nebraska	Wheeler	homicide_rate	
31185	Nebraska	York	homicide_rate	
32001	Nevada	Churchill	homicide_rate	
32003	Nevada	Clark	homicide_rate	8
32005	Nevada	Douglas	homicide_rate	
32007	Nevada	Elko	homicide_rate	
32009	Nevada	Esmeralda	homicide_rate	
32011	Nevada	Eureka	homicide_rate	
32013	Nevada	Humboldt	homicide_rate	9
32015	Nevada	Lander	homicide_rate	
32017	Nevada	Lincoln	homicide_rate	
32019	Nevada	Lyon	homicide_rate	
32021	Nevada	Mineral	homicide_rate	
32023	Nevada	Nye	homicide_rate	6
32027	Nevada	Pershing	homicide_rate	
32029	Nevada	Storey	homicide_rate	
32031	Nevada	Washoe	homicide_rate	5
32033	Nevada	White Pine	homicide_rate	
32510	Nevada	Carson City	homicide_rate	
33001	New Hampshire	Belknap	homicide_rate	3
33003	New Hampshire	Carroll	homicide_rate	
33005	New Hampshire	Cheshire	homicide_rate	
33007	New Hampshire	Coos	homicide_rate	
33009	New Hampshire	Grafton	homicide_rate	2
33011	New Hampshire	Hillsborough	homicide_rate	1
33013	New Hampshire	Merrimack	homicide_rate	2
33015	New Hampshire	Rockingham	homicide_rate	1
33017	New Hampshire	Strafford	homicide_rate	1
33019	New Hampshire	Sullivan	homicide_rate	
34001	New Jersey	Atlantic	homicide_rate	6
34003	New Jersey	Bergen	homicide_rate	1
34005	New Jersey	Burlington	homicide_rate	2
34007	New Jersey	Camden	homicide_rate	9
34009	New Jersey	Cape May	homicide_rate	2
34011	New Jersey	Cumberland	homicide_rate	8
34013	New Jersey	Essex	homicide_rate	17
34015	New Jersey	Gloucester	homicide_rate	3
34017	New Jersey	Hudson	homicide_rate	6
34019	New Jersey	Hunterdon	homicide_rate	
34021	New Jersey	Mercer	homicide_rate	6
34023	New Jersey	Middlesex	homicide_rate	2
34025	New Jersey	Monmouth	homicide_rate	2
34027	New Jersey	Morris	homicide_rate	1
34029	New Jersey	Ocean	homicide_rate	2
34031	New Jersey	Passaic	homicide_rate	4
34033	New Jersey	Salem	homicide_rate	4
34035	New Jersey	Somerset	homicide_rate	2
34037	New Jersey	Sussex	homicide_rate	1
34039	New Jersey	Union	homicide_rate	6
34041	New Jersey	Warren	homicide_rate	2
35001	New Mexico	Bernalillo	homicide_rate	8
35003	New Mexico	Catron	homicide_rate	
35005	New Mexico	Chaves	homicide_rate	14
35006	New Mexico	Cibola	homicide_rate	9
35007	New Mexico	Colfax	homicide_rate	
35009	New Mexico	Curry	homicide_rate	8
35011	New Mexico	De Baca	homicide_rate	
35013	New Mexico	Dona Ana	homicide_rate	4
35015	New Mexico	Eddy	homicide_rate	8
35017	New Mexico	Grant	homicide_rate	8
35019	New Mexico	Guadalupe	homicide_rate	
35021	New Mexico	Harding	homicide_rate	
35023	New Mexico	Hidalgo	homicide_rate	
35025	New Mexico	Lea	homicide_rate	11
35027	New Mexico	Lincoln	homicide_rate	8
35028	New Mexico	Los Alamos	homicide_rate	
35029	New Mexico	Luna	homicide_rate	10
35031	New Mexico	McKinley	homicide_rate	14
35033	New Mexico	Mora	homicide_rate	
35035	New Mexico	Otero	homicide_rate	7
35037	New Mexico	Quay	homicide_rate	16
35039	New Mexico	Rio Arriba	homicide_rate	14
35041	New Mexico	Roosevelt	homicide_rate	
35043	New Mexico	Sandoval	homicide_rate	4
35045	New Mexico	San Juan	homicide_rate	9
35047	New Mexico	San Miguel	homicide_rate	11
35049	New Mexico	Santa Fe	homicide_rate	5
35051	New Mexico	Sierra	homicide_rate	
35053	New Mexico	Socorro	homicide_rate	
35055	New Mexico	Taos	homicide_rate	8
35057	New Mexico	Torrance	homicide_rate	
35059	New Mexico	Union	homicide_rate	
35061	New Mexico	Valencia	homicide_rate	12
36001	New York	Albany	homicide_rate	3
36003	New York	Allegany	homicide_rate	
36005	New York	Bronx	homicide_rate	10
36007	New York	Broome	homicide_rate	3
36009	New York	Cattaraugus	homicide_rate	2
36011	New York	Cayuga	homicide_rate	
36013	New York	Chautauqua	homicide_rate	2
36015	New York	Chemung	homicide_rate	2
36017	New York	Chenango	homicide_rate	
36019	New York	Clinton	homicide_rate	
36021	New York	Columbia	homicide_rate	3
36023	New York	Cortland	homicide_rate	
36025	New York	Delaware	homicide_rate	
36027	New York	Dutchess	homicide_rate	3
36029	New York	Erie	homicide_rate	7
36031	New York	Essex	homicide_rate	
36033	New York	Franklin	homicide_rate	
36035	New York	Fulton	homicide_rate	
36037	New York	Genesee	homicide_rate	
36039	New York	Greene	homicide_rate	
36041	New York	Hamilton	homicide_rate	
36043	New York	Herkimer	homicide_rate	
36045	New York	Jefferson	homicide_rate	3
36047	New York	Kings	homicide_rate	9
36049	New York	Lewis	homicide_rate	
36051	New York	Livingston	homicide_rate	
36053	New York	Madison	homicide_rate	
36055	New York	Monroe	homicide_rate	6
36057	New York	Montgomery	homicide_rate	
36059	New York	Nassau	homicide_rate	2
36061	New York	New York	homicide_rate	4
36063	New York	Niagara	homicide_rate	3
36065	New York	Oneida	homicide_rate	4
36067	New York	Onondaga	homicide_rate	5
36069	New York	Ontario	homicide_rate	2
36071	New York	Orange	homicide_rate	3
36073	New York	Orleans	homicide_rate	
36075	New York	Oswego	homicide_rate	2
36077	New York	Otsego	homicide_rate	
36079	New York	Putnam	homicide_rate	2
36081	New York	Queens	homicide_rate	4
36083	New York	Rensselaer	homicide_rate	2
36085	New York	Richmond	homicide_rate	4
36087	New York	Rockland	homicide_rate	1
36089	New York	St. Lawrence	homicide_rate	2
36091	New York	Saratoga	homicide_rate	1
36093	New York	Schenectady	homicide_rate	5
36095	New York	Schoharie	homicide_rate	
36097	New York	Schuyler	homicide_rate	
36099	New York	Seneca	homicide_rate	
36101	New York	Steuben	homicide_rate	2
36103	New York	Suffolk	homicide_rate	3
36105	New York	Sullivan	homicide_rate	2
36107	New York	Tioga	homicide_rate	
36109	New York	Tompkins	homicide_rate	2
36111	New York	Ulster	homicide_rate	2
36113	New York	Warren	homicide_rate	
36115	New York	Washington	homicide_rate	
36117	New York	Wayne	homicide_rate	
36119	New York	Westchester	homicide_rate	3
36121	New York	Wyoming	homicide_rate	
36123	New York	Yates	homicide_rate	
37001	North Carolina	Alamance	homicide_rate	5
37003	North Carolina	Alexander	homicide_rate	6
37005	North Carolina	Alleghany	homicide_rate	
37007	North Carolina	Anson	homicide_rate	11
37009	North Carolina	Ashe	homicide_rate	
37011	North Carolina	Avery	homicide_rate	
37013	North Carolina	Beaufort	homicide_rate	6
37015	North Carolina	Bertie	homicide_rate	7
37017	North Carolina	Bladen	homicide_rate	11
37019	North Carolina	Brunswick	homicide_rate	5
37021	North Carolina	Buncombe	homicide_rate	4
37023	North Carolina	Burke	homicide_rate	6
37025	North Carolina	Cabarrus	homicide_rate	5
37027	North Carolina	Caldwell	homicide_rate	5
37029	North Carolina	Camden	homicide_rate	
37031	North Carolina	Carteret	homicide_rate	4
37033	North Carolina	Caswell	homicide_rate	
37035	North Carolina	Catawba	homicide_rate	7
37037	North Carolina	Chatham	homicide_rate	7
37039	North Carolina	Cherokee	homicide_rate	5
37041	North Carolina	Chowan	homicide_rate	
37043	North Carolina	Clay	homicide_rate	
37045	North Carolina	Cleveland	homicide_rate	9
37047	North Carolina	Columbus	homicide_rate	15
37049	North Carolina	Craven	homicide_rate	7
37051	North Carolina	Cumberland	homicide_rate	10
37053	North Carolina	Currituck	homicide_rate	
37055	North Carolina	Dare	homicide_rate	
37057	North Carolina	Davidson	homicide_rate	4
37059	North Carolina	Davie	homicide_rate	4
37061	North Carolina	Duplin	homicide_rate	8
37063	North Carolina	Durham	homicide_rate	11
37065	North Carolina	Edgecombe	homicide_rate	12
37067	North Carolina	Forsyth	homicide_rate	6
37069	North Carolina	Franklin	homicide_rate	6
37071	North Carolina	Gaston	homicide_rate	5
37073	North Carolina	Gates	homicide_rate	
37075	North Carolina	Graham	homicide_rate	
37077	North Carolina	Granville	homicide_rate	6
37079	North Carolina	Greene	homicide_rate	7
37081	North Carolina	Guilford	homicide_rate	7
37083	North Carolina	Halifax	homicide_rate	11
