FIPS	State	County	Variable	pcnt_mammography
13311	Georgia	White	pcnt_mammography	66.9
13313	Georgia	Whitfield	pcnt_mammography	58.7
13315	Georgia	Wilcox	pcnt_mammography	58.2
13317	Georgia	Wilkes	pcnt_mammography	61.0
13319	Georgia	Wilkinson	pcnt_mammography	62.8
13321	Georgia	Worth	pcnt_mammography	65.5
15001	Hawaii	Hawaii	pcnt_mammography	63.5
15003	Hawaii	Honolulu	pcnt_mammography	63.6
15005	Hawaii	Kalawao	pcnt_mammography	
15007	Hawaii	Kauai	pcnt_mammography	67.9
15009	Hawaii	Maui	pcnt_mammography	63.7
16001	Idaho	Ada	pcnt_mammography	68.9
16003	Idaho	Adams	pcnt_mammography	58.7
16005	Idaho	Bannock	pcnt_mammography	58.5
16007	Idaho	Bear Lake	pcnt_mammography	55.9
16009	Idaho	Benewah	pcnt_mammography	49.5
16011	Idaho	Bingham	pcnt_mammography	57.9
16013	Idaho	Blaine	pcnt_mammography	75.3
16015	Idaho	Boise	pcnt_mammography	67.5
16017	Idaho	Bonner	pcnt_mammography	64.6
16019	Idaho	Bonneville	pcnt_mammography	56.8
16021	Idaho	Boundary	pcnt_mammography	44.9
16023	Idaho	Butte	pcnt_mammography	
16025	Idaho	Camas	pcnt_mammography	
16027	Idaho	Canyon	pcnt_mammography	59.6
16029	Idaho	Caribou	pcnt_mammography	60.8
16031	Idaho	Cassia	pcnt_mammography	54.1
16033	Idaho	Clark	pcnt_mammography	
16035	Idaho	Clearwater	pcnt_mammography	64.0
16037	Idaho	Custer	pcnt_mammography	57.1
16039	Idaho	Elmore	pcnt_mammography	53.4
16041	Idaho	Franklin	pcnt_mammography	47.8
16043	Idaho	Fremont	pcnt_mammography	49.0
16045	Idaho	Gem	pcnt_mammography	56.6
16047	Idaho	Gooding	pcnt_mammography	53.3
16049	Idaho	Idaho	pcnt_mammography	55.4
16051	Idaho	Jefferson	pcnt_mammography	51.5
16053	Idaho	Jerome	pcnt_mammography	62.7
16055	Idaho	Kootenai	pcnt_mammography	65.4
16057	Idaho	Latah	pcnt_mammography	69.1
16059	Idaho	Lemhi	pcnt_mammography	52.9
16061	Idaho	Lewis	pcnt_mammography	47.4
16063	Idaho	Lincoln	pcnt_mammography	43.3
16065	Idaho	Madison	pcnt_mammography	38.5
16067	Idaho	Minidoka	pcnt_mammography	54.9
16069	Idaho	Nez Perce	pcnt_mammography	69.3
16071	Idaho	Oneida	pcnt_mammography	63.3
16073	Idaho	Owyhee	pcnt_mammography	52.9
16075	Idaho	Payette	pcnt_mammography	55.7
16077	Idaho	Power	pcnt_mammography	51.3
16079	Idaho	Shoshone	pcnt_mammography	47.6
16081	Idaho	Teton	pcnt_mammography	64.7
16083	Idaho	Twin Falls	pcnt_mammography	65.1
16085	Idaho	Valley	pcnt_mammography	64.7
16087	Idaho	Washington	pcnt_mammography	61.9
17001	Illinois	Adams	pcnt_mammography	65.2
17003	Illinois	Alexander	pcnt_mammography	59.6
17005	Illinois	Bond	pcnt_mammography	64.8
17007	Illinois	Boone	pcnt_mammography	62.7
17009	Illinois	Brown	pcnt_mammography	60.4
17011	Illinois	Bureau	pcnt_mammography	62.5
17013	Illinois	Calhoun	pcnt_mammography	58.0
17015	Illinois	Carroll	pcnt_mammography	62.4
17017	Illinois	Cass	pcnt_mammography	61.6
17019	Illinois	Champaign	pcnt_mammography	75.8
17021	Illinois	Christian	pcnt_mammography	68.3
17023	Illinois	Clark	pcnt_mammography	61.8
17025	Illinois	Clay	pcnt_mammography	68.6
17027	Illinois	Clinton	pcnt_mammography	70.6
17029	Illinois	Coles	pcnt_mammography	68.2
17031	Illinois	Cook	pcnt_mammography	63.0
17033	Illinois	Crawford	pcnt_mammography	69.4
17035	Illinois	Cumberland	pcnt_mammography	62.8
17037	Illinois	DeKalb	pcnt_mammography	65.7
17039	Illinois	De Witt	pcnt_mammography	62.0
17041	Illinois	Douglas	pcnt_mammography	68.1
17043	Illinois	DuPage	pcnt_mammography	68.4
17045	Illinois	Edgar	pcnt_mammography	56.8
17047	Illinois	Edwards	pcnt_mammography	68.5
17049	Illinois	Effingham	pcnt_mammography	68.9
17051	Illinois	Fayette	pcnt_mammography	61.5
17053	Illinois	Ford	pcnt_mammography	63.9
17055	Illinois	Franklin	pcnt_mammography	57.7
17057	Illinois	Fulton	pcnt_mammography	58.9
17059	Illinois	Gallatin	pcnt_mammography	60.8
17061	Illinois	Greene	pcnt_mammography	54.7
17063	Illinois	Grundy	pcnt_mammography	63.2
17065	Illinois	Hamilton	pcnt_mammography	58.3
17067	Illinois	Hancock	pcnt_mammography	58.5
17069	Illinois	Hardin	pcnt_mammography	60.7
17071	Illinois	Henderson	pcnt_mammography	58.6
17073	Illinois	Henry	pcnt_mammography	63.2
17075	Illinois	Iroquois	pcnt_mammography	60.7
17077	Illinois	Jackson	pcnt_mammography	62.9
17079	Illinois	Jasper	pcnt_mammography	66.9
17081	Illinois	Jefferson	pcnt_mammography	63.9
17083	Illinois	Jersey	pcnt_mammography	71.3
17085	Illinois	Jo Daviess	pcnt_mammography	76.2
17087	Illinois	Johnson	pcnt_mammography	70.0
17089	Illinois	Kane	pcnt_mammography	66.0
17091	Illinois	Kankakee	pcnt_mammography	64.6
17093	Illinois	Kendall	pcnt_mammography	66.2
17095	Illinois	Knox	pcnt_mammography	72.4
17097	Illinois	Lake	pcnt_mammography	67.8
17099	Illinois	LaSalle	pcnt_mammography	65.2
17101	Illinois	Lawrence	pcnt_mammography	61.7
17103	Illinois	Lee	pcnt_mammography	69.2
17105	Illinois	Livingston	pcnt_mammography	70.2
17107	Illinois	Logan	pcnt_mammography	75.9
17109	Illinois	McDonough	pcnt_mammography	67.6
17111	Illinois	McHenry	pcnt_mammography	67.5
17113	Illinois	McLean	pcnt_mammography	74.7
17115	Illinois	Macon	pcnt_mammography	68.7
17117	Illinois	Macoupin	pcnt_mammography	68.8
17119	Illinois	Madison	pcnt_mammography	70.5
17121	Illinois	Marion	pcnt_mammography	61.9
17123	Illinois	Marshall	pcnt_mammography	63.8
17125	Illinois	Mason	pcnt_mammography	65.2
17127	Illinois	Massac	pcnt_mammography	68.5
17129	Illinois	Menard	pcnt_mammography	66.7
17131	Illinois	Mercer	pcnt_mammography	64.8
17133	Illinois	Monroe	pcnt_mammography	73.4
17135	Illinois	Montgomery	pcnt_mammography	65.6
17137	Illinois	Morgan	pcnt_mammography	65.9
17139	Illinois	Moultrie	pcnt_mammography	73.0
17141	Illinois	Ogle	pcnt_mammography	64.5
17143	Illinois	Peoria	pcnt_mammography	64.0
17145	Illinois	Perry	pcnt_mammography	61.2
17147	Illinois	Piatt	pcnt_mammography	74.5
17149	Illinois	Pike	pcnt_mammography	68.6
17151	Illinois	Pope	pcnt_mammography	68.0
17153	Illinois	Pulaski	pcnt_mammography	58.7
17155	Illinois	Putnam	pcnt_mammography	56.0
17157	Illinois	Randolph	pcnt_mammography	66.4
17159	Illinois	Richland	pcnt_mammography	54.3
17161	Illinois	Rock Island	pcnt_mammography	72.3
17163	Illinois	St. Clair	pcnt_mammography	65.0
17165	Illinois	Saline	pcnt_mammography	56.6
17167	Illinois	Sangamon	pcnt_mammography	72.1
17169	Illinois	Schuyler	pcnt_mammography	53.7
17171	Illinois	Scott	pcnt_mammography	49.2
17173	Illinois	Shelby	pcnt_mammography	62.4
17175	Illinois	Stark	pcnt_mammography	65.5
17177	Illinois	Stephenson	pcnt_mammography	62.3
17179	Illinois	Tazewell	pcnt_mammography	66.2
17181	Illinois	Union	pcnt_mammography	68.4
17183	Illinois	Vermilion	pcnt_mammography	62.8
17185	Illinois	Wabash	pcnt_mammography	60.9
17187	Illinois	Warren	pcnt_mammography	73.5
17189	Illinois	Washington	pcnt_mammography	68.2
17191	Illinois	Wayne	pcnt_mammography	64.8
17193	Illinois	White	pcnt_mammography	61.3
17195	Illinois	Whiteside	pcnt_mammography	64.8
17197	Illinois	Will	pcnt_mammography	66.4
17199	Illinois	Williamson	pcnt_mammography	63.3
17201	Illinois	Winnebago	pcnt_mammography	64.7
17203	Illinois	Woodford	pcnt_mammography	68.9
18001	Indiana	Adams	pcnt_mammography	53.9
18003	Indiana	Allen	pcnt_mammography	59.6
18005	Indiana	Bartholomew	pcnt_mammography	66.2
18007	Indiana	Benton	pcnt_mammography	58.6
18009	Indiana	Blackford	pcnt_mammography	64.0
18011	Indiana	Boone	pcnt_mammography	67.4
18013	Indiana	Brown	pcnt_mammography	58.2
18015	Indiana	Carroll	pcnt_mammography	64.9
18017	Indiana	Cass	pcnt_mammography	68.4
18019	Indiana	Clark	pcnt_mammography	63.3
18021	Indiana	Clay	pcnt_mammography	57.4
18023	Indiana	Clinton	pcnt_mammography	65.9
18025	Indiana	Crawford	pcnt_mammography	51.2
18027	Indiana	Daviess	pcnt_mammography	55.6
18029	Indiana	Dearborn	pcnt_mammography	61.4
18031	Indiana	Decatur	pcnt_mammography	65.9
18033	Indiana	DeKalb	pcnt_mammography	55.5
18035	Indiana	Delaware	pcnt_mammography	70.4
18037	Indiana	Dubois	pcnt_mammography	69.0
18039	Indiana	Elkhart	pcnt_mammography	62.7
18041	Indiana	Fayette	pcnt_mammography	66.1
18043	Indiana	Floyd	pcnt_mammography	67.3
18045	Indiana	Fountain	pcnt_mammography	62.5
18047	Indiana	Franklin	pcnt_mammography	62.6
18049	Indiana	Fulton	pcnt_mammography	60.7
18051	Indiana	Gibson	pcnt_mammography	62.3
18053	Indiana	Grant	pcnt_mammography	70.2
18055	Indiana	Greene	pcnt_mammography	53.6
18057	Indiana	Hamilton	pcnt_mammography	72.6
18059	Indiana	Hancock	pcnt_mammography	66.9
18061	Indiana	Harrison	pcnt_mammography	64.0
18063	Indiana	Hendricks	pcnt_mammography	70.8
18065	Indiana	Henry	pcnt_mammography	70.6
18067	Indiana	Howard	pcnt_mammography	67.2
18069	Indiana	Huntington	pcnt_mammography	63.2
18071	Indiana	Jackson	pcnt_mammography	65.6
18073	Indiana	Jasper	pcnt_mammography	62.6
18075	Indiana	Jay	pcnt_mammography	57.9
18077	Indiana	Jefferson	pcnt_mammography	62.2
18079	Indiana	Jennings	pcnt_mammography	58.0
18081	Indiana	Johnson	pcnt_mammography	65.3
18083	Indiana	Knox	pcnt_mammography	57.1
18085	Indiana	Kosciusko	pcnt_mammography	62.2
18087	Indiana	LaGrange	pcnt_mammography	60.7
18089	Indiana	Lake	pcnt_mammography	58.0
18091	Indiana	LaPorte	pcnt_mammography	65.6
18093	Indiana	Lawrence	pcnt_mammography	65.0
18095	Indiana	Madison	pcnt_mammography	70.4
18097	Indiana	Marion	pcnt_mammography	63.0
18099	Indiana	Marshall	pcnt_mammography	56.3
18101	Indiana	Martin	pcnt_mammography	62.8
18103	Indiana	Miami	pcnt_mammography	67.2
18105	Indiana	Monroe	pcnt_mammography	69.4
18107	Indiana	Montgomery	pcnt_mammography	65.1
18109	Indiana	Morgan	pcnt_mammography	64.6
18111	Indiana	Newton	pcnt_mammography	57.6
18113	Indiana	Noble	pcnt_mammography	54.1
18115	Indiana	Ohio	pcnt_mammography	60.0
18117	Indiana	Orange	pcnt_mammography	57.5
18119	Indiana	Owen	pcnt_mammography	57.7
18121	Indiana	Parke	pcnt_mammography	57.1
18123	Indiana	Perry	pcnt_mammography	63.4
18125	Indiana	Pike	pcnt_mammography	63.1
18127	Indiana	Porter	pcnt_mammography	58.9
18129	Indiana	Posey	pcnt_mammography	67.2
18131	Indiana	Pulaski	pcnt_mammography	51.9
18133	Indiana	Putnam	pcnt_mammography	60.4
18135	Indiana	Randolph	pcnt_mammography	64.5
18137	Indiana	Ripley	pcnt_mammography	61.0
18139	Indiana	Rush	pcnt_mammography	61.9
18141	Indiana	St. Joseph	pcnt_mammography	64.6
18143	Indiana	Scott	pcnt_mammography	57.2
18145	Indiana	Shelby	pcnt_mammography	64.7
18147	Indiana	Spencer	pcnt_mammography	70.7
18149	Indiana	Starke	pcnt_mammography	51.5
18151	Indiana	Steuben	pcnt_mammography	62.6
18153	Indiana	Sullivan	pcnt_mammography	56.9
18155	Indiana	Switzerland	pcnt_mammography	52.6
18157	Indiana	Tippecanoe	pcnt_mammography	66.7
18159	Indiana	Tipton	pcnt_mammography	67.6
18161	Indiana	Union	pcnt_mammography	63.0
18163	Indiana	Vanderburgh	pcnt_mammography	69.1
18165	Indiana	Vermillion	pcnt_mammography	46.7
18167	Indiana	Vigo	pcnt_mammography	57.5
18169	Indiana	Wabash	pcnt_mammography	63.5
18171	Indiana	Warren	pcnt_mammography	72.9
18173	Indiana	Warrick	pcnt_mammography	71.0
18175	Indiana	Washington	pcnt_mammography	56.9
18177	Indiana	Wayne	pcnt_mammography	62.6
18179	Indiana	Wells	pcnt_mammography	69.9
18181	Indiana	White	pcnt_mammography	63.0
18183	Indiana	Whitley	pcnt_mammography	56.4
19001	Iowa	Adair	pcnt_mammography	72.2
19003	Iowa	Adams	pcnt_mammography	72.2
19005	Iowa	Allamakee	pcnt_mammography	70.4
19007	Iowa	Appanoose	pcnt_mammography	54.4
19009	Iowa	Audubon	pcnt_mammography	67.5
19011	Iowa	Benton	pcnt_mammography	67.5
19013	Iowa	Black Hawk	pcnt_mammography	75.8
19015	Iowa	Boone	pcnt_mammography	71.9
19017	Iowa	Bremer	pcnt_mammography	74.4
19019	Iowa	Buchanan	pcnt_mammography	68.0
19021	Iowa	Buena Vista	pcnt_mammography	62.8
19023	Iowa	Butler	pcnt_mammography	68.4
19025	Iowa	Calhoun	pcnt_mammography	73.5
19027	Iowa	Carroll	pcnt_mammography	73.2
19029	Iowa	Cass	pcnt_mammography	66.7
19031	Iowa	Cedar	pcnt_mammography	71.1
19033	Iowa	Cerro Gordo	pcnt_mammography	72.1
19035	Iowa	Cherokee	pcnt_mammography	74.0
19037	Iowa	Chickasaw	pcnt_mammography	77.0
19039	Iowa	Clarke	pcnt_mammography	57.8
19041	Iowa	Clay	pcnt_mammography	67.2
19043	Iowa	Clayton	pcnt_mammography	65.9
19045	Iowa	Clinton	pcnt_mammography	68.3
19047	Iowa	Crawford	pcnt_mammography	68.0
19049	Iowa	Dallas	pcnt_mammography	65.4
19051	Iowa	Davis	pcnt_mammography	58.6
19053	Iowa	Decatur	pcnt_mammography	61.5
19055	Iowa	Delaware	pcnt_mammography	76.9
19057	Iowa	Des Moines	pcnt_mammography	66.1
19059	Iowa	Dickinson	pcnt_mammography	64.4
19061	Iowa	Dubuque	pcnt_mammography	82.1
19063	Iowa	Emmet	pcnt_mammography	66.0
19065	Iowa	Fayette	pcnt_mammography	65.6
19067	Iowa	Floyd	pcnt_mammography	74.8
19069	Iowa	Franklin	pcnt_mammography	68.6
19071	Iowa	Fremont	pcnt_mammography	59.3
19073	Iowa	Greene	pcnt_mammography	66.7
19075	Iowa	Grundy	pcnt_mammography	70.9
19077	Iowa	Guthrie	pcnt_mammography	65.3
19079	Iowa	Hamilton	pcnt_mammography	77.0
19081	Iowa	Hancock	pcnt_mammography	68.6
19083	Iowa	Hardin	pcnt_mammography	68.0
19085	Iowa	Harrison	pcnt_mammography	61.2
19087	Iowa	Henry	pcnt_mammography	59.9
19089	Iowa	Howard	pcnt_mammography	71.7
19091	Iowa	Humboldt	pcnt_mammography	71.1
19093	Iowa	Ida	pcnt_mammography	58.2
19095	Iowa	Iowa	pcnt_mammography	71.4
19097	Iowa	Jackson	pcnt_mammography	66.8
19099	Iowa	Jasper	pcnt_mammography	62.3
19101	Iowa	Jefferson	pcnt_mammography	58.0
19103	Iowa	Johnson	pcnt_mammography	75.3
19105	Iowa	Jones	pcnt_mammography	68.8
19107	Iowa	Keokuk	pcnt_mammography	54.2
19109	Iowa	Kossuth	pcnt_mammography	76.9
19111	Iowa	Lee	pcnt_mammography	69.5
19113	Iowa	Linn	pcnt_mammography	77.5
19115	Iowa	Louisa	pcnt_mammography	57.3
19117	Iowa	Lucas	pcnt_mammography	75.3
19119	Iowa	Lyon	pcnt_mammography	66.3
19121	Iowa	Madison	pcnt_mammography	63.9
19123	Iowa	Mahaska	pcnt_mammography	66.8
19125	Iowa	Marion	pcnt_mammography	73.2
19127	Iowa	Marshall	pcnt_mammography	72.2
19129	Iowa	Mills	pcnt_mammography	58.3
19131	Iowa	Mitchell	pcnt_mammography	73.5
19133	Iowa	Monona	pcnt_mammography	66.9
19135	Iowa	Monroe	pcnt_mammography	70.5
19137	Iowa	Montgomery	pcnt_mammography	62.6
19139	Iowa	Muscatine	pcnt_mammography	68.6
19141	Iowa	O'Brien	pcnt_mammography	67.7
19143	Iowa	Osceola	pcnt_mammography	69.7
19145	Iowa	Page	pcnt_mammography	67.0
19147	Iowa	Palo Alto	pcnt_mammography	70.6
19149	Iowa	Plymouth	pcnt_mammography	61.5
19151	Iowa	Pocahontas	pcnt_mammography	58.5
19153	Iowa	Polk	pcnt_mammography	69.0
19155	Iowa	Pottawattamie	pcnt_mammography	63.3
19157	Iowa	Poweshiek	pcnt_mammography	62.7
19159	Iowa	Ringgold	pcnt_mammography	71.9
19161	Iowa	Sac	pcnt_mammography	70.5
19163	Iowa	Scott	pcnt_mammography	66.3
19165	Iowa	Shelby	pcnt_mammography	69.3
19167	Iowa	Sioux	pcnt_mammography	73.2
19169	Iowa	Story	pcnt_mammography	80.8
19171	Iowa	Tama	pcnt_mammography	65.0
19173	Iowa	Taylor	pcnt_mammography	66.3
19175	Iowa	Union	pcnt_mammography	74.5
19177	Iowa	Van Buren	pcnt_mammography	59.8
19179	Iowa	Wapello	pcnt_mammography	66.4
19181	Iowa	Warren	pcnt_mammography	64.3
19183	Iowa	Washington	pcnt_mammography	64.0
19185	Iowa	Wayne	pcnt_mammography	59.6
19187	Iowa	Webster	pcnt_mammography	64.6
19189	Iowa	Winnebago	pcnt_mammography	79.2
19191	Iowa	Winneshiek	pcnt_mammography	66.7
19193	Iowa	Woodbury	pcnt_mammography	61.5
19195	Iowa	Worth	pcnt_mammography	71.3
19197	Iowa	Wright	pcnt_mammography	65.0
20001	Kansas	Allen	pcnt_mammography	55.4
20003	Kansas	Anderson	pcnt_mammography	54.9
20005	Kansas	Atchison	pcnt_mammography	61.1
20007	Kansas	Barber	pcnt_mammography	67.2
20009	Kansas	Barton	pcnt_mammography	75.5
20011	Kansas	Bourbon	pcnt_mammography	55.3
20013	Kansas	Brown	pcnt_mammography	43.7
20015	Kansas	Butler	pcnt_mammography	62.0
20017	Kansas	Chase	pcnt_mammography	69.2
20019	Kansas	Chautauqua	pcnt_mammography	46.7
20021	Kansas	Cherokee	pcnt_mammography	54.0
20023	Kansas	Cheyenne	pcnt_mammography	54.8
20025	Kansas	Clark	pcnt_mammography	66.7
20027	Kansas	Clay	pcnt_mammography	79.2
20029	Kansas	Cloud	pcnt_mammography	80.2
20031	Kansas	Coffey	pcnt_mammography	65.4
20033	Kansas	Comanche	pcnt_mammography	70.6
20035	Kansas	Cowley	pcnt_mammography	61.1
20037	Kansas	Crawford	pcnt_mammography	58.9
20039	Kansas	Decatur	pcnt_mammography	66.7
20041	Kansas	Dickinson	pcnt_mammography	71.1
20043	Kansas	Doniphan	pcnt_mammography	58.6
20045	Kansas	Douglas	pcnt_mammography	73.2
20047	Kansas	Edwards	pcnt_mammography	73.5
20049	Kansas	Elk	pcnt_mammography	47.5
20051	Kansas	Ellis	pcnt_mammography	77.2
20053	Kansas	Ellsworth	pcnt_mammography	56.4
20055	Kansas	Finney	pcnt_mammography	60.9
20057	Kansas	Ford	pcnt_mammography	67.7
20059	Kansas	Franklin	pcnt_mammography	66.4
20061	Kansas	Geary	pcnt_mammography	63.1
20063	Kansas	Gove	pcnt_mammography	61.5
20065	Kansas	Graham	pcnt_mammography	82.1
20067	Kansas	Grant	pcnt_mammography	63.3
20069	Kansas	Gray	pcnt_mammography	52.7
20071	Kansas	Greeley	pcnt_mammography	
20073	Kansas	Greenwood	pcnt_mammography	50.5
20075	Kansas	Hamilton	pcnt_mammography	54.5
20077	Kansas	Harper	pcnt_mammography	48.8
20079	Kansas	Harvey	pcnt_mammography	71.1
20081	Kansas	Haskell	pcnt_mammography	56.8
20083	Kansas	Hodgeman	pcnt_mammography	95.2
20085	Kansas	Jackson	pcnt_mammography	57.7
20087	Kansas	Jefferson	pcnt_mammography	66.2
20089	Kansas	Jewell	pcnt_mammography	70.8
20091	Kansas	Johnson	pcnt_mammography	72.6
20093	Kansas	Kearny	pcnt_mammography	70.6
20095	Kansas	Kingman	pcnt_mammography	64.1
20097	Kansas	Kiowa	pcnt_mammography	71.0
20099	Kansas	Labette	pcnt_mammography	59.0
20101	Kansas	Lane	pcnt_mammography	81.8
20103	Kansas	Leavenworth	pcnt_mammography	56.3
20105	Kansas	Lincoln	pcnt_mammography	70.5
20107	Kansas	Linn	pcnt_mammography	63.1
20109	Kansas	Logan	pcnt_mammography	57.9
20111	Kansas	Lyon	pcnt_mammography	69.3
20113	Kansas	McPherson	pcnt_mammography	72.9
20115	Kansas	Marion	pcnt_mammography	72.0
20117	Kansas	Marshall	pcnt_mammography	66.2
20119	Kansas	Meade	pcnt_mammography	64.4
20121	Kansas	Miami	pcnt_mammography	62.7
20123	Kansas	Mitchell	pcnt_mammography	59.2
20125	Kansas	Montgomery	pcnt_mammography	60.2
20127	Kansas	Morris	pcnt_mammography	72.1
20129	Kansas	Morton	pcnt_mammography	37.1
20131	Kansas	Nemaha	pcnt_mammography	64.0
20133	Kansas	Neosho	pcnt_mammography	58.6
20135	Kansas	Ness	pcnt_mammography	77.6
20137	Kansas	Norton	pcnt_mammography	64.2
20139	Kansas	Osage	pcnt_mammography	70.5
20141	Kansas	Osborne	pcnt_mammography	66.7
20143	Kansas	Ottawa	pcnt_mammography	66.7
20145	Kansas	Pawnee	pcnt_mammography	65.8
20147	Kansas	Phillips	pcnt_mammography	68.3
20149	Kansas	Pottawatomie	pcnt_mammography	64.1
20151	Kansas	Pratt	pcnt_mammography	65.9
20153	Kansas	Rawlins	pcnt_mammography	63.6
20155	Kansas	Reno	pcnt_mammography	72.5
20157	Kansas	Republic	pcnt_mammography	61.3
20159	Kansas	Rice	pcnt_mammography	66.9
20161	Kansas	Riley	pcnt_mammography	74.4
20163	Kansas	Rooks	pcnt_mammography	76.3
20165	Kansas	Rush	pcnt_mammography	58.5
20167	Kansas	Russell	pcnt_mammography	62.0
20169	Kansas	Saline	pcnt_mammography	78.6
20171	Kansas	Scott	pcnt_mammography	64.3
20173	Kansas	Sedgwick	pcnt_mammography	66.1
20175	Kansas	Seward	pcnt_mammography	59.6
20177	Kansas	Shawnee	pcnt_mammography	70.5
20179	Kansas	Sheridan	pcnt_mammography	65.2
20181	Kansas	Sherman	pcnt_mammography	52.9
20183	Kansas	Smith	pcnt_mammography	71.2
20185	Kansas	Stafford	pcnt_mammography	55.0
20187	Kansas	Stanton	pcnt_mammography	
20189	Kansas	Stevens	pcnt_mammography	51.1
20191	Kansas	Sumner	pcnt_mammography	61.5
20193	Kansas	Thomas	pcnt_mammography	57.1
20195	Kansas	Trego	pcnt_mammography	84.4
20197	Kansas	Wabaunsee	pcnt_mammography	67.4
20199	Kansas	Wallace	pcnt_mammography	
20201	Kansas	Washington	pcnt_mammography	69.0
20203	Kansas	Wichita	pcnt_mammography	58.3
20205	Kansas	Wilson	pcnt_mammography	57.9
20207	Kansas	Woodson	pcnt_mammography	54.9
20209	Kansas	Wyandotte	pcnt_mammography	56.8
21001	Kentucky	Adair	pcnt_mammography	46.5
21003	Kentucky	Allen	pcnt_mammography	49.5
21005	Kentucky	Anderson	pcnt_mammography	58.1
21007	Kentucky	Ballard	pcnt_mammography	62.8
21009	Kentucky	Barren	pcnt_mammography	52.6
21011	Kentucky	Bath	pcnt_mammography	50.9
21013	Kentucky	Bell	pcnt_mammography	47.5
21015	Kentucky	Boone	pcnt_mammography	63.3
21017	Kentucky	Bourbon	pcnt_mammography	57.7
21019	Kentucky	Boyd	pcnt_mammography	64.5
21021	Kentucky	Boyle	pcnt_mammography	57.7
21023	Kentucky	Bracken	pcnt_mammography	48.9
21025	Kentucky	Breathitt	pcnt_mammography	37.1
21027	Kentucky	Breckinridge	pcnt_mammography	62.7
21029	Kentucky	Bullitt	pcnt_mammography	68.1
21031	Kentucky	Butler	pcnt_mammography	48.0
21033	Kentucky	Caldwell	pcnt_mammography	69.0
21035	Kentucky	Calloway	pcnt_mammography	63.2
21037	Kentucky	Campbell	pcnt_mammography	57.6
21039	Kentucky	Carlisle	pcnt_mammography	69.6
21041	Kentucky	Carroll	pcnt_mammography	64.3
21043	Kentucky	Carter	pcnt_mammography	50.3
21045	Kentucky	Casey	pcnt_mammography	49.8
21047	Kentucky	Christian	pcnt_mammography	65.6
21049	Kentucky	Clark	pcnt_mammography	63.5
21051	Kentucky	Clay	pcnt_mammography	40.7
21053	Kentucky	Clinton	pcnt_mammography	33.1
21055	Kentucky	Crittenden	pcnt_mammography	49.3
21057	Kentucky	Cumberland	pcnt_mammography	41.2
21059	Kentucky	Daviess	pcnt_mammography	75.7
21061	Kentucky	Edmonson	pcnt_mammography	60.0
21063	Kentucky	Elliott	pcnt_mammography	41.9
21065	Kentucky	Estill	pcnt_mammography	65.4
21067	Kentucky	Fayette	pcnt_mammography	68.2
21069	Kentucky	Fleming	pcnt_mammography	50.0
21071	Kentucky	Floyd	pcnt_mammography	54.2
21073	Kentucky	Franklin	pcnt_mammography	64.8
21075	Kentucky	Fulton	pcnt_mammography	57.5
21077	Kentucky	Gallatin	pcnt_mammography	50.0
21079	Kentucky	Garrard	pcnt_mammography	57.9
21081	Kentucky	Grant	pcnt_mammography	38.1
21083	Kentucky	Graves	pcnt_mammography	64.0
21085	Kentucky	Grayson	pcnt_mammography	60.3
21087	Kentucky	Green	pcnt_mammography	55.7
21089	Kentucky	Greenup	pcnt_mammography	62.5
21091	Kentucky	Hancock	pcnt_mammography	68.4
21093	Kentucky	Hardin	pcnt_mammography	66.4
21095	Kentucky	Harlan	pcnt_mammography	44.1
21097	Kentucky	Harrison	pcnt_mammography	48.5
21099	Kentucky	Hart	pcnt_mammography	54.4
21101	Kentucky	Henderson	pcnt_mammography	59.5
21103	Kentucky	Henry	pcnt_mammography	62.6
21105	Kentucky	Hickman	pcnt_mammography	63.3
21107	Kentucky	Hopkins	pcnt_mammography	62.3
21109	Kentucky	Jackson	pcnt_mammography	52.7
21111	Kentucky	Jefferson	pcnt_mammography	68.8
21113	Kentucky	Jessamine	pcnt_mammography	65.8
21115	Kentucky	Johnson	pcnt_mammography	63.5
21117	Kentucky	Kenton	pcnt_mammography	60.5
21119	Kentucky	Knott	pcnt_mammography	57.4
21121	Kentucky	Knox	pcnt_mammography	60.1
21123	Kentucky	Larue	pcnt_mammography	51.5
21125	Kentucky	Laurel	pcnt_mammography	59.6
21127	Kentucky	Lawrence	pcnt_mammography	55.7
21129	Kentucky	Lee	pcnt_mammography	40.7
21131	Kentucky	Leslie	pcnt_mammography	47.3
21133	Kentucky	Letcher	pcnt_mammography	57.0
21135	Kentucky	Lewis	pcnt_mammography	42.8
21137	Kentucky	Lincoln	pcnt_mammography	51.7
21139	Kentucky	Livingston	pcnt_mammography	61.8
21141	Kentucky	Logan	pcnt_mammography	71.4
21143	Kentucky	Lyon	pcnt_mammography	64.8
21145	Kentucky	McCracken	pcnt_mammography	68.7
21147	Kentucky	McCreary	pcnt_mammography	49.0
21149	Kentucky	McLean	pcnt_mammography	58.3
21151	Kentucky	Madison	pcnt_mammography	63.5
21153	Kentucky	Magoffin	pcnt_mammography	56.7
21155	Kentucky	Marion	pcnt_mammography	68.9
21157	Kentucky	Marshall	pcnt_mammography	67.2
21159	Kentucky	Martin	pcnt_mammography	51.0
21161	Kentucky	Mason	pcnt_mammography	64.9
21163	Kentucky	Meade	pcnt_mammography	64.7
21165	Kentucky	Menifee	pcnt_mammography	52.4
