FIPS	State	County	Variable	rec_facility_rate
16001	Idaho	Ada	rec_facility_rate	12.2
16003	Idaho	Adams	rec_facility_rate	0
16005	Idaho	Bannock	rec_facility_rate	7.2
16007	Idaho	Bear Lake	rec_facility_rate	0
16009	Idaho	Benewah	rec_facility_rate	0
16011	Idaho	Bingham	rec_facility_rate	4.4
16013	Idaho	Blaine	rec_facility_rate	51.6
16015	Idaho	Boise	rec_facility_rate	14.3
16017	Idaho	Bonner	rec_facility_rate	17.1
16019	Idaho	Bonneville	rec_facility_rate	5.7
16021	Idaho	Boundary	rec_facility_rate	18.2
16023	Idaho	Butte	rec_facility_rate	0
16025	Idaho	Camas	rec_facility_rate	0
16027	Idaho	Canyon	rec_facility_rate	3.2
16029	Idaho	Caribou	rec_facility_rate	0
16031	Idaho	Cassia	rec_facility_rate	13
16033	Idaho	Clark	rec_facility_rate	0
16035	Idaho	Clearwater	rec_facility_rate	0
16037	Idaho	Custer	rec_facility_rate	0
16039	Idaho	Elmore	rec_facility_rate	7.4
16041	Idaho	Franklin	rec_facility_rate	0
16043	Idaho	Fremont	rec_facility_rate	7.5
16045	Idaho	Gem	rec_facility_rate	12
16047	Idaho	Gooding	rec_facility_rate	0
16049	Idaho	Idaho	rec_facility_rate	12.3
16051	Idaho	Jefferson	rec_facility_rate	3.8
16053	Idaho	Jerome	rec_facility_rate	4.5
16055	Idaho	Kootenai	rec_facility_rate	15.8
16057	Idaho	Latah	rec_facility_rate	8
16059	Idaho	Lemhi	rec_facility_rate	12.6
16061	Idaho	Lewis	rec_facility_rate	0
16063	Idaho	Lincoln	rec_facility_rate	0
16065	Idaho	Madison	rec_facility_rate	8
16067	Idaho	Minidoka	rec_facility_rate	0
16069	Idaho	Nez Perce	rec_facility_rate	15.3
16071	Idaho	Oneida	rec_facility_rate	0
16073	Idaho	Owyhee	rec_facility_rate	0
16075	Idaho	Payette	rec_facility_rate	0
16077	Idaho	Power	rec_facility_rate	0
16079	Idaho	Shoshone	rec_facility_rate	15.7
16081	Idaho	Teton	rec_facility_rate	29.5
16083	Idaho	Twin Falls	rec_facility_rate	7.7
16085	Idaho	Valley	rec_facility_rate	30.7
16087	Idaho	Washington	rec_facility_rate	9.8
17001	Illinois	Adams	rec_facility_rate	11.9
17003	Illinois	Alexander	rec_facility_rate	0
17005	Illinois	Bond	rec_facility_rate	5.6
17007	Illinois	Boone	rec_facility_rate	3.7
17009	Illinois	Brown	rec_facility_rate	14.5
17011	Illinois	Bureau	rec_facility_rate	5.7
17013	Illinois	Calhoun	rec_facility_rate	19.6
17015	Illinois	Carroll	rec_facility_rate	0
17017	Illinois	Cass	rec_facility_rate	0
17019	Illinois	Champaign	rec_facility_rate	9.9
17021	Illinois	Christian	rec_facility_rate	14.4
17023	Illinois	Clark	rec_facility_rate	12.3
17025	Illinois	Clay	rec_facility_rate	14.5
17027	Illinois	Clinton	rec_facility_rate	5.3
17029	Illinois	Coles	rec_facility_rate	13
17031	Illinois	Cook	rec_facility_rate	8
17033	Illinois	Crawford	rec_facility_rate	0
17035	Illinois	Cumberland	rec_facility_rate	0
17037	Illinois	DeKalb	rec_facility_rate	8.6
17039	Illinois	De Witt	rec_facility_rate	18.1
17041	Illinois	Douglas	rec_facility_rate	10
17043	Illinois	DuPage	rec_facility_rate	11.4
17045	Illinois	Edgar	rec_facility_rate	16.2
17047	Illinois	Edwards	rec_facility_rate	0
17049	Illinois	Effingham	rec_facility_rate	8.8
17051	Illinois	Fayette	rec_facility_rate	13.6
17053	Illinois	Ford	rec_facility_rate	14.2
17055	Illinois	Franklin	rec_facility_rate	17.7
17057	Illinois	Fulton	rec_facility_rate	10.8
17059	Illinois	Gallatin	rec_facility_rate	0
17061	Illinois	Greene	rec_facility_rate	7.2
17063	Illinois	Grundy	rec_facility_rate	25.9
17065	Illinois	Hamilton	rec_facility_rate	0
17067	Illinois	Hancock	rec_facility_rate	5.2
17069	Illinois	Hardin	rec_facility_rate	0
17071	Illinois	Henderson	rec_facility_rate	0
17073	Illinois	Henry	rec_facility_rate	5.9
17075	Illinois	Iroquois	rec_facility_rate	6.7
17077	Illinois	Jackson	rec_facility_rate	6.6
17079	Illinois	Jasper	rec_facility_rate	10.3
17081	Illinois	Jefferson	rec_facility_rate	18
17083	Illinois	Jersey	rec_facility_rate	0
17085	Illinois	Jo Daviess	rec_facility_rate	0
17087	Illinois	Johnson	rec_facility_rate	15.9
17089	Illinois	Kane	rec_facility_rate	7.7
17091	Illinois	Kankakee	rec_facility_rate	15
17093	Illinois	Kendall	rec_facility_rate	11.3
17095	Illinois	Knox	rec_facility_rate	7.6
17097	Illinois	Lake	rec_facility_rate	15.6
17099	Illinois	LaSalle	rec_facility_rate	10.5
17101	Illinois	Lawrence	rec_facility_rate	0
17103	Illinois	Lee	rec_facility_rate	11.1
17105	Illinois	Livingston	rec_facility_rate	7.7
17107	Illinois	Logan	rec_facility_rate	3.3
17109	Illinois	McDonough	rec_facility_rate	15.3
17111	Illinois	McHenry	rec_facility_rate	12.9
17113	Illinois	McLean	rec_facility_rate	10.6
17115	Illinois	Macon	rec_facility_rate	9
17117	Illinois	Macoupin	rec_facility_rate	6.3
17119	Illinois	Madison	rec_facility_rate	13.7
17121	Illinois	Marion	rec_facility_rate	12.7
17123	Illinois	Marshall	rec_facility_rate	7.9
17125	Illinois	Mason	rec_facility_rate	6.8
17127	Illinois	Massac	rec_facility_rate	13
17129	Illinois	Menard	rec_facility_rate	23.6
17131	Illinois	Mercer	rec_facility_rate	18.3
17133	Illinois	Monroe	rec_facility_rate	12.1
17135	Illinois	Montgomery	rec_facility_rate	13.3
17137	Illinois	Morgan	rec_facility_rate	11.3
17139	Illinois	Moultrie	rec_facility_rate	6.7
17141	Illinois	Ogle	rec_facility_rate	13.1
17143	Illinois	Peoria	rec_facility_rate	8.6
17145	Illinois	Perry	rec_facility_rate	8.9
17147	Illinois	Piatt	rec_facility_rate	6
17149	Illinois	Pike	rec_facility_rate	6.1
17151	Illinois	Pope	rec_facility_rate	0
17153	Illinois	Pulaski	rec_facility_rate	0
17155	Illinois	Putnam	rec_facility_rate	33.3
17157	Illinois	Randolph	rec_facility_rate	12
17159	Illinois	Richland	rec_facility_rate	24.6
17161	Illinois	Rock Island	rec_facility_rate	9.5
17163	Illinois	St. Clair	rec_facility_rate	10.7
17165	Illinois	Saline	rec_facility_rate	4
17167	Illinois	Sangamon	rec_facility_rate	10.6
17169	Illinois	Schuyler	rec_facility_rate	0
17171	Illinois	Scott	rec_facility_rate	0
17173	Illinois	Shelby	rec_facility_rate	4.5
17175	Illinois	Stark	rec_facility_rate	0
17177	Illinois	Stephenson	rec_facility_rate	16.8
17179	Illinois	Tazewell	rec_facility_rate	13.3
17181	Illinois	Union	rec_facility_rate	0
17183	Illinois	Vermilion	rec_facility_rate	9.8
17185	Illinois	Wabash	rec_facility_rate	16.8
17187	Illinois	Warren	rec_facility_rate	5.7
17189	Illinois	Washington	rec_facility_rate	6.8
17191	Illinois	Wayne	rec_facility_rate	17.9
17193	Illinois	White	rec_facility_rate	6.8
17195	Illinois	Whiteside	rec_facility_rate	12
17197	Illinois	Will	rec_facility_rate	9.4
17199	Illinois	Williamson	rec_facility_rate	12
17201	Illinois	Winnebago	rec_facility_rate	8.1
17203	Illinois	Woodford	rec_facility_rate	7.8
18001	Indiana	Adams	rec_facility_rate	14.5
18003	Indiana	Allen	rec_facility_rate	15.2
18005	Indiana	Bartholomew	rec_facility_rate	10.4
18007	Indiana	Benton	rec_facility_rate	0
18009	Indiana	Blackford	rec_facility_rate	7.8
18011	Indiana	Boone	rec_facility_rate	12.3
18013	Indiana	Brown	rec_facility_rate	6.6
18015	Indiana	Carroll	rec_facility_rate	14.9
18017	Indiana	Cass	rec_facility_rate	10.3
18019	Indiana	Clark	rec_facility_rate	7.2
18021	Indiana	Clay	rec_facility_rate	3.7
18023	Indiana	Clinton	rec_facility_rate	0
18025	Indiana	Crawford	rec_facility_rate	0
18027	Indiana	Daviess	rec_facility_rate	3.2
18029	Indiana	Dearborn	rec_facility_rate	12
18031	Indiana	Decatur	rec_facility_rate	11.6
18033	Indiana	DeKalb	rec_facility_rate	11.8
18035	Indiana	Delaware	rec_facility_rate	11
18037	Indiana	Dubois	rec_facility_rate	14.3
18039	Indiana	Elkhart	rec_facility_rate	6.6
18041	Indiana	Fayette	rec_facility_rate	8.2
18043	Indiana	Floyd	rec_facility_rate	9.4
18045	Indiana	Fountain	rec_facility_rate	0
18047	Indiana	Franklin	rec_facility_rate	8.7
18049	Indiana	Fulton	rec_facility_rate	4.8
18051	Indiana	Gibson	rec_facility_rate	6
18053	Indiana	Grant	rec_facility_rate	7.1
18055	Indiana	Greene	rec_facility_rate	3
18057	Indiana	Hamilton	rec_facility_rate	20.6
18059	Indiana	Hancock	rec_facility_rate	4.3
18061	Indiana	Harrison	rec_facility_rate	5.1
18063	Indiana	Hendricks	rec_facility_rate	11.7
18065	Indiana	Henry	rec_facility_rate	12.1
18067	Indiana	Howard	rec_facility_rate	10.9
18069	Indiana	Huntington	rec_facility_rate	13.5
18071	Indiana	Jackson	rec_facility_rate	7
18073	Indiana	Jasper	rec_facility_rate	14.9
18075	Indiana	Jay	rec_facility_rate	9.4
18077	Indiana	Jefferson	rec_facility_rate	6.2
18079	Indiana	Jennings	rec_facility_rate	3.5
18081	Indiana	Johnson	rec_facility_rate	7.1
18083	Indiana	Knox	rec_facility_rate	10.4
18085	Indiana	Kosciusko	rec_facility_rate	9.1
18087	Indiana	LaGrange	rec_facility_rate	2.7
18089	Indiana	Lake	rec_facility_rate	7.3
18091	Indiana	LaPorte	rec_facility_rate	6.3
18093	Indiana	Lawrence	rec_facility_rate	10.8
18095	Indiana	Madison	rec_facility_rate	9.9
18097	Indiana	Marion	rec_facility_rate	9.8
18099	Indiana	Marshall	rec_facility_rate	8.5
18101	Indiana	Martin	rec_facility_rate	9.7
18103	Indiana	Miami	rec_facility_rate	8.2
18105	Indiana	Monroe	rec_facility_rate	5.8
18107	Indiana	Montgomery	rec_facility_rate	5.2
18109	Indiana	Morgan	rec_facility_rate	5.8
18111	Indiana	Newton	rec_facility_rate	7
18113	Indiana	Noble	rec_facility_rate	4.2
18115	Indiana	Ohio	rec_facility_rate	0
18117	Indiana	Orange	rec_facility_rate	5
18119	Indiana	Owen	rec_facility_rate	4.6
18121	Indiana	Parke	rec_facility_rate	5.8
18123	Indiana	Perry	rec_facility_rate	10.3
18125	Indiana	Pike	rec_facility_rate	0
18127	Indiana	Porter	rec_facility_rate	8.5
18129	Indiana	Posey	rec_facility_rate	3.9
18131	Indiana	Pulaski	rec_facility_rate	7.5
18133	Indiana	Putnam	rec_facility_rate	0
18135	Indiana	Randolph	rec_facility_rate	11.5
18137	Indiana	Ripley	rec_facility_rate	6.9
18139	Indiana	Rush	rec_facility_rate	11.5
18141	Indiana	St. Joseph	rec_facility_rate	9.7
18143	Indiana	Scott	rec_facility_rate	8.3
18145	Indiana	Shelby	rec_facility_rate	6.8
18147	Indiana	Spencer	rec_facility_rate	0
18149	Indiana	Starke	rec_facility_rate	4.3
18151	Indiana	Steuben	rec_facility_rate	8.8
18153	Indiana	Sullivan	rec_facility_rate	0
18155	Indiana	Switzerland	rec_facility_rate	9.4
18157	Indiana	Tippecanoe	rec_facility_rate	8.1
18159	Indiana	Tipton	rec_facility_rate	0
18161	Indiana	Union	rec_facility_rate	0
18163	Indiana	Vanderburgh	rec_facility_rate	13.3
18165	Indiana	Vermillion	rec_facility_rate	6.2
18167	Indiana	Vigo	rec_facility_rate	11.1
18169	Indiana	Wabash	rec_facility_rate	6.1
18171	Indiana	Warren	rec_facility_rate	0
18173	Indiana	Warrick	rec_facility_rate	5
18175	Indiana	Washington	rec_facility_rate	3.5
18177	Indiana	Wayne	rec_facility_rate	7.3
18179	Indiana	Wells	rec_facility_rate	7.2
18181	Indiana	White	rec_facility_rate	4.1
18183	Indiana	Whitley	rec_facility_rate	9
19001	Iowa	Adair	rec_facility_rate	26.1
19003	Iowa	Adams	rec_facility_rate	0
19005	Iowa	Allamakee	rec_facility_rate	0
19007	Iowa	Appanoose	rec_facility_rate	15.5
19009	Iowa	Audubon	rec_facility_rate	0
19011	Iowa	Benton	rec_facility_rate	11.5
19013	Iowa	Black Hawk	rec_facility_rate	9.9
19015	Iowa	Boone	rec_facility_rate	11.4
19017	Iowa	Bremer	rec_facility_rate	4.1
19019	Iowa	Buchanan	rec_facility_rate	0
19021	Iowa	Buena Vista	rec_facility_rate	9.8
19023	Iowa	Butler	rec_facility_rate	0
19025	Iowa	Calhoun	rec_facility_rate	0
19027	Iowa	Carroll	rec_facility_rate	9.6
19029	Iowa	Cass	rec_facility_rate	14.3
19031	Iowa	Cedar	rec_facility_rate	16.2
19033	Iowa	Cerro Gordo	rec_facility_rate	22.7
19035	Iowa	Cherokee	rec_facility_rate	0
19037	Iowa	Chickasaw	rec_facility_rate	8
19039	Iowa	Clarke	rec_facility_rate	0
19041	Iowa	Clay	rec_facility_rate	18
19043	Iowa	Clayton	rec_facility_rate	0
19045	Iowa	Clinton	rec_facility_rate	16.3
19047	Iowa	Crawford	rec_facility_rate	5.8
19049	Iowa	Dallas	rec_facility_rate	15
19051	Iowa	Davis	rec_facility_rate	22.8
19053	Iowa	Decatur	rec_facility_rate	0
19055	Iowa	Delaware	rec_facility_rate	16.9
19057	Iowa	Des Moines	rec_facility_rate	9.9
19059	Iowa	Dickinson	rec_facility_rate	36
19061	Iowa	Dubuque	rec_facility_rate	12.8
19063	Iowa	Emmet	rec_facility_rate	29.2
19065	Iowa	Fayette	rec_facility_rate	4.8
19067	Iowa	Floyd	rec_facility_rate	12.3
19069	Iowa	Franklin	rec_facility_rate	9.4
19071	Iowa	Fremont	rec_facility_rate	0
19073	Iowa	Greene	rec_facility_rate	10.7
19075	Iowa	Grundy	rec_facility_rate	0
19077	Iowa	Guthrie	rec_facility_rate	9.1
19079	Iowa	Hamilton	rec_facility_rate	12.8
19081	Iowa	Hancock	rec_facility_rate	17.7
19083	Iowa	Hardin	rec_facility_rate	5.7
19085	Iowa	Harrison	rec_facility_rate	0
19087	Iowa	Henry	rec_facility_rate	14.9
19089	Iowa	Howard	rec_facility_rate	10.5
19091	Iowa	Humboldt	rec_facility_rate	10.2
19093	Iowa	Ida	rec_facility_rate	0
19095	Iowa	Iowa	rec_facility_rate	6.1
19097	Iowa	Jackson	rec_facility_rate	10.1
19099	Iowa	Jasper	rec_facility_rate	10.9
19101	Iowa	Jefferson	rec_facility_rate	23.8
19103	Iowa	Johnson	rec_facility_rate	6.1
19105	Iowa	Jones	rec_facility_rate	4.8
19107	Iowa	Keokuk	rec_facility_rate	9.5
19109	Iowa	Kossuth	rec_facility_rate	6.4
19111	Iowa	Lee	rec_facility_rate	14
19113	Iowa	Linn	rec_facility_rate	11.8
19115	Iowa	Louisa	rec_facility_rate	0
19117	Iowa	Lucas	rec_facility_rate	11.2
19119	Iowa	Lyon	rec_facility_rate	8.6
19121	Iowa	Madison	rec_facility_rate	6.4
19123	Iowa	Mahaska	rec_facility_rate	13.4
19125	Iowa	Marion	rec_facility_rate	3
19127	Iowa	Marshall	rec_facility_rate	2.5
19129	Iowa	Mills	rec_facility_rate	13.3
19131	Iowa	Mitchell	rec_facility_rate	18.5
19133	Iowa	Monona	rec_facility_rate	21.6
19135	Iowa	Monroe	rec_facility_rate	0
19137	Iowa	Montgomery	rec_facility_rate	9.3
19139	Iowa	Muscatine	rec_facility_rate	7
19141	Iowa	O'Brien	rec_facility_rate	20.9
19143	Iowa	Osceola	rec_facility_rate	0
19145	Iowa	Page	rec_facility_rate	18.8
19147	Iowa	Palo Alto	rec_facility_rate	0
19149	Iowa	Plymouth	rec_facility_rate	16
19151	Iowa	Pocahontas	rec_facility_rate	0
19153	Iowa	Polk	rec_facility_rate	14.8
19155	Iowa	Pottawattamie	rec_facility_rate	8.6
19157	Iowa	Poweshiek	rec_facility_rate	10.6
19159	Iowa	Ringgold	rec_facility_rate	0
19161	Iowa	Sac	rec_facility_rate	9.7
19163	Iowa	Scott	rec_facility_rate	13.3
19165	Iowa	Shelby	rec_facility_rate	0
19167	Iowa	Sioux	rec_facility_rate	5.9
19169	Iowa	Story	rec_facility_rate	11.2
19171	Iowa	Tama	rec_facility_rate	11.3
19173	Iowa	Taylor	rec_facility_rate	15.8
19175	Iowa	Union	rec_facility_rate	16
19177	Iowa	Van Buren	rec_facility_rate	0
19179	Iowa	Wapello	rec_facility_rate	5.6
19181	Iowa	Warren	rec_facility_rate	8.6
19183	Iowa	Washington	rec_facility_rate	13.8
19185	Iowa	Wayne	rec_facility_rate	31.2
19187	Iowa	Webster	rec_facility_rate	15.8
19189	Iowa	Winnebago	rec_facility_rate	9.2
19191	Iowa	Winneshiek	rec_facility_rate	23.7
19193	Iowa	Woodbury	rec_facility_rate	10.7
19195	Iowa	Worth	rec_facility_rate	0
19197	Iowa	Wright	rec_facility_rate	7.6
20001	Kansas	Allen	rec_facility_rate	0
20003	Kansas	Anderson	rec_facility_rate	0
20005	Kansas	Atchison	rec_facility_rate	11.8
20007	Kansas	Barber	rec_facility_rate	20.6
20009	Kansas	Barton	rec_facility_rate	10.8
20011	Kansas	Bourbon	rec_facility_rate	0
20013	Kansas	Brown	rec_facility_rate	0
20015	Kansas	Butler	rec_facility_rate	4.5
20017	Kansas	Chase	rec_facility_rate	0
20019	Kansas	Chautauqua	rec_facility_rate	27.3
20021	Kansas	Cherokee	rec_facility_rate	4.6
20023	Kansas	Cheyenne	rec_facility_rate	0
20025	Kansas	Clark	rec_facility_rate	0
20027	Kansas	Clay	rec_facility_rate	0
20029	Kansas	Cloud	rec_facility_rate	21
20031	Kansas	Coffey	rec_facility_rate	0
20033	Kansas	Comanche	rec_facility_rate	0
20035	Kansas	Cowley	rec_facility_rate	0
20037	Kansas	Crawford	rec_facility_rate	7.7
20039	Kansas	Decatur	rec_facility_rate	0
20041	Kansas	Dickinson	rec_facility_rate	0
20043	Kansas	Doniphan	rec_facility_rate	0
20045	Kansas	Douglas	rec_facility_rate	8.1
20047	Kansas	Edwards	rec_facility_rate	0
20049	Kansas	Elk	rec_facility_rate	34.7
20051	Kansas	Ellis	rec_facility_rate	10.5
20053	Kansas	Ellsworth	rec_facility_rate	0
20055	Kansas	Finney	rec_facility_rate	13.5
20057	Kansas	Ford	rec_facility_rate	11.7
20059	Kansas	Franklin	rec_facility_rate	3.8
20061	Kansas	Geary	rec_facility_rate	5.7
20063	Kansas	Gove	rec_facility_rate	0
20065	Kansas	Graham	rec_facility_rate	0
20067	Kansas	Grant	rec_facility_rate	0
20069	Kansas	Gray	rec_facility_rate	0
20071	Kansas	Greeley	rec_facility_rate	0
20073	Kansas	Greenwood	rec_facility_rate	0
20075	Kansas	Hamilton	rec_facility_rate	0
20077	Kansas	Harper	rec_facility_rate	0
20079	Kansas	Harvey	rec_facility_rate	2.9
20081	Kansas	Haskell	rec_facility_rate	0
20083	Kansas	Hodgeman	rec_facility_rate	0
20085	Kansas	Jackson	rec_facility_rate	0
20087	Kansas	Jefferson	rec_facility_rate	0
20089	Kansas	Jewell	rec_facility_rate	0
20091	Kansas	Johnson	rec_facility_rate	16.7
20093	Kansas	Kearny	rec_facility_rate	0
20095	Kansas	Kingman	rec_facility_rate	25.5
20097	Kansas	Kiowa	rec_facility_rate	0
20099	Kansas	Labette	rec_facility_rate	4.6
20101	Kansas	Lane	rec_facility_rate	0
20103	Kansas	Leavenworth	rec_facility_rate	3.9
20105	Kansas	Lincoln	rec_facility_rate	30.9
20107	Kansas	Linn	rec_facility_rate	0
20109	Kansas	Logan	rec_facility_rate	36.1
20111	Kansas	Lyon	rec_facility_rate	8.9
20113	Kansas	McPherson	rec_facility_rate	6.9
20115	Kansas	Marion	rec_facility_rate	0
20117	Kansas	Marshall	rec_facility_rate	9.9
20119	Kansas	Meade	rec_facility_rate	0
20121	Kansas	Miami	rec_facility_rate	6.1
20123	Kansas	Mitchell	rec_facility_rate	15.7
20125	Kansas	Montgomery	rec_facility_rate	8.5
20127	Kansas	Morris	rec_facility_rate	16.9
20129	Kansas	Morton	rec_facility_rate	0
20131	Kansas	Nemaha	rec_facility_rate	0
20133	Kansas	Neosho	rec_facility_rate	12.1
20135	Kansas	Ness	rec_facility_rate	0
20137	Kansas	Norton	rec_facility_rate	0
20139	Kansas	Osage	rec_facility_rate	0
20141	Kansas	Osborne	rec_facility_rate	0
20143	Kansas	Ottawa	rec_facility_rate	0
20145	Kansas	Pawnee	rec_facility_rate	0
20147	Kansas	Phillips	rec_facility_rate	0
20149	Kansas	Pottawatomie	rec_facility_rate	9.2
20151	Kansas	Pratt	rec_facility_rate	20.7
20153	Kansas	Rawlins	rec_facility_rate	0
20155	Kansas	Reno	rec_facility_rate	6.2
20157	Kansas	Republic	rec_facility_rate	20.2
20159	Kansas	Rice	rec_facility_rate	0
20161	Kansas	Riley	rec_facility_rate	7
20163	Kansas	Rooks	rec_facility_rate	0
20165	Kansas	Rush	rec_facility_rate	0
20167	Kansas	Russell	rec_facility_rate	0
20169	Kansas	Saline	rec_facility_rate	10.8
20171	Kansas	Scott	rec_facility_rate	40.4
20173	Kansas	Sedgwick	rec_facility_rate	7.6
20175	Kansas	Seward	rec_facility_rate	4.3
20177	Kansas	Shawnee	rec_facility_rate	7.9
20179	Kansas	Sheridan	rec_facility_rate	0
20181	Kansas	Sherman	rec_facility_rate	16.6
20183	Kansas	Smith	rec_facility_rate	0
20185	Kansas	Stafford	rec_facility_rate	0
20187	Kansas	Stanton	rec_facility_rate	0
20189	Kansas	Stevens	rec_facility_rate	0
20191	Kansas	Sumner	rec_facility_rate	0
20193	Kansas	Thomas	rec_facility_rate	12.6
20195	Kansas	Trego	rec_facility_rate	0
20197	Kansas	Wabaunsee	rec_facility_rate	14.2
20199	Kansas	Wallace	rec_facility_rate	0
20201	Kansas	Washington	rec_facility_rate	0
20203	Kansas	Wichita	rec_facility_rate	0
20205	Kansas	Wilson	rec_facility_rate	0
20207	Kansas	Woodson	rec_facility_rate	0
20209	Kansas	Wyandotte	rec_facility_rate	3.2
21001	Kentucky	Adair	rec_facility_rate	5.4
21003	Kentucky	Allen	rec_facility_rate	5
21005	Kentucky	Anderson	rec_facility_rate	9.3
21007	Kentucky	Ballard	rec_facility_rate	0
21009	Kentucky	Barren	rec_facility_rate	4.7
21011	Kentucky	Bath	rec_facility_rate	0
21013	Kentucky	Bell	rec_facility_rate	7
21015	Kentucky	Boone	rec_facility_rate	10.9
21017	Kentucky	Bourbon	rec_facility_rate	0
21019	Kentucky	Boyd	rec_facility_rate	8.1
21021	Kentucky	Boyle	rec_facility_rate	10.5
21023	Kentucky	Bracken	rec_facility_rate	0
21025	Kentucky	Breathitt	rec_facility_rate	0
21027	Kentucky	Breckinridge	rec_facility_rate	0
21029	Kentucky	Bullitt	rec_facility_rate	10.7
21031	Kentucky	Butler	rec_facility_rate	0
21033	Kentucky	Caldwell	rec_facility_rate	0
21035	Kentucky	Calloway	rec_facility_rate	8
21037	Kentucky	Campbell	rec_facility_rate	12.2
21039	Kentucky	Carlisle	rec_facility_rate	0
21041	Kentucky	Carroll	rec_facility_rate	9.3
21043	Kentucky	Carter	rec_facility_rate	7.2
21045	Kentucky	Casey	rec_facility_rate	6.3
21047	Kentucky	Christian	rec_facility_rate	4
21049	Kentucky	Clark	rec_facility_rate	5.6
21051	Kentucky	Clay	rec_facility_rate	0
21053	Kentucky	Clinton	rec_facility_rate	9.7
21055	Kentucky	Crittenden	rec_facility_rate	0
21057	Kentucky	Cumberland	rec_facility_rate	0
21059	Kentucky	Daviess	rec_facility_rate	8.3
21061	Kentucky	Edmonson	rec_facility_rate	0
21063	Kentucky	Elliott	rec_facility_rate	0
21065	Kentucky	Estill	rec_facility_rate	0
21067	Kentucky	Fayette	rec_facility_rate	14.2
21069	Kentucky	Fleming	rec_facility_rate	13.9
21071	Kentucky	Floyd	rec_facility_rate	0
21073	Kentucky	Franklin	rec_facility_rate	12.2
21075	Kentucky	Fulton	rec_facility_rate	0
21077	Kentucky	Gallatin	rec_facility_rate	0
21079	Kentucky	Garrard	rec_facility_rate	0
21081	Kentucky	Grant	rec_facility_rate	12.2
21083	Kentucky	Graves	rec_facility_rate	5.4
21085	Kentucky	Grayson	rec_facility_rate	0
21087	Kentucky	Green	rec_facility_rate	0
21089	Kentucky	Greenup	rec_facility_rate	2.7
21091	Kentucky	Hancock	rec_facility_rate	0
21093	Kentucky	Hardin	rec_facility_rate	10.3
21095	Kentucky	Harlan	rec_facility_rate	0
21097	Kentucky	Harrison	rec_facility_rate	5.3
21099	Kentucky	Hart	rec_facility_rate	5.5
21101	Kentucky	Henderson	rec_facility_rate	8.6
21103	Kentucky	Henry	rec_facility_rate	0
21105	Kentucky	Hickman	rec_facility_rate	0
21107	Kentucky	Hopkins	rec_facility_rate	8.5
21109	Kentucky	Jackson	rec_facility_rate	0
21111	Kentucky	Jefferson	rec_facility_rate	11
21113	Kentucky	Jessamine	rec_facility_rate	8.2
21115	Kentucky	Johnson	rec_facility_rate	8.5
21117	Kentucky	Kenton	rec_facility_rate	11.9
21119	Kentucky	Knott	rec_facility_rate	0
21121	Kentucky	Knox	rec_facility_rate	0
21123	Kentucky	Larue	rec_facility_rate	21.1
21125	Kentucky	Laurel	rec_facility_rate	3.4
21127	Kentucky	Lawrence	rec_facility_rate	0
21129	Kentucky	Lee	rec_facility_rate	0
21131	Kentucky	Leslie	rec_facility_rate	0
21133	Kentucky	Letcher	rec_facility_rate	0
21135	Kentucky	Lewis	rec_facility_rate	0
21137	Kentucky	Lincoln	rec_facility_rate	4
21139	Kentucky	Livingston	rec_facility_rate	0
21141	Kentucky	Logan	rec_facility_rate	0
21143	Kentucky	Lyon	rec_facility_rate	0
21145	Kentucky	McCracken	rec_facility_rate	16.8
21147	Kentucky	McCreary	rec_facility_rate	0
21149	Kentucky	McLean	rec_facility_rate	0
21151	Kentucky	Madison	rec_facility_rate	13.2
21153	Kentucky	Magoffin	rec_facility_rate	0
21155	Kentucky	Marion	rec_facility_rate	5
21157	Kentucky	Marshall	rec_facility_rate	9.5
21159	Kentucky	Martin	rec_facility_rate	7.8
21161	Kentucky	Mason	rec_facility_rate	11.4
21163	Kentucky	Meade	rec_facility_rate	3.5
21165	Kentucky	Menifee	rec_facility_rate	0
21167	Kentucky	Mercer	rec_facility_rate	4.7
21169	Kentucky	Metcalfe	rec_facility_rate	0
21171	Kentucky	Monroe	rec_facility_rate	18.2
21173	Kentucky	Montgomery	rec_facility_rate	15.1
21175	Kentucky	Morgan	rec_facility_rate	7.2
21177	Kentucky	Muhlenberg	rec_facility_rate	6.4
21179	Kentucky	Nelson	rec_facility_rate	13.8
21181	Kentucky	Nicholas	rec_facility_rate	0
21183	Kentucky	Ohio	rec_facility_rate	4.2
21185	Kentucky	Oldham	rec_facility_rate	6.6
21187	Kentucky	Owen	rec_facility_rate	0
21189	Kentucky	Owsley	rec_facility_rate	0
21191	Kentucky	Pendleton	rec_facility_rate	6.7
21193	Kentucky	Perry	rec_facility_rate	0
21195	Kentucky	Pike	rec_facility_rate	3.1
21197	Kentucky	Powell	rec_facility_rate	7.9
21199	Kentucky	Pulaski	rec_facility_rate	9.5
21201	Kentucky	Robertson	rec_facility_rate	0
21203	Kentucky	Rockcastle	rec_facility_rate	0
21205	Kentucky	Rowan	rec_facility_rate	8.6
21207	Kentucky	Russell	rec_facility_rate	5.7
21209	Kentucky	Scott	rec_facility_rate	4.2
21211	Kentucky	Shelby	rec_facility_rate	9.4
21213	Kentucky	Simpson	rec_facility_rate	11.5
21215	Kentucky	Spencer	rec_facility_rate	5.8
21217	Kentucky	Taylor	rec_facility_rate	20.4
