FIPS	State	County	Variable	rec_facility_rate
21219	Kentucky	Todd	rec_facility_rate	0
21221	Kentucky	Trigg	rec_facility_rate	7
21223	Kentucky	Trimble	rec_facility_rate	0
21225	Kentucky	Union	rec_facility_rate	13.3
21227	Kentucky	Warren	rec_facility_rate	7.9
21229	Kentucky	Washington	rec_facility_rate	8.5
21231	Kentucky	Wayne	rec_facility_rate	4.8
21233	Kentucky	Webster	rec_facility_rate	7.3
21235	Kentucky	Whitley	rec_facility_rate	2.8
21237	Kentucky	Wolfe	rec_facility_rate	13.6
21239	Kentucky	Woodford	rec_facility_rate	0
22001	Louisiana	Acadia	rec_facility_rate	11.3
22003	Louisiana	Allen	rec_facility_rate	3.9
22005	Louisiana	Ascension	rec_facility_rate	13.9
22007	Louisiana	Assumption	rec_facility_rate	4.3
22009	Louisiana	Avoyelles	rec_facility_rate	2.4
22011	Louisiana	Beauregard	rec_facility_rate	5.6
22013	Louisiana	Bienville	rec_facility_rate	0
22015	Louisiana	Bossier	rec_facility_rate	11.1
22017	Louisiana	Caddo	rec_facility_rate	9.4
22019	Louisiana	Calcasieu	rec_facility_rate	6.7
22021	Louisiana	Caldwell	rec_facility_rate	9.9
22023	Louisiana	Cameron	rec_facility_rate	0
22025	Louisiana	Catahoula	rec_facility_rate	0
22027	Louisiana	Claiborne	rec_facility_rate	5.8
22029	Louisiana	Concordia	rec_facility_rate	9.6
22031	Louisiana	De Soto	rec_facility_rate	7.5
22033	Louisiana	East Baton Rouge	rec_facility_rate	14.7
22035	Louisiana	East Carroll	rec_facility_rate	0
22037	Louisiana	East Feliciana	rec_facility_rate	5
22039	Louisiana	Evangeline	rec_facility_rate	2.9
22041	Louisiana	Franklin	rec_facility_rate	4.8
22043	Louisiana	Grant	rec_facility_rate	0
22045	Louisiana	Iberia	rec_facility_rate	5.5
22047	Louisiana	Iberville	rec_facility_rate	3
22049	Louisiana	Jackson	rec_facility_rate	6.1
22051	Louisiana	Jefferson	rec_facility_rate	10.2
22053	Louisiana	Jefferson Davis	rec_facility_rate	6.3
22055	Louisiana	Lafayette	rec_facility_rate	11.7
22057	Louisiana	Lafourche	rec_facility_rate	9.3
22059	Louisiana	La Salle	rec_facility_rate	0
22061	Louisiana	Lincoln	rec_facility_rate	8.5
22063	Louisiana	Livingston	rec_facility_rate	10.1
22065	Louisiana	Madison	rec_facility_rate	0
22067	Louisiana	Morehouse	rec_facility_rate	0
22069	Louisiana	Natchitoches	rec_facility_rate	7.6
22071	Louisiana	Orleans	rec_facility_rate	8
22073	Louisiana	Ouachita	rec_facility_rate	9.7
22075	Louisiana	Plaquemines	rec_facility_rate	8.6
22077	Louisiana	Pointe Coupee	rec_facility_rate	4.4
22079	Louisiana	Rapides	rec_facility_rate	7.6
22081	Louisiana	Red River	rec_facility_rate	0
22083	Louisiana	Richland	rec_facility_rate	4.8
22085	Louisiana	Sabine	rec_facility_rate	0
22087	Louisiana	St. Bernard	rec_facility_rate	8.2
22089	Louisiana	St. Charles	rec_facility_rate	13.3
22091	Louisiana	St. Helena	rec_facility_rate	0
22093	Louisiana	St. James	rec_facility_rate	13.6
22095	Louisiana	St. John the Baptist	rec_facility_rate	10.9
22097	Louisiana	St. Landry	rec_facility_rate	6
22099	Louisiana	St. Martin	rec_facility_rate	5.7
22101	Louisiana	St. Mary	rec_facility_rate	11
22103	Louisiana	St. Tammany	rec_facility_rate	11.5
22105	Louisiana	Tangipahoa	rec_facility_rate	9.1
22107	Louisiana	Tensas	rec_facility_rate	0
22109	Louisiana	Terrebonne	rec_facility_rate	9.8
22111	Louisiana	Union	rec_facility_rate	13.2
22113	Louisiana	Vermilion	rec_facility_rate	8.6
22115	Louisiana	Vernon	rec_facility_rate	1.9
22117	Louisiana	Washington	rec_facility_rate	4.2
22119	Louisiana	Webster	rec_facility_rate	2.4
22121	Louisiana	West Baton Rouge	rec_facility_rate	16.7
22123	Louisiana	West Carroll	rec_facility_rate	8.6
22125	Louisiana	West Feliciana	rec_facility_rate	0
22127	Louisiana	Winn	rec_facility_rate	6.5
23001	Maine	Androscoggin	rec_facility_rate	13
23003	Maine	Aroostook	rec_facility_rate	4.2
23005	Maine	Cumberland	rec_facility_rate	14.6
23007	Maine	Franklin	rec_facility_rate	6.5
23009	Maine	Hancock	rec_facility_rate	16.6
23011	Maine	Kennebec	rec_facility_rate	12.3
23013	Maine	Knox	rec_facility_rate	20.1
23015	Maine	Lincoln	rec_facility_rate	14.5
23017	Maine	Oxford	rec_facility_rate	3.5
23019	Maine	Penobscot	rec_facility_rate	9.8
23021	Maine	Piscataquis	rec_facility_rate	11.4
23023	Maine	Sagadahoc	rec_facility_rate	14.2
23025	Maine	Somerset	rec_facility_rate	3.8
23027	Maine	Waldo	rec_facility_rate	10.3
23029	Maine	Washington	rec_facility_rate	9.1
23031	Maine	York	rec_facility_rate	12.2
24001	Maryland	Allegany	rec_facility_rate	13.3
24003	Maryland	Anne Arundel	rec_facility_rate	14.5
24005	Maryland	Baltimore	rec_facility_rate	15.3
24009	Maryland	Calvert	rec_facility_rate	9
24011	Maryland	Caroline	rec_facility_rate	6
24013	Maryland	Carroll	rec_facility_rate	12.6
24015	Maryland	Cecil	rec_facility_rate	5.9
24017	Maryland	Charles	rec_facility_rate	6.1
24019	Maryland	Dorchester	rec_facility_rate	12.3
24021	Maryland	Frederick	rec_facility_rate	12.8
24023	Maryland	Garrett	rec_facility_rate	13.3
24025	Maryland	Harford	rec_facility_rate	11.4
24027	Maryland	Howard	rec_facility_rate	15.6
24029	Maryland	Kent	rec_facility_rate	19.8
24031	Maryland	Montgomery	rec_facility_rate	13.8
24033	Maryland	Prince George's	rec_facility_rate	7.4
24035	Maryland	Queen Anne's	rec_facility_rate	10.4
24037	Maryland	St. Mary's	rec_facility_rate	9.5
24039	Maryland	Somerset	rec_facility_rate	3.8
24041	Maryland	Talbot	rec_facility_rate	21.1
24043	Maryland	Washington	rec_facility_rate	10.2
24045	Maryland	Wicomico	rec_facility_rate	10.1
24047	Maryland	Worcester	rec_facility_rate	19.4
24510	Maryland	Baltimore City	rec_facility_rate	5.6
25001	Massachusetts	Barnstable	rec_facility_rate	21.3
25003	Massachusetts	Berkshire	rec_facility_rate	9.2
25005	Massachusetts	Bristol	rec_facility_rate	14
25007	Massachusetts	Dukes	rec_facility_rate	42.2
25009	Massachusetts	Essex	rec_facility_rate	16
25011	Massachusetts	Franklin	rec_facility_rate	11.2
25013	Massachusetts	Hampden	rec_facility_rate	8.2
25015	Massachusetts	Hampshire	rec_facility_rate	12.7
25017	Massachusetts	Middlesex	rec_facility_rate	20.1
25019	Massachusetts	Nantucket	rec_facility_rate	19.7
25021	Massachusetts	Norfolk	rec_facility_rate	17.9
25023	Massachusetts	Plymouth	rec_facility_rate	19
25025	Massachusetts	Suffolk	rec_facility_rate	14.7
25027	Massachusetts	Worcester	rec_facility_rate	12.8
26001	Michigan	Alcona	rec_facility_rate	0
26003	Michigan	Alger	rec_facility_rate	0
26005	Michigan	Allegan	rec_facility_rate	5.4
26007	Michigan	Alpena	rec_facility_rate	6.8
26009	Michigan	Antrim	rec_facility_rate	8.5
26011	Michigan	Arenac	rec_facility_rate	6.3
26013	Michigan	Baraga	rec_facility_rate	0
26015	Michigan	Barry	rec_facility_rate	8.5
26017	Michigan	Bay	rec_facility_rate	8.4
26019	Michigan	Benzie	rec_facility_rate	5.7
26021	Michigan	Berrien	rec_facility_rate	8.3
26023	Michigan	Branch	rec_facility_rate	11.1
26025	Michigan	Calhoun	rec_facility_rate	8.8
26027	Michigan	Cass	rec_facility_rate	3.8
26029	Michigan	Charlevoix	rec_facility_rate	19.3
26031	Michigan	Cheboygan	rec_facility_rate	15.3
26033	Michigan	Chippewa	rec_facility_rate	5.2
26035	Michigan	Clare	rec_facility_rate	9.7
26037	Michigan	Clinton	rec_facility_rate	4
26039	Michigan	Crawford	rec_facility_rate	7.1
26041	Michigan	Delta	rec_facility_rate	21.6
26043	Michigan	Dickinson	rec_facility_rate	34.4
26045	Michigan	Eaton	rec_facility_rate	9.3
26047	Michigan	Emmet	rec_facility_rate	12.2
26049	Michigan	Genesee	rec_facility_rate	6.6
26051	Michigan	Gladwin	rec_facility_rate	7.8
26053	Michigan	Gogebic	rec_facility_rate	18.3
26055	Michigan	Grand Traverse	rec_facility_rate	13.8
26057	Michigan	Gratiot	rec_facility_rate	4.7
26059	Michigan	Hillsdale	rec_facility_rate	10.7
26061	Michigan	Houghton	rec_facility_rate	13.6
26063	Michigan	Huron	rec_facility_rate	12.1
26065	Michigan	Ingham	rec_facility_rate	8.9
26067	Michigan	Ionia	rec_facility_rate	9.4
26069	Michigan	Iosco	rec_facility_rate	3.9
26071	Michigan	Iron	rec_facility_rate	16.9
26073	Michigan	Isabella	rec_facility_rate	5.7
26075	Michigan	Jackson	rec_facility_rate	8.1
26077	Michigan	Kalamazoo	rec_facility_rate	13.2
26079	Michigan	Kalkaska	rec_facility_rate	0
26081	Michigan	Kent	rec_facility_rate	10.1
26083	Michigan	Keweenaw	rec_facility_rate	0
26085	Michigan	Lake	rec_facility_rate	0
26087	Michigan	Lapeer	rec_facility_rate	4.5
26089	Michigan	Leelanau	rec_facility_rate	9.2
26091	Michigan	Lenawee	rec_facility_rate	7
26093	Michigan	Livingston	rec_facility_rate	9.9
26095	Michigan	Luce	rec_facility_rate	0
26097	Michigan	Mackinac	rec_facility_rate	0
26099	Michigan	Macomb	rec_facility_rate	7.3
26101	Michigan	Manistee	rec_facility_rate	0
26103	Michigan	Marquette	rec_facility_rate	13.4
26105	Michigan	Mason	rec_facility_rate	7
26107	Michigan	Mecosta	rec_facility_rate	9.3
26109	Michigan	Menominee	rec_facility_rate	16.7
26111	Michigan	Midland	rec_facility_rate	21.5
26113	Michigan	Missaukee	rec_facility_rate	6.7
26115	Michigan	Monroe	rec_facility_rate	9.2
26117	Michigan	Montcalm	rec_facility_rate	7.9
26119	Michigan	Montmorency	rec_facility_rate	0
26121	Michigan	Muskegon	rec_facility_rate	8.7
26123	Michigan	Newaygo	rec_facility_rate	4.1
26125	Michigan	Oakland	rec_facility_rate	13.4
26127	Michigan	Oceana	rec_facility_rate	3.8
26129	Michigan	Ogemaw	rec_facility_rate	9.2
26131	Michigan	Ontonagon	rec_facility_rate	0
26133	Michigan	Osceola	rec_facility_rate	0
26135	Michigan	Oscoda	rec_facility_rate	0
26137	Michigan	Otsego	rec_facility_rate	12.4
26139	Michigan	Ottawa	rec_facility_rate	8.7
26141	Michigan	Presque Isle	rec_facility_rate	30
26143	Michigan	Roscommon	rec_facility_rate	4.1
26145	Michigan	Saginaw	rec_facility_rate	6.5
26147	Michigan	St. Clair	rec_facility_rate	9.8
26149	Michigan	St. Joseph	rec_facility_rate	6.5
26151	Michigan	Sanilac	rec_facility_rate	2.3
26153	Michigan	Schoolcraft	rec_facility_rate	0
26155	Michigan	Shiawassee	rec_facility_rate	8.5
26157	Michigan	Tuscola	rec_facility_rate	7.2
26159	Michigan	Van Buren	rec_facility_rate	3.9
26161	Michigan	Washtenaw	rec_facility_rate	11.9
26163	Michigan	Wayne	rec_facility_rate	6.9
26165	Michigan	Wexford	rec_facility_rate	18.3
27001	Minnesota	Aitkin	rec_facility_rate	0
27003	Minnesota	Anoka	rec_facility_rate	8.7
27005	Minnesota	Becker	rec_facility_rate	9.2
27007	Minnesota	Beltrami	rec_facility_rate	9
27009	Minnesota	Benton	rec_facility_rate	7.8
27011	Minnesota	Big Stone	rec_facility_rate	19
27013	Minnesota	Blue Earth	rec_facility_rate	12.5
27015	Minnesota	Brown	rec_facility_rate	19.3
27017	Minnesota	Carlton	rec_facility_rate	11.3
27019	Minnesota	Carver	rec_facility_rate	16.4
27021	Minnesota	Cass	rec_facility_rate	0
27023	Minnesota	Chippewa	rec_facility_rate	16.1
27025	Minnesota	Chisago	rec_facility_rate	11.1
27027	Minnesota	Clay	rec_facility_rate	8.5
27029	Minnesota	Clearwater	rec_facility_rate	0
27031	Minnesota	Cook	rec_facility_rate	19.3
27033	Minnesota	Cottonwood	rec_facility_rate	8.5
27035	Minnesota	Crow Wing	rec_facility_rate	12.8
27037	Minnesota	Dakota	rec_facility_rate	11.3
27039	Minnesota	Dodge	rec_facility_rate	5
27041	Minnesota	Douglas	rec_facility_rate	13.9
27043	Minnesota	Faribault	rec_facility_rate	6.9
27045	Minnesota	Fillmore	rec_facility_rate	4.8
27047	Minnesota	Freeborn	rec_facility_rate	6.4
27049	Minnesota	Goodhue	rec_facility_rate	13
27051	Minnesota	Grant	rec_facility_rate	0
27053	Minnesota	Hennepin	rec_facility_rate	13
27055	Minnesota	Houston	rec_facility_rate	10.5
27057	Minnesota	Hubbard	rec_facility_rate	14.7
27059	Minnesota	Isanti	rec_facility_rate	18.5
27061	Minnesota	Itasca	rec_facility_rate	4.4
27063	Minnesota	Jackson	rec_facility_rate	19.5
27065	Minnesota	Kanabec	rec_facility_rate	12.3
27067	Minnesota	Kandiyohi	rec_facility_rate	14.2
27069	Minnesota	Kittson	rec_facility_rate	0
27071	Minnesota	Koochiching	rec_facility_rate	22.5
27073	Minnesota	Lac qui Parle	rec_facility_rate	13.8
27075	Minnesota	Lake	rec_facility_rate	9.2
27077	Minnesota	Lake of the Woods	rec_facility_rate	24.7
27079	Minnesota	Le Sueur	rec_facility_rate	25.3
27081	Minnesota	Lincoln	rec_facility_rate	0
27083	Minnesota	Lyon	rec_facility_rate	7.7
27085	Minnesota	McLeod	rec_facility_rate	21.8
27087	Minnesota	Mahnomen	rec_facility_rate	0
27089	Minnesota	Marshall	rec_facility_rate	0
27091	Minnesota	Martin	rec_facility_rate	9.6
27093	Minnesota	Meeker	rec_facility_rate	17.2
27095	Minnesota	Mille Lacs	rec_facility_rate	11.5
27097	Minnesota	Morrison	rec_facility_rate	12
27099	Minnesota	Mower	rec_facility_rate	10.2
27101	Minnesota	Murray	rec_facility_rate	23
27103	Minnesota	Nicollet	rec_facility_rate	9.2
27105	Minnesota	Nobles	rec_facility_rate	14
27107	Minnesota	Norman	rec_facility_rate	0
27109	Minnesota	Olmsted	rec_facility_rate	7.6
27111	Minnesota	Otter Tail	rec_facility_rate	12.2
27113	Minnesota	Pennington	rec_facility_rate	0
27115	Minnesota	Pine	rec_facility_rate	3.4
27117	Minnesota	Pipestone	rec_facility_rate	0
27119	Minnesota	Polk	rec_facility_rate	6.3
27121	Minnesota	Pope	rec_facility_rate	18.2
27123	Minnesota	Ramsey	rec_facility_rate	8.8
27125	Minnesota	Red Lake	rec_facility_rate	0
27127	Minnesota	Redwood	rec_facility_rate	0
27129	Minnesota	Renville	rec_facility_rate	6.4
27131	Minnesota	Rice	rec_facility_rate	9.3
27133	Minnesota	Rock	rec_facility_rate	20.7
27135	Minnesota	Roseau	rec_facility_rate	6.4
27137	Minnesota	St. Louis	rec_facility_rate	9
27139	Minnesota	Scott	rec_facility_rate	10
27141	Minnesota	Sherburne	rec_facility_rate	9
27143	Minnesota	Sibley	rec_facility_rate	13.1
27145	Minnesota	Stearns	rec_facility_rate	17.2
27147	Minnesota	Steele	rec_facility_rate	8.2
27149	Minnesota	Stevens	rec_facility_rate	10.3
27151	Minnesota	Swift	rec_facility_rate	0
27153	Minnesota	Todd	rec_facility_rate	12.1
27155	Minnesota	Traverse	rec_facility_rate	0
27157	Minnesota	Wabasha	rec_facility_rate	18.5
27159	Minnesota	Wadena	rec_facility_rate	7.2
27161	Minnesota	Waseca	rec_facility_rate	20.9
27163	Minnesota	Washington	rec_facility_rate	13.8
27165	Minnesota	Watonwan	rec_facility_rate	17.8
27167	Minnesota	Wilkin	rec_facility_rate	0
27169	Minnesota	Winona	rec_facility_rate	11.7
27171	Minnesota	Wright	rec_facility_rate	9.6
27173	Minnesota	Yellow Medicine	rec_facility_rate	0
28001	Mississippi	Adams	rec_facility_rate	6.2
28003	Mississippi	Alcorn	rec_facility_rate	10.8
28005	Mississippi	Amite	rec_facility_rate	15.3
28007	Mississippi	Attala	rec_facility_rate	5.1
28009	Mississippi	Benton	rec_facility_rate	0
28011	Mississippi	Bolivar	rec_facility_rate	8.8
28013	Mississippi	Calhoun	rec_facility_rate	0
28015	Mississippi	Carroll	rec_facility_rate	0
28017	Mississippi	Chickasaw	rec_facility_rate	0
28019	Mississippi	Choctaw	rec_facility_rate	0
28021	Mississippi	Claiborne	rec_facility_rate	0
28023	Mississippi	Clarke	rec_facility_rate	0
28025	Mississippi	Clay	rec_facility_rate	0
28027	Mississippi	Coahoma	rec_facility_rate	3.8
28029	Mississippi	Copiah	rec_facility_rate	0
28031	Mississippi	Covington	rec_facility_rate	0
28033	Mississippi	DeSoto	rec_facility_rate	9.3
28035	Mississippi	Forrest	rec_facility_rate	9.3
28037	Mississippi	Franklin	rec_facility_rate	0
28039	Mississippi	George	rec_facility_rate	8.8
28041	Mississippi	Greene	rec_facility_rate	7
28043	Mississippi	Grenada	rec_facility_rate	18.3
28045	Mississippi	Hancock	rec_facility_rate	6.8
28047	Mississippi	Harrison	rec_facility_rate	6.4
28049	Mississippi	Hinds	rec_facility_rate	9
28051	Mississippi	Holmes	rec_facility_rate	0
28053	Mississippi	Humphreys	rec_facility_rate	0
28055	Mississippi	Issaquena	rec_facility_rate	0
28057	Mississippi	Itawamba	rec_facility_rate	4.3
28059	Mississippi	Jackson	rec_facility_rate	10
28061	Mississippi	Jasper	rec_facility_rate	0
28063	Mississippi	Jefferson	rec_facility_rate	0
28065	Mississippi	Jefferson Davis	rec_facility_rate	0
28067	Mississippi	Jones	rec_facility_rate	4.4
28069	Mississippi	Kemper	rec_facility_rate	0
28071	Mississippi	Lafayette	rec_facility_rate	10.5
28073	Mississippi	Lamar	rec_facility_rate	12.5
28075	Mississippi	Lauderdale	rec_facility_rate	5
28077	Mississippi	Lawrence	rec_facility_rate	7.7
28079	Mississippi	Leake	rec_facility_rate	4.2
28081	Mississippi	Lee	rec_facility_rate	8.4
28083	Mississippi	Leflore	rec_facility_rate	12.4
28085	Mississippi	Lincoln	rec_facility_rate	14.3
28087	Mississippi	Lowndes	rec_facility_rate	10
28089	Mississippi	Madison	rec_facility_rate	14.7
28091	Mississippi	Marion	rec_facility_rate	11.1
28093	Mississippi	Marshall	rec_facility_rate	0
28095	Mississippi	Monroe	rec_facility_rate	2.7
28097	Mississippi	Montgomery	rec_facility_rate	0
28099	Mississippi	Neshoba	rec_facility_rate	6.7
28101	Mississippi	Newton	rec_facility_rate	4.6
28103	Mississippi	Noxubee	rec_facility_rate	0
28105	Mississippi	Oktibbeha	rec_facility_rate	8.4
28107	Mississippi	Panola	rec_facility_rate	5.8
28109	Mississippi	Pearl River	rec_facility_rate	5.4
28111	Mississippi	Perry	rec_facility_rate	0
28113	Mississippi	Pike	rec_facility_rate	9.9
28115	Mississippi	Pontotoc	rec_facility_rate	3.3
28117	Mississippi	Prentiss	rec_facility_rate	4
28119	Mississippi	Quitman	rec_facility_rate	0
28121	Mississippi	Rankin	rec_facility_rate	15.5
28123	Mississippi	Scott	rec_facility_rate	7.1
28125	Mississippi	Sharkey	rec_facility_rate	0
28127	Mississippi	Simpson	rec_facility_rate	0
28129	Mississippi	Smith	rec_facility_rate	0
28131	Mississippi	Stone	rec_facility_rate	11.2
28133	Mississippi	Sunflower	rec_facility_rate	3.4
28135	Mississippi	Tallahatchie	rec_facility_rate	0
28137	Mississippi	Tate	rec_facility_rate	3.5
28139	Mississippi	Tippah	rec_facility_rate	0
28141	Mississippi	Tishomingo	rec_facility_rate	0
28143	Mississippi	Tunica	rec_facility_rate	0
28145	Mississippi	Union	rec_facility_rate	11
28147	Mississippi	Walthall	rec_facility_rate	13
28149	Mississippi	Warren	rec_facility_rate	10.2
28151	Mississippi	Washington	rec_facility_rate	11.8
28153	Mississippi	Wayne	rec_facility_rate	0
28155	Mississippi	Webster	rec_facility_rate	0
28157	Mississippi	Wilkinson	rec_facility_rate	0
28159	Mississippi	Winston	rec_facility_rate	0
28161	Mississippi	Yalobusha	rec_facility_rate	0
28163	Mississippi	Yazoo	rec_facility_rate	0
29001	Missouri	Adair	rec_facility_rate	3.9
29003	Missouri	Andrew	rec_facility_rate	5.8
29005	Missouri	Atchison	rec_facility_rate	17.7
29007	Missouri	Audrain	rec_facility_rate	7.8
29009	Missouri	Barry	rec_facility_rate	11.2
29011	Missouri	Barton	rec_facility_rate	0
29013	Missouri	Bates	rec_facility_rate	11.7
29015	Missouri	Benton	rec_facility_rate	5.2
29017	Missouri	Bollinger	rec_facility_rate	8.1
29019	Missouri	Boone	rec_facility_rate	12.9
29021	Missouri	Buchanan	rec_facility_rate	12.4
29023	Missouri	Butler	rec_facility_rate	4.7
29025	Missouri	Caldwell	rec_facility_rate	0
29027	Missouri	Callaway	rec_facility_rate	6.8
29029	Missouri	Camden	rec_facility_rate	11.4
29031	Missouri	Cape Girardeau	rec_facility_rate	6.6
29033	Missouri	Carroll	rec_facility_rate	0
29035	Missouri	Carter	rec_facility_rate	0
29037	Missouri	Cass	rec_facility_rate	9
29039	Missouri	Cedar	rec_facility_rate	7.1
29041	Missouri	Chariton	rec_facility_rate	0
29043	Missouri	Christian	rec_facility_rate	11.6
29045	Missouri	Clark	rec_facility_rate	0
29047	Missouri	Clay	rec_facility_rate	7.6
29049	Missouri	Clinton	rec_facility_rate	4.8
29051	Missouri	Cole	rec_facility_rate	14.5
29053	Missouri	Cooper	rec_facility_rate	11.4
29055	Missouri	Crawford	rec_facility_rate	8.1
29057	Missouri	Dade	rec_facility_rate	0
29059	Missouri	Dallas	rec_facility_rate	6
29061	Missouri	Daviess	rec_facility_rate	0
29063	Missouri	DeKalb	rec_facility_rate	0
29065	Missouri	Dent	rec_facility_rate	0
29067	Missouri	Douglas	rec_facility_rate	7.3
29069	Missouri	Dunklin	rec_facility_rate	3.1
29071	Missouri	Franklin	rec_facility_rate	10.8
29073	Missouri	Gasconade	rec_facility_rate	0
29075	Missouri	Gentry	rec_facility_rate	14.8
29077	Missouri	Greene	rec_facility_rate	10.5
29079	Missouri	Grundy	rec_facility_rate	0
29081	Missouri	Harrison	rec_facility_rate	11.2
29083	Missouri	Henry	rec_facility_rate	13.5
29085	Missouri	Hickory	rec_facility_rate	10.4
29087	Missouri	Holt	rec_facility_rate	40.8
29089	Missouri	Howard	rec_facility_rate	0
29091	Missouri	Howell	rec_facility_rate	9.9
29093	Missouri	Iron	rec_facility_rate	18.9
29095	Missouri	Jackson	rec_facility_rate	7.3
29097	Missouri	Jasper	rec_facility_rate	10.2
29099	Missouri	Jefferson	rec_facility_rate	5
29101	Missouri	Johnson	rec_facility_rate	5.7
29103	Missouri	Knox	rec_facility_rate	48.4
29105	Missouri	Laclede	rec_facility_rate	11.2
29107	Missouri	Lafayette	rec_facility_rate	3
29109	Missouri	Lawrence	rec_facility_rate	10.4
29111	Missouri	Lewis	rec_facility_rate	29.4
29113	Missouri	Lincoln	rec_facility_rate	7.6
29115	Missouri	Linn	rec_facility_rate	0
29117	Missouri	Livingston	rec_facility_rate	0
29119	Missouri	McDonald	rec_facility_rate	4.3
29121	Missouri	Macon	rec_facility_rate	19.2
29123	Missouri	Madison	rec_facility_rate	8.2
29125	Missouri	Maries	rec_facility_rate	0
29127	Missouri	Marion	rec_facility_rate	24.3
29129	Missouri	Mercer	rec_facility_rate	26.5
29131	Missouri	Miller	rec_facility_rate	8.1
29133	Missouri	Mississippi	rec_facility_rate	7
29135	Missouri	Moniteau	rec_facility_rate	12.8
29137	Missouri	Monroe	rec_facility_rate	11.4
29139	Missouri	Montgomery	rec_facility_rate	8.2
29141	Missouri	Morgan	rec_facility_rate	19.5
29143	Missouri	New Madrid	rec_facility_rate	0
29145	Missouri	Newton	rec_facility_rate	5.2
29147	Missouri	Nodaway	rec_facility_rate	4.3
29149	Missouri	Oregon	rec_facility_rate	0
29151	Missouri	Osage	rec_facility_rate	0
29153	Missouri	Ozark	rec_facility_rate	0
29155	Missouri	Pemiscot	rec_facility_rate	11
29157	Missouri	Perry	rec_facility_rate	5.3
29159	Missouri	Pettis	rec_facility_rate	11.8
29161	Missouri	Phelps	rec_facility_rate	8.8
29163	Missouri	Pike	rec_facility_rate	5.4
29165	Missouri	Platte	rec_facility_rate	15.6
29167	Missouri	Polk	rec_facility_rate	6.4
29169	Missouri	Pulaski	rec_facility_rate	5.7
29171	Missouri	Putnam	rec_facility_rate	0
29173	Missouri	Ralls	rec_facility_rate	0
29175	Missouri	Randolph	rec_facility_rate	11.8
29177	Missouri	Ray	rec_facility_rate	4.3
29179	Missouri	Reynolds	rec_facility_rate	0
29181	Missouri	Ripley	rec_facility_rate	7.1
29183	Missouri	St. Charles	rec_facility_rate	11.3
29185	Missouri	St. Clair	rec_facility_rate	0
29186	Missouri	Ste. Genevieve	rec_facility_rate	0
29187	Missouri	St. Francois	rec_facility_rate	6.1
29189	Missouri	St. Louis	rec_facility_rate	14.3
29195	Missouri	Saline	rec_facility_rate	12.8
29197	Missouri	Schuyler	rec_facility_rate	0
29199	Missouri	Scotland	rec_facility_rate	20.7
29201	Missouri	Scott	rec_facility_rate	10.2
29203	Missouri	Shannon	rec_facility_rate	0
29205	Missouri	Shelby	rec_facility_rate	15.7
29207	Missouri	Stoddard	rec_facility_rate	10
29209	Missouri	Stone	rec_facility_rate	6.2
29211	Missouri	Sullivan	rec_facility_rate	0
29213	Missouri	Taney	rec_facility_rate	11.6
29215	Missouri	Texas	rec_facility_rate	3.8
29217	Missouri	Vernon	rec_facility_rate	9.5
29219	Missouri	Warren	rec_facility_rate	9.2
29221	Missouri	Washington	rec_facility_rate	4
29223	Missouri	Wayne	rec_facility_rate	0
29225	Missouri	Webster	rec_facility_rate	11
29227	Missouri	Worth	rec_facility_rate	0
29229	Missouri	Wright	rec_facility_rate	10.6
29510	Missouri	St. Louis City	rec_facility_rate	10.7
30001	Montana	Beaverhead	rec_facility_rate	10.8
30003	Montana	Big Horn	rec_facility_rate	0
30005	Montana	Blaine	rec_facility_rate	0
30007	Montana	Broadwater	rec_facility_rate	0
30009	Montana	Carbon	rec_facility_rate	9.9
30011	Montana	Carter	rec_facility_rate	0
30013	Montana	Cascade	rec_facility_rate	9.8
30015	Montana	Chouteau	rec_facility_rate	34.4
30017	Montana	Custer	rec_facility_rate	0
30019	Montana	Daniels	rec_facility_rate	0
30021	Montana	Dawson	rec_facility_rate	11.2
30023	Montana	Deer Lodge	rec_facility_rate	10.8
30025	Montana	Fallon	rec_facility_rate	0
30027	Montana	Fergus	rec_facility_rate	17.3
30029	Montana	Flathead	rec_facility_rate	14.3
30031	Montana	Gallatin	rec_facility_rate	17.9
30033	Montana	Garfield	rec_facility_rate	0
30035	Montana	Glacier	rec_facility_rate	0
30037	Montana	Golden Valley	rec_facility_rate	0
30039	Montana	Granite	rec_facility_rate	0
30041	Montana	Hill	rec_facility_rate	37.1
30043	Montana	Jefferson	rec_facility_rate	0
30045	Montana	Judith Basin	rec_facility_rate	0
30047	Montana	Lake	rec_facility_rate	10.4
30049	Montana	Lewis and Clark	rec_facility_rate	20.4
30051	Montana	Liberty	rec_facility_rate	42.5
30053	Montana	Lincoln	rec_facility_rate	5.1
30055	Montana	McCone	rec_facility_rate	0
30057	Montana	Madison	rec_facility_rate	39
30059	Montana	Meagher	rec_facility_rate	0
30061	Montana	Mineral	rec_facility_rate	0
30063	Montana	Missoula	rec_facility_rate	16.4
30065	Montana	Musselshell	rec_facility_rate	0
30067	Montana	Park	rec_facility_rate	6.4
30069	Montana	Petroleum	rec_facility_rate	0
30071	Montana	Phillips	rec_facility_rate	0
30073	Montana	Pondera	rec_facility_rate	0
30075	Montana	Powder River	rec_facility_rate	0
30077	Montana	Powell	rec_facility_rate	14.2
30079	Montana	Prairie	rec_facility_rate	0
30081	Montana	Ravalli	rec_facility_rate	19.8
