Latitude,Longitude,BactRelAbundance,FirmRelAbundance
42.360366,-71.06093,0.4787,0.4961
37.6818745,-121.7680088,0.5126,0.2742
41.9711068,-87.7024817,0.4734,0.5088
40.799333,-74.414889,0.1144,0.8442
42.4232158,-71.1537637,0.5855,0.2559
47.344,-68.2906,0.4216,0.5359
38.8501,-77.0392,0.3729,0.5833
37.4178,-122.124,0.8333,0.1535
42.0996,-77.3095,0.6588,0.3166
40.7119031,-73.9660683,0.4264,0.3001
40.0177245,-105.2757789,0.2764,0.6822
40.7119031,-73.9660683,0.2899,0.0284
34.0127,-117.162,0.4239,0.4159
34.9306,-82.0189,0.6398,0.2332
38.7625404,-78.1002333,0.0959,0.8887
39.0542,-77.1198,0.6516,0.2441
44.6385,-123.293,0.0846,0.8588
33.751,-116.691,0.2891,0.5559
39.2079206,-84.5274616,0.1191,0.5622
41.9901263,-87.663045,0.5005,0.473
34.02875,-118.4717975,0.1529,0.7766
33.8981579,-84.2832564,0.6434,0.3428
33.3593407,-111.4500302,0.2769,0.6662
45.3425,-123.055,0.3678,0.5619
39.7564482,-104.8863279,0.2033,0.7682
45.6911,-110.944,0.4725,0.4901
33.7748275,-84.2963123,0.4948,0.4841
42.6679,-83.1327,0.4361,0.4991
40.8558,-73.9448,0.2855,0.5871
38.1248882,-84.5012435,0.242,0.7033
36.734,-121.617,0.1566,0.7571
35.967,-106.088,0.5877,0.3638
37.2909813,-121.8904136,0.6351,0.3418
39.9836,-105.184,0.1286,0.654
33.1128,-96.6959,0.161,0.439
30.2476472,-91.9979411,0.2725,0.6593
33.9052,-83.3148,0.1552,0.1154
40.1573169,-76.3069014,0.2172,0.7124
43.0282084,-89.5214505,0.3508,0.6094
38.5406,-121.799,0.5052,0.0415
43.1156031,-77.55621,0.1232,0.2312
40.0418,-105.348,0.24,0.7502
41.6353769,-72.7687083,0.6788,0.278
40.6681669,-73.9800645,0.3532,0.5565
42.6679,-83.1327,0.9479,0.0492
33.7581,-118.106,0.6805,0.2962
34.0631,-118.437,0.4718,0.4356
37.2707022,-76.7074571,0.4532,0.4679
29.8709,-95.5092,0.5433,0.4388
39.8526,-75.0786,0.4782,0.5057
33.1006746,-86.8641558,0.3961,0.542
30.2456728,-97.7688358,0.3052,0.6638
36.6159,-82.1659,0.5523,0.439
33.8092255,-84.2805478,0.5724,0.392
39.3436,-88.6241,0.0216,0.9614
37.4951,-107.811,0.2085,0.7013
34.9263,-82.4644,0.3261,0.6531
38.2971176,-122.9550349,0.2252,0.7608
40.7449081,-73.9569225,0.477,0.4754
37.4457966,-122.1575745,0.4301,0.4422
42.3151,-84.3752,0.706,0.2664
45.7832856,-108.5006904,0.192,0.7542
38.8405,-90.4691,0.5102,0.3905
37.3290122,-121.9160211,0.5301,0.3918
40.1724,-105.196,0.5981,0.3507
41.7519,-87.9237,0.4341,0.5096
38.013412,-84.485507,0.4028,0.5389
39.3436,-88.6241,0.5605,0.4207
46.5475825,-87.3955954,0.0799,0.3042
48.1401,-103.7,0.4752,0.4953
39.7312,-104.983,0.7615,0.2352
38.5890819,-121.4084731,0.2701,0.6495
42.4333,-77.1715,0.613,0.3391
37.8655663,-122.0666997,0.4547,0.4021
45.5767,-122.639,0.6442,0.3182
45.3425,-123.055,0.2616,0.6752
44.5645659,-123.2620435,0.3711,0.594
42.516131,-83.2625577,0.7044,0.2439
30.4271,-97.8014,0.1851,0.793
42.2139284,-83.1938147,0.7649,0.2337
44.5645659,-123.2620435,0.0921,0.8784
41.8055,-71.1567,0.6566,0.2468
45.0986,-93.0826,0.146,0.7943
37.7936811,-122.1462193,0.5291,0.4606
42.5250906,-71.759794,0.5664,0.4051
43.0833196,-89.3724769,0.1797,0.7506
38.5406,-121.799,0.0904,0.5119
47.6701,-122.118,0.0303,0.9092
42.3803274,-71.1389101,0.318,0.6437
39.7039,-104.98,0.0994,0.7495
40.799333,-74.414889,0.3786,0.5037
45.4502,-122.885,0.3827,0.527
37.96,-95.4149,0.0132,0.9584
41.6163301,-93.5509074,0.5193,0.4448
40.0418,-105.348,0.2511,0.7155
45.0655212,-93.2018908,0.3853,0.578
41.8668281,-71.4358733,0.1918,0.6438
36.3413,-82.3235,0.7243,0.2697
40.7732937,-73.9286341,0.6051,0.3723
40.1672068,-105.1019275,0.4682,0.4821
43.2499,-123.482,0.4549,0.3715
37.5349925,-122.3050823,0.2781,0.6568
35.8987,-86.9624,0.11,0.6316
40.0149856,-105.2705456,0.5823,0.4169
37.4136,-122.169,0.4458,0.3971
37.8983665,-122.2795667,0.6541,0.3027
34.0050079,-118.8100893,0.4682,0.4638
39.3436,-88.6241,0.3687,0.6194
40.799333,-74.414889,0.1176,0.819
40.7119031,-73.9660683,0.3723,0.5677
45.6911,-110.944,0.6241,0.3532
40.0918895,-74.3587473,0.3779,0.5628
36.9677899,-121.9871217,0.6681,0.2265
35.8533273,-78.6965972,0.4505,0.5097
38.8,-77.0507,0.5496,0.3723
40.0703,-75.2071,0.3506,0.6017
45.2332984,-93.2913405,0.4206,0.5634
40.0103247,-105.2889726,0.6091,0.3487
47.5649059,-122.1746171,0.6756,0.2876
36.2512,-81.6254,0.519,0.2407
41.6370729,-70.5397371,0.4016,0.4684
26.1076663,-80.2711588,0.5271,0.375
42.060011,-87.6926257,0.1366,0.8354
42.963947,-78.7378091,0.2576,0.7085
40.0177245,-105.2757789,0.2339,0.7078
36.0887,-79.0871,0.2484,0.293
41.1926,-80.0758,0.7261,0.2355
32.7791432,-79.9248669,0.1956,0.6635
38.8681,-77.2003,0.458,0.4847
43.1156031,-77.55621,0.4554,0.4649
42.3648,-71.1033,0.1581,0.7571
32.7751,-116.856,0.6187,0.3436
44.5645659,-123.2620435,0.3306,0.5932
36.0643,-95.6668,0.4049,0.5649
42.0492,-87.9041,0.1673,0.8179
